"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0850045355397315,-1,0.0850045355397316
"SNAIL",-0.0850045355397315,1,0.0850045355397315,-1
"ZEB",-1,0.0850045355397315,1,-0.0850045355397316
"miR200",0.0850045355397316,-1,-0.0850045355397316,1
