"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.000935559488747667,0.000935559488747667,-0.000935559488747686
"SNAIL",0.000935559488747667,1,1,-1
"ZEB",0.000935559488747667,1,1,-1
"miR200",-0.000935559488747686,-1,-1,1
