"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00270222574151089,0.00270222574151089,-0.00270222574151087
"SNAIL",0.00270222574151089,1,1,-1
"ZEB",0.00270222574151089,1,1,-1
"miR200",-0.00270222574151087,-1,-1,1
