"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.0045131827910361,0.0045131827910361,-0.00451318279103609
"SNAIL",0.0045131827910361,1,1,-1
"ZEB",0.0045131827910361,1,1,-1
"miR200",-0.00451318279103609,-1,-1,1
