"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.237279721955079,-1,0.237279721955079
"SNAIL",-0.237279721955079,1,0.237279721955079,-1
"ZEB",-1,0.237279721955079,1,-0.237279721955079
"miR200",0.237279721955079,-1,-0.237279721955079,1
