"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0767387753046403,-1,0.0767387753046404
"SNAIL",-0.0767387753046403,1,0.0767387753046404,-1
"ZEB",-1,0.0767387753046404,1,-0.0767387753046403
"miR200",0.0767387753046404,-1,-0.0767387753046403,1
