"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.0116813190451546,0.0116813190451546,-0.0116813190451546
"SNAIL",0.0116813190451546,1,1,-1
"ZEB",0.0116813190451546,1,1,-1
"miR200",-0.0116813190451546,-1,-1,1
