"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.000878954389553158,-0.000878954389553158,0.000878954389553138
"SNAIL",-0.000878954389553158,1,1,-1
"ZEB",-0.000878954389553158,1,1,-1
"miR200",0.000878954389553138,-1,-1,1
