"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.0114113117718178,-0.0019935917192554,0.0019935917192554
"SNAIL",0.0114113117718178,1,0.00520024415385206,-0.00520024415385206
"ZEB",-0.0019935917192554,0.00520024415385206,1,-1
"miR200",0.0019935917192554,-0.00520024415385206,-1,1
