"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00306534017949636,-0.327477529374957,0.10217272577107
"SNAIL",0.00306534017949636,1,-0.010174872620285,-0.00417707439777544
"ZEB",-0.327477529374957,-0.010174872620285,1,-0.556566820941483
"miR200",0.10217272577107,-0.00417707439777544,-0.556566820941483,1
