"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0108967721118506,-0.0108967721118506,0.0108967721118506
"SNAIL",-0.0108967721118506,1,1,-1
"ZEB",-0.0108967721118506,1,1,-1
"miR200",0.0108967721118506,-1,-1,1
