"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.00109950178875487,-0.116157470736672,-0.339474051196666
"SNAIL",-0.00109950178875487,1,0.6672369993329,-0.000714451884657106
"ZEB",-0.116157470736672,0.6672369993329,1,-0.118212335600759
"miR200",-0.339474051196666,-0.000714451884657106,-0.118212335600759,1
