"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.000120836513721349,0.000120836513721349,-0.331262351025641
"SNAIL",0.000120836513721349,1,1,0.00251728615503606
"ZEB",0.000120836513721349,1,1,0.00251728615503606
"miR200",-0.331262351025641,0.00251728615503606,0.00251728615503606,1
