"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.00239482862295198,-0.00239482862295198,0.002394828622952
"SNAIL",-0.00239482862295198,1,1,-1
"ZEB",-0.00239482862295198,1,1,-1
"miR200",0.002394828622952,-1,-1,1
