"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.00164652296981538,-0.112028345202799,-0.338574522468876
"SNAIL",-0.00164652296981538,1,0.000412656827031868,-0.00361607534622568
"ZEB",-0.112028345202799,0.000412656827031868,1,-0.112839180596698
"miR200",-0.338574522468876,-0.00361607534622568,-0.112839180596698,1
