"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.000945721386388256,0.000945721386388256,-0.000945721386388277
"SNAIL",0.000945721386388256,1,1,-1
"ZEB",0.000945721386388256,1,1,-1
"miR200",-0.000945721386388277,-1,-1,1
