"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00495960940764618,0.00495960940764618,-0.00495960940764618
"SNAIL",0.00495960940764618,1,1,-1
"ZEB",0.00495960940764618,1,1,-1
"miR200",-0.00495960940764618,-1,-1,1
