"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.000812223456668454,-0.0346252287319835,-0.33873830238293
"SNAIL",-0.000812223456668454,1,0.443975151455349,-0.00300032728260013
"ZEB",-0.0346252287319835,0.443975151455349,1,-0.258102977940546
"miR200",-0.33873830238293,-0.00300032728260013,-0.258102977940546,1
