"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0738213690464501,-1,0.0738213690464502
"SNAIL",-0.0738213690464501,1,0.0738213690464501,-1
"ZEB",-1,0.0738213690464501,1,-0.0738213690464502
"miR200",0.0738213690464502,-1,-0.0738213690464502,1
