states,Avg0,SD0,frust0
'101111100110011110',0.0643,0.002694438717061494,0.2727272727272727
'010101011000001111',0.24860000000000002,0.007866807908336555,0.030303030303030304
'010100011000001111',0.10470000000000002,0.0010198039027185563,0.06060606060606061
'101010100111110000',0.2508666666666666,0.0050440283724640465,0.030303030303030304
'101011100111110000',0.10056666666666668,0.002572072229848057,0.06060606060606061
'010000011001100001',0.06693333333333333,0.0012684198393626983,0.2727272727272727
'101111100110011010',0.0504,0.0012675435561221025,0.30303030303030304
'010001011001100001',0.0324,0.0009092121131323906,0.30303030303030304
'010000011001100101',0.0489,0.003688721549082644,0.30303030303030304
'101110100110011110',0.03233333333333333,0.0019396448701301536,0.30303030303030304
