"Network","JSD"
"rand_1",0.211199995590125
"rand_10",0.469091912650631
"rand_100",0.318666517269833
"rand_11",0.262404893288952
"rand_12",0.503886488685978
"rand_13",0.419318921190007
"rand_14",0.261657582330572
"rand_15",0.469947751317153
"rand_16",0.150499193851389
"rand_17",0.5
"rand_18",0.245684689185126
"rand_19",0.480469688221164
"rand_2",0.153710959283862
"rand_20",0.261563175124846
"rand_21",0.155252787680462
"rand_22",0.152478351469131
"rand_23",0.151491458509414
"rand_24",0.261590085800976
"rand_25",0.261409477965671
"rand_26",0.262226119109428
"rand_27",0.154997171810715
"rand_28",0.261798657049055
"rand_29",0.5
"rand_3",0.304327617380898
"rand_30",0.154634575325846
"rand_31",0.153756500210766
"rand_32",0.434085062849576
"rand_33",0.198559339589044
"rand_34",0.261615273252606
"rand_35",0.433111057373706
"rand_36",0.154646886633055
"rand_37",0.261610449651752
"rand_38",0.154192931308868
"rand_39",0.386408491376062
"rand_4",0.147267298594966
"rand_40",0.478645719903488
"rand_41",0.283833658917661
"rand_42",0.153277101642593
"rand_43",0.15086618427133
"rand_44",0.5
"rand_45",0.231020065304401
"rand_46",0.154259134614191
"rand_47",0.284768791544736
"rand_48",0.440915615967479
"rand_49",0.155536018253283
"rand_5",0.155278138787058
"rand_50",0.452162819501496
"rand_51",0.156125991151086
"rand_52",0.154946873550043
"rand_53",0.150986877773938
"rand_54",0.277868929537772
"rand_55",0.148558433680483
"rand_56",0.276623632009851
"rand_57",0.153673971617216
"rand_58",0.15494501941526
"rand_59",0.153253752197046
"rand_6",0.457016249414745
"rand_60",0.457365460359544
"rand_61",0.155282883009756
"rand_62",0.261949415035904
"rand_63",0.155787342497448
"rand_64",0.154575437429576
"rand_65",0.154722499201288
"rand_66",0.261496315198544
"rand_67",0.227656465982659
"rand_68",0.205148939345278
"rand_69",0.154191957727944
"rand_7",0.463175443895677
"rand_70",0.154864231683862
"rand_71",0.152135259205213
"rand_72",0.439793268783864
"rand_73",0.5
"rand_74",0.261752629588888
"rand_75",0.154531818782839
"rand_76",0.294446959906128
"rand_77",0.151649799365308
"rand_78",0.261639757019211
"rand_79",0.154946552700388
"rand_8",0.147797366682393
"rand_80",0.261558973211026
"rand_81",0.333965924686501
"rand_82",0.434825281209277
"rand_83",0.43905574411799
"rand_84",0.175490161931722
"rand_85",0.153103424664664
"rand_86",0.152748003841565
"rand_87",0.276515657609001
"rand_88",0.153596845249344
"rand_89",0.289781967300697
"rand_9",0.263546146938172
"rand_90",0.260649735690963
"rand_91",0.5
"rand_92",0.26162793398886
"rand_93",0.155426795347825
"rand_94",0.261507156633536
"rand_95",0.261797256589748
"rand_96",0.154420565500336
"rand_97",0.262179883346317
"rand_98",0.421262396356912
"rand_99",0.226530997026671
