"EdgeList","Nature","Cycles","Edge_count"
"AXIN2,AXIN2","P","AXIN2",1
"Destcompl,cateninnuc;cateninnuc,TCFLEF;TCFLEF,AXIN2;AXIN2,Destcompl","N","Destcompl,cateninnuc,TCFLEF,AXIN2",4
"TWIST1,SNAI2;cateninnuc,SNAI2;cateninnuc,TCFLEF;TCFLEF,TWIST1","P","TWIST1,SNAI2,cateninnuc,TCFLEF",4
"SNAI2,Ecadherin;cateninnuc,SNAI2;Ecadherin,cateninnuc","P","Ecadherin,SNAI2,cateninnuc",3
"SNAI2,SNAI2","P","SNAI2",1
"GSK3,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,GSK3","P","GSK3,SNAI1,EGR1,cfos,ERK",5
"SNAI1,Ecadherin;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SNAI2;SNAI2,Ecadherin","P","Ecadherin,SNAI1,EGR1,cfos,ERK,SNAI2",6
"SNAI1,RKIP;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,RKIP","P","RKIP,SNAI1,EGR1,cfos,ERK",5
"SNAI1,TWIST1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SNAI2;TWIST1,SNAI2","P","TWIST1,SNAI1,EGR1,cfos,ERK,SNAI2",6
"GLI,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SNAI2;cateninnuc,SNAI2;cateninnuc,TCFLEF;TCFLEF,GLI","P","GLI,SNAI1,EGR1,cfos,ERK,SNAI2,cateninnuc,TCFLEF",8
"SMAD,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SMAD","P","SMAD,SNAI1,EGR1,cfos,ERK",5
"Csn,GSK3;Csn,TrCP;TrCP,SNAI1;GSK3,SNAI1","P","GSK3,Csn,TrCP,SNAI1",4
"NFB,TWIST1;NFB,Csn;Csn,TrCP;TrCP,SNAI1;SNAI1,TWIST1","P","TWIST1,NFB,Csn,TrCP,SNAI1",5
"AKT,GSK3;AKT,IKK;IKK,NFB;NFB,Csn;Csn,GSK3","P","GSK3,AKT,IKK,NFB,Csn",5
"RAS,PI3K;PI3K,AKT;AKT,IKK;IKK,NFB;NFB,Csn;Csn,TrCP;TrCP,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SNAI2;cateninnuc,SNAI2;cateninnuc,TCFLEF;TCFLEF,RAS","P","RAS,PI3K,AKT,IKK,NFB,Csn,TrCP,SNAI1,EGR1,cfos,ERK,SNAI2,cateninnuc,TCFLEF",14
"SMAD,ILK;ILK,AKT;AKT,IKK;IKK,NFB;NFB,Csn;Csn,TrCP;TrCP,SNAI1;SMAD,SNAI1","P","SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1",8
"TGFR,SMAD;TGFR,CDC42;CDC42,PAK1;PAK1,SNAI1;SMAD,SNAI1","P","SMAD,TGFR,CDC42,PAK1,SNAI1",5
"TGFR,SOSGRB2;TGFR,CDC42;CDC42,PAK1;PAK1,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SOSGRB2","N","SOSGRB2,TGFR,CDC42,PAK1,SNAI1,EGR1,cfos,ERK",8
"TGF,TGFR;TGFR,CDC42;CDC42,PAK1;PAK1,SNAI1;SNAI1,TGF","P","TGF,TGFR,CDC42,PAK1,SNAI1",5
"SRC,RAS;SRC,STAT;STAT,LIV1;LIV1,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SNAI2;cateninnuc,SNAI2;cateninnuc,TCFLEF;TCFLEF,RAS","P","RAS,SRC,STAT,LIV1,SNAI1,EGR1,cfos,ERK,SNAI2,cateninnuc,TCFLEF",11
"CD44,cMet;cMet,SRC;SRC,STAT;STAT,LIV1;LIV1,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SNAI2;cateninnuc,SNAI2;cateninnuc,TCFLEF;TCFLEF,CD44","P","CD44,cMet,SRC,STAT,LIV1,SNAI1,EGR1,cfos,ERK,SNAI2,cateninnuc,TCFLEF",12
"cMet,SOSGRB2;cMet,SRC;SRC,STAT;STAT,LIV1;LIV1,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SOSGRB2","N","SOSGRB2,cMet,SRC,STAT,LIV1,SNAI1,EGR1,cfos,ERK",9
"KLF4,Ecadherin;STAT,KLF4;STAT,LIV1;LIV1,SNAI1;SNAI1,Ecadherin","N","Ecadherin,KLF4,STAT,LIV1,SNAI1",5
"ZEB2,KLF4;STAT,KLF4;STAT,LIV1;LIV1,SNAI1;SNAI1,ZEB2","N","ZEB2,KLF4,STAT,LIV1,SNAI1",5
"ZEB1,miR200;SNAI1,miR200;SNAI1,ZEB1","P","ZEB1,miR200,SNAI1",3
"miR200,ZEB1;SNAI1,miR200;SNAI1,ZEB1","P","ZEB1,miR200,SNAI1",3
"ZEB2,miR200;SNAI1,miR200;SNAI1,ZEB2","P","ZEB2,miR200,SNAI1",3
"miR200,ZEB2;SNAI1,miR200;SNAI1,ZEB2","P","ZEB2,miR200,SNAI1",3
"ZEB2,SMAD;SNAI1,ZEB2;SMAD,SNAI1","N","SMAD,ZEB2,SNAI1",3
"ZEB1,Ecadherin;SNAI1,ZEB1;SNAI1,Ecadherin","P","Ecadherin,ZEB1,SNAI1",3
"ZEB1,SMAD;SNAI1,ZEB1;SMAD,SNAI1","P","SMAD,ZEB1,SNAI1",3
"TWIST1,TGF;SNAI1,TGF;SNAI1,TWIST1","P","TWIST1,TGF,SNAI1",3
"GLI,TGF;SNAI1,TGF;GLI,SNAI1","P","GLI,TGF,SNAI1",3
"TWIST1,FOXC2;SNAI1,FOXC2;SNAI1,TWIST1","P","TWIST1,FOXC2,SNAI1",3
"FOXC2,Ecadherin;SNAI1,FOXC2;SNAI1,Ecadherin","P","Ecadherin,FOXC2,SNAI1",3
"HEY1,Ecadherin;Csl,HEY1;Csl,SNAI1;SNAI1,Ecadherin","P","Ecadherin,HEY1,Csl,SNAI1",4
"SMAD,HEY1;Csl,HEY1;Csl,SNAI1;SMAD,SNAI1","P","SMAD,HEY1,Csl,SNAI1",4
"Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SNAI2;cateninnuc,SNAI2;cateninnuc,TCFLEF;TCFLEF,Jagged","P","Jagged,NOTCH,NOTCHic,Csl,SNAI1,EGR1,cfos,ERK,SNAI2,cateninnuc,TCFLEF",11
"RAS,DELTA;DELTA,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,SNAI1;EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,SNAI2;cateninnuc,SNAI2;cateninnuc,TCFLEF;TCFLEF,RAS","P","RAS,DELTA,NOTCH,NOTCHic,Csl,SNAI1,EGR1,cfos,ERK,SNAI2,cateninnuc,TCFLEF",12
