"EdgeList","Nature","Cycles","Edge_count"
"AXIN2,AXIN2","P","AXIN2",1
"Destcompl,Destcompl","P","Destcompl",1
"EGR1,SNAI1;cfos,EGR1;ERK,cfos;ERK,GSK3;GSK3,SNAI1","P","SNAI1,EGR1,cfos,ERK,GSK3",5
"SOSGRB2,MEK;ERK,SOSGRB2;MEK,ERK","N","MEK,SOSGRB2,ERK",3
"SOSGRB2,RAS;ERK,SOSGRB2;ERK,GSK3;GSK3,RAS","N","RAS,SOSGRB2,ERK,GSK3",4
"SRC,RAS;cMet,SRC;cMet,SOSGRB2;SOSGRB2,RAS","P","RAS,SRC,cMet,SOSGRB2",4
"LIV1,SNAI1;STAT,LIV1;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;GSK3,SNAI1","N","SNAI1,LIV1,STAT,SRC,cMet,SOSGRB2,ERK,GSK3",8
"SNAI1,ZEB2;ZEB2,KLF4;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;GSK3,SNAI1","P","SNAI1,ZEB2,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3",9
"ZEB2,SMAD;ZEB2,KLF4;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,SMAD","N","SMAD,ZEB2,KLF4,STAT,SRC,cMet,SOSGRB2,ERK",8
"SNAI1,miR200;miR200,ZEB2;SNAI1,ZEB2","P","SNAI1,miR200,ZEB2",3
"SNAI1,miR200;ZEB2,miR200;SNAI1,ZEB2","P","SNAI1,miR200,ZEB2",3
"SNAI1,ZEB1;ZEB1,miR200;SNAI1,miR200","P","SNAI1,ZEB1,miR200",3
"SNAI1,ZEB1;miR200,ZEB1;SNAI1,miR200","P","SNAI1,ZEB1,miR200",3
"ZEB1,Ecadherin;ZEB1,miR200;miR200,ZEB2;ZEB2,KLF4;KLF4,Ecadherin","P","Ecadherin,ZEB1,miR200,ZEB2,KLF4",5
"ZEB1,Ecadherin;miR200,ZEB1;miR200,ZEB2;ZEB2,KLF4;KLF4,Ecadherin","P","Ecadherin,ZEB1,miR200,ZEB2,KLF4",5
"ZEB1,Ecadherin;ZEB1,miR200;ZEB2,miR200;ZEB2,KLF4;KLF4,Ecadherin","P","Ecadherin,ZEB1,miR200,ZEB2,KLF4",5
"ZEB1,Ecadherin;miR200,ZEB1;ZEB2,miR200;ZEB2,KLF4;KLF4,Ecadherin","P","Ecadherin,ZEB1,miR200,ZEB2,KLF4",5
"ZEB1,SMAD;ZEB1,miR200;miR200,ZEB2;ZEB2,SMAD","N","SMAD,ZEB1,miR200,ZEB2",4
"ZEB1,SMAD;miR200,ZEB1;miR200,ZEB2;ZEB2,SMAD","N","SMAD,ZEB1,miR200,ZEB2",4
"ZEB1,SMAD;ZEB1,miR200;ZEB2,miR200;ZEB2,SMAD","N","SMAD,ZEB1,miR200,ZEB2",4
"ZEB1,SMAD;miR200,ZEB1;ZEB2,miR200;ZEB2,SMAD","N","SMAD,ZEB1,miR200,ZEB2",4
"Ecadherin,cateninnuc;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;GSK3,Destcompl;Destcompl,cateninnuc","P","cateninnuc,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3,Destcompl",10
"Ecadherin,cateninnuc;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;Destcompl,GSK3;Destcompl,cateninnuc","N","cateninnuc,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3,Destcompl",10
"Ecadherin,cateninnuc;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;GSK3,Destcompl;cateninnuc,Destcompl","N","cateninnuc,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3,Destcompl",10
"Ecadherin,cateninnuc;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;Destcompl,GSK3;cateninnuc,Destcompl","P","cateninnuc,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3,Destcompl",10
"SNAI2,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,SNAI2","P","SNAI2,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK",8
"SNAI1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;GSK3,SNAI1","P","SNAI1,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3",9
"SMAD,HEY1;HEY1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,SMAD","P","SMAD,HEY1,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK",9
"Csl,SNAI1;Csl,HEY1;HEY1,Ecadherin;SNAI1,Ecadherin","P","SNAI1,Csl,HEY1,Ecadherin",4
"SMAD,Jagged;Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,HEY1;SMAD,HEY1","P","SMAD,Jagged,NOTCH,NOTCHic,Csl,HEY1",6
"TCFLEF,CD44;TCFLEF,Jagged;Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,HEY1;HEY1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;CD44,cMet","N","CD44,TCFLEF,Jagged,NOTCH,NOTCHic,Csl,HEY1,Ecadherin,KLF4,STAT,SRC,cMet",12
"TCFLEF,RAS;TCFLEF,Jagged;Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,HEY1;HEY1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;SRC,RAS","N","RAS,TCFLEF,Jagged,NOTCH,NOTCHic,Csl,HEY1,Ecadherin,KLF4,STAT,SRC",11
"TCFLEF,TWIST1;TCFLEF,Jagged;Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,HEY1;HEY1,Ecadherin;TWIST1,Ecadherin","P","TWIST1,TCFLEF,Jagged,NOTCH,NOTCHic,Csl,HEY1,Ecadherin",8
"cateninnuc,TCFLEF;TCFLEF,Jagged;Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,HEY1;HEY1,Ecadherin;Ecadherin,cateninnuc","P","cateninnuc,TCFLEF,Jagged,NOTCH,NOTCHic,Csl,HEY1,Ecadherin",8
"GLI,SNAI1;TCFLEF,GLI;TCFLEF,Jagged;Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,SNAI1","P","SNAI1,GLI,TCFLEF,Jagged,NOTCH,NOTCHic,Csl",7
"SUFU,cateninnuc;SUFU,GLI;TCFLEF,GLI;cateninnuc,TCFLEF","P","cateninnuc,SUFU,GLI,TCFLEF",4
"SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,GLI;GLI,SHH","P","SHH,Patched,SMO,FUS,SUFU,GLI",6
"Frizzled,DSH;Wnt,Frizzled;GLI,Wnt;TCFLEF,GLI;TCFLEF,Jagged;Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,HEY1;HEY1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;DSH,GSK3","P","DSH,Frizzled,Wnt,GLI,TCFLEF,Jagged,NOTCH,NOTCHic,Csl,HEY1,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3",18
"TWIST1,TGF;GLI,TGF;TCFLEF,GLI;TCFLEF,TWIST1","P","TWIST1,TGF,GLI,TCFLEF",4
"SNAI1,TGF;GLI,TGF;GLI,SNAI1","P","SNAI1,TGF,GLI",3
"TGF,TGFR;GLI,TGF;TCFLEF,GLI;TCFLEF,Jagged;Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,HEY1;HEY1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;TGFR,SOSGRB2","N","TGFR,TGF,GLI,TCFLEF,Jagged,NOTCH,NOTCHic,Csl,HEY1,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2",15
"SMAD,SHH;GLI,SHH;TCFLEF,GLI;TCFLEF,Jagged;SMAD,Jagged","P","SMAD,SHH,GLI,TCFLEF,Jagged",5
"RAS,DELTA;DELTA,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,HEY1;HEY1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;SRC,RAS","N","RAS,DELTA,NOTCH,NOTCHic,Csl,HEY1,Ecadherin,KLF4,STAT,SRC",10
"TWIST1,FOXC2;FOXC2,Ecadherin;TWIST1,Ecadherin","P","TWIST1,FOXC2,Ecadherin",3
"SNAI1,FOXC2;FOXC2,Ecadherin;SNAI1,Ecadherin","P","SNAI1,FOXC2,Ecadherin",3
"TWIST1,SNAI2;TWIST1,Ecadherin;SNAI2,Ecadherin","P","SNAI2,TWIST1,Ecadherin",3
"SNAI1,TWIST1;TWIST1,Ecadherin;SNAI1,Ecadherin","P","SNAI1,TWIST1,Ecadherin",3
"NFB,Csn;NFB,TWIST1;TWIST1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;Csn,GSK3","P","Csn,NFB,TWIST1,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3",11
"AKT,IKK;IKK,NFB;NFB,TWIST1;TWIST1,Ecadherin;KLF4,Ecadherin;STAT,KLF4;SRC,STAT;cMet,SRC;cMet,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;AKT,GSK3","P","AKT,IKK,NFB,TWIST1,Ecadherin,KLF4,STAT,SRC,cMet,SOSGRB2,ERK,GSK3",12
"cateninnuc,cateninmemb;cateninmemb,Ecadherin;Ecadherin,cateninnuc","P","cateninnuc,cateninmemb,Ecadherin",3
"cateninmemb,cateninnuc;cateninmemb,Ecadherin;Ecadherin,cateninnuc","P","cateninnuc,cateninmemb,Ecadherin",3
"cateninnuc,cateninmemb;Ecadherin,cateninmemb;Ecadherin,cateninnuc","P","cateninnuc,cateninmemb,Ecadherin",3
"cateninmemb,cateninnuc;Ecadherin,cateninmemb;Ecadherin,cateninnuc","P","cateninnuc,cateninmemb,Ecadherin",3
"TGFR,SMAD;TGFR,SOSGRB2;ERK,SOSGRB2;ERK,SMAD","N","SMAD,TGFR,SOSGRB2,ERK",4
"PAK1,SNAI1;CDC42,PAK1;TGFR,CDC42;TGFR,SOSGRB2;ERK,SOSGRB2;ERK,GSK3;GSK3,SNAI1","N","SNAI1,PAK1,CDC42,TGFR,SOSGRB2,ERK,GSK3",7
"cateninnuc,SNAI2;ERK,SNAI2;ERK,GSK3;GSK3,Destcompl;Destcompl,cateninnuc","P","cateninnuc,SNAI2,ERK,GSK3,Destcompl",5
"cateninnuc,SNAI2;ERK,SNAI2;ERK,GSK3;Destcompl,GSK3;Destcompl,cateninnuc","N","cateninnuc,SNAI2,ERK,GSK3,Destcompl",5
"cateninnuc,SNAI2;ERK,SNAI2;ERK,GSK3;GSK3,Destcompl;cateninnuc,Destcompl","N","cateninnuc,SNAI2,ERK,GSK3,Destcompl",5
"cateninnuc,SNAI2;ERK,SNAI2;ERK,GSK3;Destcompl,GSK3;cateninnuc,Destcompl","P","cateninnuc,SNAI2,ERK,GSK3,Destcompl",5
"SNAI2,SNAI2","P","SNAI2",1
"SMAD,SNAI1;ERK,SMAD;ERK,GSK3;GSK3,SNAI1","P","SNAI1,SMAD,ERK,GSK3",4
"ILK,AKT;SMAD,ILK;ERK,SMAD;ERK,GSK3;AKT,GSK3","P","AKT,ILK,SMAD,ERK,GSK3",5
"SNAI1,RKIP;ERK,RKIP;ERK,GSK3;GSK3,SNAI1","P","SNAI1,RKIP,ERK,GSK3",4
"RKIP,MEK;ERK,RKIP;MEK,ERK","P","MEK,RKIP,ERK",3
"RAS,RAF;RAF,MEK;MEK,ERK;ERK,GSK3;GSK3,RAS","P","RAS,RAF,MEK,ERK,GSK3",5
"Csn,TrCP;TrCP,SNAI1;GSK3,SNAI1;Csn,GSK3","P","Csn,TrCP,SNAI1,GSK3",4
"PI3K,AKT;RAS,PI3K;GSK3,RAS;AKT,GSK3","P","AKT,PI3K,RAS,GSK3",4
