states,flag,Avg0,SD0,frust0
'00101110111111111000001001',1,0.1366666666666667,0.001960158723731887,0.07
'00101110111111111000001000',1,0.13663333333333336,0.0027182510717166843,0.07
'00101110111111111000001101',1,0.07666666666666666,0.0007717224601860136,0.1
'01110101111011101011100001',1,0.038566666666666666,0.0010498677165349081,0.35
'11010001000000000111110011',1,0.0772,0.0025139610179953035,0.1
'10001010000100010100011110',1,0.038266666666666664,0.0012498888839501787,0.35
'00101110111111111000001100',1,0.0745,0.0003741657386773937,0.1
'01110101111011101011100000',1,0.038533333333333336,0.0013572848714334905,0.35
'11010001000000000111110010',1,0.07613333333333333,0.002334285520001549,0.1
'11010001000000000111110111',1,0.1363,0.00290631496343164,0.07
'11010001000000000111110110',1,0.13419999999999999,0.002164871050817273,0.07
'10001010000100010100011111',1,0.036333333333333336,0.0012391753530294053,0.35
