states,Avg0,SD0,frust0
'11010010000000000111111010',0.051333333333333335,0.0016213848676020427,0.14
'11010011000000000111111111',0.06269999999999999,0.0013490737563232064,0.05
'11010011000000000111111110',0.05943333333333333,0.0018979521127315657,0.05
'00101101111111111000000000',0.06266666666666666,0.0003399346342395192,0.11
'00101100111111111000000101',0.04843333333333333,0.0006599663291074437,0.08
'00101100111111111000000000',0.06423333333333334,0.0015062831370259995,0.05
'00101100111111111000000001',0.06076666666666666,0.001463633226673341,0.05
'00101101111111111000000001',0.062,0.002118175315375635,0.11
'11010010000000000111111011',0.05566666666666666,0.000249443825784931,0.14
'11010011000000000111111010',0.050333333333333334,0.0023414145771781247,0.08
'00101100111111111000000100',0.05223333333333333,0.0014659088951530683,0.08
'10001000000100011100000110',0.006866666666666667,0.0004921607686744466,0.29
'01110111111011100011111101',0.005666666666666667,0.0005906681715556449,0.3
'00101101111111111000000100',0.049999999999999996,0.0011313708498984758,0.14
'11010010000000000111111111',0.06406666666666667,0.00044969125210773627,0.11
'00101101111111111000000101',0.05286666666666667,0.0010143416036468623,0.14
'11010010000000000111111110',0.062200000000000005,0.0012247448713915928,0.11
'11010011000000000111111011',0.05393333333333333,0.0012256517540566805,0.08
'10001001000100011100000011',0.0041,0.00035590260840104385,0.32
'01110111111011100011111000',0.004466666666666667,0.0007363574011458175,0.31
'01110110111011100011111000',0.004433333333333333,0.0002624669291337269,0.31
'10001000000100011100000010',0.005399999999999999,8.164965809277247e-5,0.3
'01110111111011100011111001',0.007966666666666665,0.0002054804667656327,0.29
'01110110111011100011111101',0.0063,0.00024494897427831773,0.3
'10001000000100011100000111',0.004533333333333334,0.0003681787005729086,0.31
'01110111111011100011111100',0.0046,0.00021602468994692857,0.32
'01110110111011100011111100',0.0039000000000000003,0.0002943920288775949,0.32
'10001001000100011100000110',0.007233333333333332,0.0006018490028422593,0.29
'10001000000100011100000011',0.0044666666666666665,0.000573488351136175,0.32
'10001001000100011100000010',0.005033333333333333,0.00033993463423951883,0.3
'01110110111011100011111001',0.006966666666666667,0.0006236095644623235,0.29
'10001001000100011100000111',0.005200000000000001,0.00035590260840104364,0.31
