states,Avg0,SD0,frust0
'11000001000000000111110111',0.028466666666666668,0.0018732028424302818,0.08
'00101100111111111000000000',0.07703333333333333,0.0017249798710580794,0.05
'00101100111111111000000101',0.06873333333333333,0.0030825674724525,0.08
'00101100111111111000000001',0.07376666666666666,0.0019938795238317562,0.05
'11010011000000000111111011',0.06713333333333332,0.0014704496666741844,0.08
'00101100111111111000000100',0.0684,0.001920069443188628,0.08
'11010011000000000111111110',0.07690000000000001,0.001557776192739722,0.05
'11000000000000000111110111',0.0302,0.0017907168024751054,0.14
'11010011000000000111111010',0.06983333333333332,0.0012119772641798563,0.08
'00111111111111111000001100',0.02463333333333333,0.0011085526098877265,0.17
'11010011000000000111111111',0.07523333333333333,0.0016819301082057097,0.05
'11000000000000000111110011',0.02323333333333334,0.00270472837001344,0.17
'11000001000000000111110010',0.022333333333333334,0.0009977753031397171,0.11
'00111110111111111000001000',0.030300000000000004,0.001823915202707261,0.08
'11000001000000000111110011',0.022933333333333333,0.0015520595635763745,0.11
'11000000000000000111110010',0.0246,0.0004898979485566355,0.17
'11000001000000000111110110',0.027466666666666667,0.0021296843793284378,0.08
'00111111111111111000001000',0.02943333333333333,0.001592342788332826,0.14
'00111110111111111000001100',0.025433333333333336,0.0005312459150169753,0.11
'11000000000000000111110110',0.02903333333333333,0.0009104333522498446,0.14
'00111110111111111000001001',0.028066666666666667,0.0015412837362262532,0.08
'00111111111111111000001001',0.0287,0.0004320493798938574,0.14
'00111110111111111000001101',0.0236,0.001104536101718725,0.11
'00111111111111111000001101',0.024533333333333334,0.000967241208569793,0.17
