"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,1,-0.853789070103026,1,-0.0292169680826996,1,-1,-1,1,1,0.707780240737349,0.583442296444379,1,-0.488686935149981,-0.751837689066966,-0.77148149333865,-1
"CD44s",-1,1,-1,0.853789070103027,-1,0.0292169680826996,-1,1,1,-1,-1,-0.707780240737349,-0.583442296444379,-1,0.488686935149981,0.751837689066966,0.77148149333865,1
"CDH1",1,-1,1,-0.853789070103026,1,-0.0292169680826996,1,-1,-1,1,1,0.707780240737349,0.583442296444379,1,-0.488686935149981,-0.751837689066966,-0.77148149333865,-1
"EMT",-0.853789070103026,0.853789070103027,-0.853789070103026,1,-0.853789070103026,0.13096822022312,-0.853789070103026,0.853789070103027,0.853789070103027,-0.853789070103026,-0.853789070103026,-0.731013829727833,-0.682371538721757,-0.853789070103026,0.634890747533757,0.74783510427607,0.917685690035372,0.853789070103027
"ESRP1",1,-1,1,-0.853789070103026,1,-0.0292169680826996,1,-1,-1,1,1,0.707780240737349,0.583442296444379,1,-0.488686935149981,-0.751837689066966,-0.77148149333865,-1
"EX-TGFB",-0.0292169680826996,0.0292169680826996,-0.0292169680826996,0.13096822022312,-0.0292169680826996,1,-0.0292169680826996,0.0292169680826996,0.0292169680826996,-0.0292169680826996,-0.0292169680826996,-0.175633632360062,-0.300021775015446,-0.0292169680826996,0.394749381476414,0.131567938373497,0.188855436223146,0.0292169680826996
"GRHL2",1,-1,1,-0.853789070103026,1,-0.0292169680826996,1,-1,-1,1,1,0.707780240737349,0.583442296444379,1,-0.488686935149981,-0.751837689066966,-0.77148149333865,-1
"HA",-1,1,-1,0.853789070103027,-1,0.0292169680826996,-1,1,1,-1,-1,-0.707780240737349,-0.583442296444379,-1,0.488686935149981,0.751837689066966,0.77148149333865,1
"HAS2",-1,1,-1,0.853789070103027,-1,0.0292169680826996,-1,1,1,-1,-1,-0.707780240737349,-0.583442296444379,-1,0.488686935149981,0.751837689066966,0.77148149333865,1
"MIR-1199",1,-1,1,-0.853789070103026,1,-0.0292169680826996,1,-1,-1,1,1,0.707780240737349,0.583442296444379,1,-0.488686935149981,-0.751837689066966,-0.77148149333865,-1
"MIR-190",1,-1,1,-0.853789070103026,1,-0.0292169680826996,1,-1,-1,1,1,0.707780240737349,0.583442296444379,1,-0.488686935149981,-0.751837689066966,-0.77148149333865,-1
"MIR-200",0.707780240737349,-0.707780240737349,0.707780240737349,-0.731013829727833,0.707780240737349,-0.175633632360062,0.707780240737349,-0.707780240737349,-0.707780240737349,0.707780240737349,0.707780240737349,1,0.686172551238697,0.707780240737349,-0.780895864175953,-0.95593775914865,-0.745238574612797,-0.707780240737349
"MIR-34",0.583442296444379,-0.583442296444379,0.583442296444379,-0.682371538721757,0.583442296444379,-0.300021775015446,0.583442296444379,-0.583442296444379,-0.583442296444379,0.583442296444379,0.583442296444379,0.686172551238697,1,0.583442296444379,-0.905269609223783,-0.642117086024571,-0.736638010479206,-0.583442296444379
"MIR-340",1,-1,1,-0.853789070103026,1,-0.0292169680826996,1,-1,-1,1,1,0.707780240737349,0.583442296444379,1,-0.488686935149981,-0.751837689066966,-0.77148149333865,-1
"SNAIL1",-0.488686935149981,0.488686935149981,-0.488686935149981,0.634890747533757,-0.488686935149981,0.394749381476414,-0.488686935149981,0.488686935149981,0.488686935149981,-0.488686935149981,-0.488686935149981,-0.780895864175953,-0.905269609223783,-0.488686935149981,1,0.736837754231342,0.717203255442358,0.488686935149981
"TGFB",-0.751837689066966,0.751837689066966,-0.751837689066966,0.74783510427607,-0.751837689066966,0.131567938373497,-0.751837689066966,0.751837689066966,0.751837689066966,-0.751837689066966,-0.751837689066966,-0.95593775914865,-0.642117086024571,-0.751837689066966,0.736837754231342,1,0.746842107093861,0.751837689066966
"VIM",-0.77148149333865,0.77148149333865,-0.77148149333865,0.917685690035372,-0.77148149333865,0.188855436223146,-0.77148149333865,0.77148149333865,0.77148149333865,-0.77148149333865,-0.77148149333865,-0.745238574612797,-0.736638010479206,-0.77148149333865,0.717203255442358,0.746842107093861,1,0.77148149333865
"ZEB1",-1,1,-1,0.853789070103027,-1,0.0292169680826996,-1,1,1,-1,-1,-0.707780240737349,-0.583442296444379,-1,0.488686935149981,0.751837689066966,0.77148149333865,1
