"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.795468543312765,-0.794259286338902,1,-0.0625535224846505,1,-1,-1,1,1,0.766788644837121,0.625213795441876,1,-0.547415650813454,-0.799272618037335,-0.796866982232105,-1
"CD44s",-1,1,-0.795468543312765,0.794259286338902,-1,0.0625535224846506,-1,1,1,-1,-1,-0.766788644837121,-0.625213795441877,-1,0.547415650813454,0.799272618037335,0.796866982232105,1
"CDH1",0.795468543312765,-0.795468543312765,1,-0.895727673899255,0.795468543312765,-0.207730898294628,0.795468543312765,-0.795468543312765,-0.795468543312765,0.795468543312765,0.795468543312765,0.775619595134144,0.768386150550418,0.795468543312765,-0.751962391755137,-0.777617318572143,-0.794868207953542,-0.795468543312765
"EMT",-0.794259286338902,0.794259286338902,-0.895727673899255,1,-0.794259286338902,0.209737082595889,-0.794259286338902,0.794259286338902,0.794259286338902,-0.794259286338902,-0.794259286338902,-0.780023549094355,-0.766783157529473,-0.794259286338902,0.753155722694666,0.782426639035436,0.899136010371219,0.794259286338902
"ESRP1",1,-1,0.795468543312765,-0.794259286338902,1,-0.0625535224846505,1,-1,-1,1,1,0.766788644837121,0.625213795441876,1,-0.547415650813454,-0.799272618037335,-0.796866982232105,-1
"EX-TGFB",-0.0625535224846505,0.0625535224846506,-0.207730898294628,0.209737082595889,-0.0625535224846505,1,-0.0625535224846505,0.0625535224846506,0.0625535224846506,-0.0625535224846505,-0.0625535224846505,-0.175850447516501,-0.317419650076337,-0.0625535224846505,0.395223723149166,0.143364058654006,0.208735917837066,0.0625535224846506
"GRHL2",1,-1,0.795468543312765,-0.794259286338902,1,-0.0625535224846505,1,-1,-1,1,1,0.766788644837121,0.625213795441876,1,-0.547415650813454,-0.799272618037335,-0.796866982232105,-1
"HA",-1,1,-0.795468543312765,0.794259286338902,-1,0.0625535224846506,-1,1,1,-1,-1,-0.766788644837121,-0.625213795441877,-1,0.547415650813454,0.799272618037335,0.796866982232105,1
"HAS2",-1,1,-0.795468543312765,0.794259286338902,-1,0.0625535224846506,-1,1,1,-1,-1,-0.766788644837121,-0.625213795441877,-1,0.547415650813454,0.799272618037335,0.796866982232105,1
"MIR-1199",1,-1,0.795468543312765,-0.794259286338902,1,-0.0625535224846505,1,-1,-1,1,1,0.766788644837121,0.625213795441876,1,-0.547415650813454,-0.799272618037335,-0.796866982232105,-1
"MIR-190",1,-1,0.795468543312765,-0.794259286338902,1,-0.0625535224846505,1,-1,-1,1,1,0.766788644837121,0.625213795441876,1,-0.547415650813454,-0.799272618037335,-0.796866982232105,-1
"MIR-200",0.766788644837121,-0.766788644837121,0.775619595134144,-0.780023549094355,0.766788644837121,-0.175850447516501,0.766788644837121,-0.766788644837121,-0.766788644837121,0.766788644837121,0.766788644837121,1,0.702820447837024,0.766788644837121,-0.780626395146896,-0.967515436072193,-0.783031349993995,-0.766788644837121
"MIR-34",0.625213795441876,-0.625213795441877,0.768386150550418,-0.766783157529473,0.625213795441876,-0.317419650076337,0.625213795441876,-0.625213795441877,-0.625213795441877,0.625213795441876,0.625213795441876,0.702820447837024,1,0.625213795441876,-0.922200546028162,-0.670330757354359,-0.760571174885199,-0.625213795441877
"MIR-340",1,-1,0.795468543312765,-0.794259286338902,1,-0.0625535224846505,1,-1,-1,1,1,0.766788644837121,0.625213795441876,1,-0.547415650813454,-0.799272618037335,-0.796866982232105,-1
"SNAIL1",-0.547415650813454,0.547415650813454,-0.751962391755137,0.753155722694666,-0.547415650813454,0.395223723149166,-0.547415650813454,0.547415650813454,0.547415650813454,-0.547415650813454,-0.547415650813454,-0.780626395146896,-0.922200546028162,-0.547415650813454,1,0.748141577615724,0.75054764391345,0.547415650813454
"TGFB",-0.799272618037335,0.799272618037335,-0.777617318572143,0.782426639035436,-0.799272618037335,0.143364058654006,-0.799272618037335,0.799272618037335,0.799272618037335,-0.799272618037335,-0.799272618037335,-0.967515436072193,-0.670330757354359,-0.799272618037335,0.748141577615724,1,0.784634497322025,0.799272618037335
"VIM",-0.796866982232105,0.796866982232105,-0.794868207953542,0.899136010371219,-0.796866982232105,0.208735917837066,-0.796866982232105,0.796866982232105,0.796866982232105,-0.796866982232105,-0.796866982232105,-0.783031349993995,-0.760571174885199,-0.796866982232105,0.75054764391345,0.784634497322025,1,0.796866982232105
"ZEB1",-1,1,-0.795468543312765,0.794259286338902,-1,0.0625535224846506,-1,1,1,-1,-1,-0.766788644837121,-0.625213795441877,-1,0.547415650813454,0.799272618037335,0.796866982232105,1
