"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.782207223354521,-0.783004725315612,1,-0.0469787124277905,1,-1,-1,1,1,0.744698002230617,0.604719373488911,1,-0.522701566513382,-0.782198212822012,-0.786842568259649,-1
"CD44s",-1,1,-0.782207223354521,0.783004725315612,-1,0.0469787124277904,-1,1,1,-1,-1,-0.744698002230617,-0.604719373488911,-1,0.522701566513382,0.782198212822012,0.786842568259649,1
"CDH1",0.782207223354521,-0.782207223354521,1,-0.890894791302509,0.782207223354521,-0.202567336032393,0.782207223354521,-0.782207223354521,-0.782207223354521,0.782207223354521,0.782207223354521,0.766746992555904,0.75070266702986,0.782207223354521,-0.74047723196243,-0.767349713477537,-0.786003704965512,-0.782207223354521
"EMT",-0.783004725315612,0.783004725315612,-0.890894791302509,1,-0.783004725315612,0.202573707044516,-0.783004725315612,0.783004725315612,0.783004725315612,-0.783004725315612,-0.783004725315612,-0.761131182576581,-0.751907890682951,-0.783004725315612,0.739678279407566,0.763738713480404,0.895112796715132,0.783004725315612
"ESRP1",1,-1,0.782207223354521,-0.783004725315612,1,-0.0469787124277905,1,-1,-1,1,1,0.744698002230617,0.604719373488911,1,-0.522701566513382,-0.782198212822012,-0.786842568259649,-1
"EX-TGFB",-0.0469787124277905,0.0469787124277904,-0.202567336032393,0.202573707044516,-0.0469787124277905,1,-0.0469787124277905,0.0469787124277904,0.0469787124277904,-0.0469787124277905,-0.0469787124277905,-0.171885193355157,-0.311863424021666,-0.0469787124277905,0.393884039757215,0.134387057384335,0.199134924492574,0.0469787124277904
"GRHL2",1,-1,0.782207223354521,-0.783004725315612,1,-0.0469787124277905,1,-1,-1,1,1,0.744698002230617,0.604719373488911,1,-0.522701566513382,-0.782198212822012,-0.786842568259649,-1
"HA",-1,1,-0.782207223354521,0.783004725315612,-1,0.0469787124277904,-1,1,1,-1,-1,-0.744698002230617,-0.604719373488911,-1,0.522701566513382,0.782198212822012,0.786842568259649,1
"HAS2",-1,1,-0.782207223354521,0.783004725315612,-1,0.0469787124277904,-1,1,1,-1,-1,-0.744698002230617,-0.604719373488911,-1,0.522701566513382,0.782198212822012,0.786842568259649,1
"MIR-1199",1,-1,0.782207223354521,-0.783004725315612,1,-0.0469787124277905,1,-1,-1,1,1,0.744698002230617,0.604719373488911,1,-0.522701566513382,-0.782198212822012,-0.786842568259649,-1
"MIR-190",1,-1,0.782207223354521,-0.783004725315612,1,-0.0469787124277905,1,-1,-1,1,1,0.744698002230617,0.604719373488911,1,-0.522701566513382,-0.782198212822012,-0.786842568259649,-1
"MIR-200",0.744698002230617,-0.744698002230617,0.766746992555904,-0.761131182576581,0.744698002230617,-0.171885193355157,0.744698002230617,-0.744698002230617,-0.744698002230617,0.744698002230617,0.744698002230617,1,0.695950512855665,0.744698002230617,-0.77798504333134,-0.96249547594929,-0.762539885856742,-0.744698002230617
"MIR-34",0.604719373488911,-0.604719373488911,0.75070266702986,-0.751907890682951,0.604719373488911,-0.311863424021666,0.604719373488911,-0.604719373488911,-0.604719373488911,0.604719373488911,0.604719373488911,0.695950512855665,1,0.604719373488911,-0.917970868690923,-0.658448183857219,-0.751301723248518,-0.604719373488911
"MIR-340",1,-1,0.782207223354521,-0.783004725315612,1,-0.0469787124277905,1,-1,-1,1,1,0.744698002230617,0.604719373488911,1,-0.522701566513382,-0.782198212822012,-0.786842568259649,-1
"SNAIL1",-0.522701566513382,0.522701566513382,-0.74047723196243,0.739678279407566,-0.522701566513382,0.393884039757215,-0.522701566513382,0.522701566513382,0.522701566513382,-0.522701566513382,-0.522701566513382,-0.77798504333134,-0.917970868690923,-0.522701566513382,1,0.740484311623826,0.73585610102425,0.522701566513382
"TGFB",-0.782198212822012,0.782198212822012,-0.767349713477537,0.763738713480404,-0.782198212822012,0.134387057384335,-0.782198212822012,0.782198212822012,0.782198212822012,-0.782198212822012,-0.782198212822012,-0.96249547594929,-0.658448183857219,-0.782198212822012,0.740484311623826,1,0.765151257515024,0.782198212822012
"VIM",-0.786842568259649,0.786842568259649,-0.786003704965512,0.895112796715132,-0.786842568259649,0.199134924492574,-0.786842568259649,0.786842568259649,0.786842568259649,-0.786842568259649,-0.786842568259649,-0.762539885856742,-0.751301723248518,-0.786842568259649,0.73585610102425,0.765151257515024,1,0.786842568259649
"ZEB1",-1,1,-0.782207223354521,0.783004725315612,-1,0.0469787124277904,-1,1,1,-1,-1,-0.744698002230617,-0.604719373488911,-1,0.522701566513382,0.782198212822012,0.786842568259649,1
