"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.772389889159407,-0.773994638957509,1,-0.0305214979543394,1,-1,-1,1,1,0.703649422886178,0.583627942495316,1,-0.4880588808853,-0.751538749172514,-0.773994638957509,-1
"CD44s",-1,1,-0.772389889159407,0.773994638957509,-1,0.0305214979543395,-1,1,1,-1,-1,-0.703649422886178,-0.583627942495316,-1,0.4880588808853,0.751538749172514,0.773994638957509,1
"CDH1",0.772389889159407,-0.772389889159407,1,-0.759564820691451,0.772389889159407,-0.190783940882596,0.772389889159407,-0.772389889159407,-0.772389889159407,0.772389889159407,0.772389889159407,0.744543396493323,0.732718898673363,0.772389889159407,-0.715684544166594,-0.747548317417383,-0.759564820691451,-0.772389889159407
"EMT",-0.773994638957509,0.773994638957509,-0.759564820691451,1,-0.773994638957509,0.189978522079845,-0.773994638957509,0.773994638957509,0.773994638957509,-0.773994638957509,-0.773994638957509,-0.746148927611998,-0.72791226465873,-0.773994638957509,0.714082955248948,0.749554499559292,1,0.773994638957509
"ESRP1",1,-1,0.772389889159407,-0.773994638957509,1,-0.0305214979543394,1,-1,-1,1,1,0.703649422886178,0.583627942495316,1,-0.4880588808853,-0.751538749172514,-0.773994638957509,-1
"EX-TGFB",-0.0305214979543394,0.0305214979543395,-0.190783940882596,0.189978522079845,-0.0305214979543394,1,-0.0305214979543394,0.0305214979543395,0.0305214979543395,-0.0305214979543394,-0.0305214979543394,-0.182223903071903,-0.302237942150199,-0.0305214979543394,0.39779074986264,0.134331731506845,0.189978522079845,0.0305214979543395
"GRHL2",1,-1,0.772389889159407,-0.773994638957509,1,-0.0305214979543394,1,-1,-1,1,1,0.703649422886178,0.583627942495316,1,-0.4880588808853,-0.751538749172514,-0.773994638957509,-1
"HA",-1,1,-0.772389889159407,0.773994638957509,-1,0.0305214979543395,-1,1,1,-1,-1,-0.703649422886178,-0.583627942495316,-1,0.4880588808853,0.751538749172514,0.773994638957509,1
"HAS2",-1,1,-0.772389889159407,0.773994638957509,-1,0.0305214979543395,-1,1,1,-1,-1,-0.703649422886178,-0.583627942495316,-1,0.4880588808853,0.751538749172514,0.773994638957509,1
"MIR-1199",1,-1,0.772389889159407,-0.773994638957509,1,-0.0305214979543394,1,-1,-1,1,1,0.703649422886178,0.583627942495316,1,-0.4880588808853,-0.751538749172514,-0.773994638957509,-1
"MIR-190",1,-1,0.772389889159407,-0.773994638957509,1,-0.0305214979543394,1,-1,-1,1,1,0.703649422886178,0.583627942495316,1,-0.4880588808853,-0.751538749172514,-0.773994638957509,-1
"MIR-200",0.703649422886178,-0.703649422886178,0.744543396493323,-0.746148927611998,0.703649422886178,-0.182223903071903,0.703649422886178,-0.703649422886178,-0.703649422886178,0.703649422886178,0.703649422886178,1,0.688818820939496,0.703649422886178,-0.78440530949879,-0.952110186577244,-0.746148927611998,-0.703649422886178
"MIR-34",0.583627942495316,-0.583627942495316,0.732718898673363,-0.72791226465873,0.583627942495316,-0.302237942150199,0.583627942495316,-0.583627942495316,-0.583627942495316,0.583627942495316,0.583627942495316,0.688818820939496,1,0.583627942495316,-0.90442597731433,-0.640929749163537,-0.72791226465873,-0.583627942495316
"MIR-340",1,-1,0.772389889159407,-0.773994638957509,1,-0.0305214979543394,1,-1,-1,1,1,0.703649422886178,0.583627942495316,1,-0.4880588808853,-0.751538749172514,-0.773994638957509,-1
"SNAIL1",-0.4880588808853,0.4880588808853,-0.715684544166594,0.714082955248948,-0.4880588808853,0.39779074986264,-0.4880588808853,0.4880588808853,0.4880588808853,-0.4880588808853,-0.4880588808853,-0.78440530949879,-0.90442597731433,-0.4880588808853,1,0.736516337620526,0.714082955248948,0.4880588808853
"TGFB",-0.751538749172514,0.751538749172514,-0.747548317417383,0.749554499559292,-0.751538749172514,0.134331731506845,-0.751538749172514,0.751538749172514,0.751538749172514,-0.751538749172514,-0.751538749172514,-0.952110186577244,-0.640929749163537,-0.751538749172514,0.736516337620526,1,0.749554499559292,0.751538749172514
"VIM",-0.773994638957509,0.773994638957509,-0.759564820691451,1,-0.773994638957509,0.189978522079845,-0.773994638957509,0.773994638957509,0.773994638957509,-0.773994638957509,-0.773994638957509,-0.746148927611998,-0.72791226465873,-0.773994638957509,0.714082955248948,0.749554499559292,1,0.773994638957509
"ZEB1",-1,1,-0.772389889159407,0.773994638957509,-1,0.0305214979543395,-1,1,1,-1,-1,-0.703649422886178,-0.583627942495316,-1,0.4880588808853,0.751538749172514,0.773994638957509,1
