"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.717630774701903,-0.707803415755515,1,-0.0313505323341732,1,-1,-1,1,1,0.875663338302483,0.521499421110523,1,-0.253578976382458,-0.115597609195441,-0.715026843211573,-1
"CD44s",-1,1,-0.717630774701903,0.707803415755515,-1,0.0313505323341732,-1,1,1,-1,-1,-0.875663338302483,-0.521499421110523,-1,0.253578976382458,0.115597609195441,0.715026843211573,1
"CDH1",0.717630774701903,-0.717630774701903,1,-0.850588101491357,0.717630774701903,-0.20340187516042,0.717630774701903,-0.717630774701903,-0.717630774701903,0.717630774701903,0.717630774701903,0.710802041163897,0.659074255183053,0.717630774701903,-0.535949753529611,-0.207440128259652,-0.695778029635091,-0.717630774701903
"EMT",-0.707803415755515,0.707803415755515,-0.850588101491357,1,-0.707803415755515,0.205611544778175,-0.707803415755515,0.707803415755515,0.707803415755515,-0.707803415755515,-0.707803415755515,-0.702580654062164,-0.661279618157072,-0.707803415755515,0.545775255151514,0.21606485559849,0.845185039995936,0.707803415755515
"ESRP1",1,-1,0.717630774701903,-0.707803415755515,1,-0.0313505323341732,1,-1,-1,1,1,0.875663338302483,0.521499421110523,1,-0.253578976382458,-0.115597609195441,-0.715026843211573,-1
"EX-TGFB",-0.0313505323341732,0.0313505323341732,-0.20340187516042,0.205611544778175,-0.0313505323341732,1,-0.0313505323341732,0.0313505323341732,0.0313505323341732,-0.0313505323341732,-0.0313505323341732,-0.155672694284247,-0.242333653750665,-0.0313505323341732,0.510278778292027,-0.0444478567514912,0.202027457604895,0.0313505323341732
"GRHL2",1,-1,0.717630774701903,-0.707803415755515,1,-0.0313505323341732,1,-1,-1,1,1,0.875663338302483,0.521499421110523,1,-0.253578976382458,-0.115597609195441,-0.715026843211573,-1
"HA",-1,1,-0.717630774701903,0.707803415755515,-1,0.0313505323341732,-1,1,1,-1,-1,-0.875663338302483,-0.521499421110523,-1,0.253578976382458,0.115597609195441,0.715026843211573,1
"HAS2",-1,1,-0.717630774701903,0.707803415755515,-1,0.0313505323341732,-1,1,1,-1,-1,-0.875663338302483,-0.521499421110523,-1,0.253578976382458,0.115597609195441,0.715026843211573,1
"MIR-1199",1,-1,0.717630774701903,-0.707803415755515,1,-0.0313505323341732,1,-1,-1,1,1,0.875663338302483,0.521499421110523,1,-0.253578976382458,-0.115597609195441,-0.715026843211573,-1
"MIR-190",1,-1,0.717630774701903,-0.707803415755515,1,-0.0313505323341732,1,-1,-1,1,1,0.875663338302483,0.521499421110523,1,-0.253578976382458,-0.115597609195441,-0.715026843211573,-1
"MIR-200",0.875663338302483,-0.875663338302483,0.710802041163897,-0.702580654062164,0.875663338302483,-0.155672694284247,0.875663338302483,-0.875663338302483,-0.875663338302483,0.875663338302483,0.875663338302483,1,0.645837570638672,0.875663338302483,-0.377917430305887,0.00875024724391193,-0.710617771183178,-0.875663338302483
"MIR-34",0.521499421110523,-0.521499421110523,0.659074255183053,-0.661279618157072,0.521499421110523,-0.242333653750665,0.521499421110523,-0.521499421110523,-0.521499421110523,0.521499421110523,0.521499421110523,0.645837570638672,1,0.521499421110523,-0.732076082861126,-0.177367647544586,-0.662083383874768,-0.521499421110523
"MIR-340",1,-1,0.717630774701903,-0.707803415755515,1,-0.0313505323341732,1,-1,-1,1,1,0.875663338302483,0.521499421110523,1,-0.253578976382458,-0.115597609195441,-0.715026843211573,-1
"SNAIL1",-0.253578976382458,0.253578976382458,-0.535949753529611,0.545775255151514,-0.253578976382458,0.510278778292027,-0.253578976382458,0.253578976382458,0.253578976382458,-0.253578976382458,-0.253578976382458,-0.377917430305887,-0.732076082861126,-0.253578976382458,1,0.445299180570735,0.5385517177373,0.253578976382458
"TGFB",-0.115597609195441,0.115597609195441,-0.207440128259652,0.21606485559849,-0.115597609195441,-0.0444478567514912,-0.115597609195441,0.115597609195441,0.115597609195441,-0.115597609195441,-0.115597609195441,0.00875024724391193,-0.177367647544586,-0.115597609195441,0.445299180570735,1,0.210459099904481,0.115597609195441
"VIM",-0.715026843211573,0.715026843211573,-0.695778029635091,0.845185039995936,-0.715026843211573,0.202027457604895,-0.715026843211573,0.715026843211573,0.715026843211573,-0.715026843211573,-0.715026843211573,-0.710617771183178,-0.662083383874768,-0.715026843211573,0.5385517177373,0.210459099904481,1,0.715026843211573
"ZEB1",-1,1,-0.717630774701903,0.707803415755515,-1,0.0313505323341732,-1,1,1,-1,-1,-0.875663338302483,-0.521499421110523,-1,0.253578976382458,0.115597609195441,0.715026843211573,1
