"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.786042531024352,-0.788649339462203,1,-0.0485326694977218,1,-1,-1,1,1,0.752355846876686,0.6107867822606,1,-0.530578527650282,-0.788851416183208,-0.788649472918894,-1
"CD44s",-1,1,-0.786042531024352,0.788649339462203,-1,0.0485326694977218,-1,1,1,-1,-1,-0.752355846876686,-0.6107867822606,-1,0.530578527650282,0.788851416183208,0.788649472918894,1
"CDH1",0.786042531024352,-0.786042531024352,1,-0.891116125053114,0.786042531024352,-0.199528202141595,0.786042531024352,-0.786042531024352,-0.786042531024352,0.786042531024352,0.786042531024352,0.767796473939915,0.75937383934406,0.786042531024352,-0.744535888206422,-0.771807735272954,-0.782833435395719,-0.786042531024352
"EMT",-0.788649339462203,0.788649339462203,-0.891116125053114,1,-0.788649339462203,0.200129099386553,-0.788649339462203,0.788649339462203,0.788649339462203,-0.788649339462203,-0.788649339462203,-0.771205175509626,-0.752355468491339,-0.788649339462203,0.741928936943774,0.773211131863264,0.891717792647049,0.788649339462203
"ESRP1",1,-1,0.786042531024352,-0.788649339462203,1,-0.0485326694977218,1,-1,-1,1,1,0.752355846876686,0.6107867822606,1,-0.530578527650282,-0.788851416183208,-0.788649472918894,-1
"EX-TGFB",-0.0485326694977218,0.0485326694977218,-0.199528202141595,0.200129099386553,-0.0485326694977218,1,-0.0485326694977218,0.0485326694977218,0.0485326694977218,-0.0485326694977218,-0.0485326694977218,-0.169845757868785,-0.311415796333382,-0.0485326694977218,0.391623411500184,0.133349521471728,0.201334973788875,0.0485326694977218
"GRHL2",1,-1,0.786042531024352,-0.788649339462203,1,-0.0485326694977218,1,-1,-1,1,1,0.752355846876686,0.6107867822606,1,-0.530578527650282,-0.788851416183208,-0.788649472918894,-1
"HA",-1,1,-0.786042531024352,0.788649339462203,-1,0.0485326694977218,-1,1,1,-1,-1,-0.752355846876686,-0.6107867822606,-1,0.530578527650282,0.788851416183208,0.788649472918894,1
"HAS2",-1,1,-0.786042531024352,0.788649339462203,-1,0.0485326694977218,-1,1,1,-1,-1,-0.752355846876686,-0.6107867822606,-1,0.530578527650282,0.788851416183208,0.788649472918894,1
"MIR-1199",1,-1,0.786042531024352,-0.788649339462203,1,-0.0485326694977218,1,-1,-1,1,1,0.752355846876686,0.6107867822606,1,-0.530578527650282,-0.788851416183208,-0.788649472918894,-1
"MIR-190",1,-1,0.786042531024352,-0.788649339462203,1,-0.0485326694977218,1,-1,-1,1,1,0.752355846876686,0.6107867822606,1,-0.530578527650282,-0.788851416183208,-0.788649472918894,-1
"MIR-200",0.752355846876686,-0.752355846876686,0.767796473939915,-0.771205175509626,0.752355846876686,-0.169845757868785,0.752355846876686,-0.752355846876686,-0.752355846876686,0.752355846876686,0.752355846876686,1,0.698014311873729,0.752355846876686,-0.778223059764095,-0.963505155559497,-0.771206071065889,-0.752355846876686
"MIR-34",0.6107867822606,-0.6107867822606,0.75937383934406,-0.752355468491339,0.6107867822606,-0.311415796333382,0.6107867822606,-0.6107867822606,-0.6107867822606,0.6107867822606,0.6107867822606,0.698014311873729,1,0.6107867822606,-0.919791376953348,-0.661519729150085,-0.753559133569974,-0.6107867822606
"MIR-340",1,-1,0.786042531024352,-0.788649339462203,1,-0.0485326694977218,1,-1,-1,1,1,0.752355846876686,0.6107867822606,1,-0.530578527650282,-0.788851416183208,-0.788649472918894,-1
"SNAIL1",-0.530578527650282,0.530578527650282,-0.744535888206422,0.741928936943774,-0.530578527650282,0.391623411500184,-0.530578527650282,0.530578527650282,0.530578527650282,-0.530578527650282,-0.530578527650282,-0.778223059764095,-0.919791376953348,-0.530578527650282,1,0.741728304497545,0.741929761869531,0.530578527650282
"TGFB",-0.788851416183208,0.788851416183208,-0.771807735272954,0.773211131863264,-0.788851416183208,0.133349521471728,-0.788851416183208,0.788851416183208,0.788851416183208,-0.788851416183208,-0.788851416183208,-0.963505155559497,-0.661519729150085,-0.788851416183208,0.741728304497545,1,0.772811308761677,0.788851416183208
"VIM",-0.788649472918894,0.788649472918894,-0.782833435395719,0.891717792647049,-0.788649472918894,0.201334973788875,-0.788649472918894,0.788649472918894,0.788649472918894,-0.788649472918894,-0.788649472918894,-0.771206071065889,-0.753559133569974,-0.788649472918894,0.741929761869531,0.772811308761677,1,0.788649472918894
"ZEB1",-1,1,-0.786042531024352,0.788649339462203,-1,0.0485326694977218,-1,1,1,-1,-1,-0.752355846876686,-0.6107867822606,-1,0.530578527650282,0.788851416183208,0.788649472918894,1
