"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.731176546226155,-0.724365102612168,1,-0.0117466399364023,1,-1,-1,1,1,0.67004357417438,0.536924336473443,1,-0.437692000548929,-0.720352935510456,-0.726165054756863,-1
"CD44s",-1,1,-0.731176546226155,0.724365102612168,-1,0.0117466399364023,-1,1,1,-1,-1,-0.67004357417438,-0.536924336473443,-1,0.437692000548929,0.720352935510457,0.726165054756863,1
"CDH1",0.731176546226155,-0.731176546226155,1,-0.872099268406949,0.731176546226155,-0.191179684913291,0.731176546226155,-0.731176546226155,-0.731176546226155,0.731176546226155,0.731176546226155,0.72715641495636,0.718342018449589,0.731176546226155,-0.706511244332402,-0.727356488330105,-0.746001880825682,-0.731176546226155
"EMT",-0.724365102612168,0.724365102612168,-0.872099268406949,1,-0.724365102612168,0.196005795574528,-0.724365102612168,0.724365102612168,0.724365102612168,-0.724365102612168,-0.724365102612168,-0.72914747141468,-0.72475863436013,-0.724365102612168,0.71332619468743,0.726949944650629,0.873902901840394,0.724365102612168
"ESRP1",1,-1,0.731176546226155,-0.724365102612168,1,-0.0117466399364023,1,-1,-1,1,1,0.67004357417438,0.536924336473443,1,-0.437692000548929,-0.720352935510456,-0.726165054756863,-1
"EX-TGFB",-0.0117466399364023,0.0117466399364023,-0.191179684913291,0.196005795574528,-0.0117466399364023,1,-0.0117466399364023,0.0117466399364023,0.0117466399364023,-0.0117466399364023,-0.0117466399364023,-0.167352158757119,-0.300423384021014,-0.0117466399364023,0.399661056083291,0.117012892191882,0.196593529992711,0.0117466399364023
"GRHL2",1,-1,0.731176546226155,-0.724365102612168,1,-0.0117466399364023,1,-1,-1,1,1,0.67004357417438,0.536924336473443,1,-0.437692000548929,-0.720352935510456,-0.726165054756863,-1
"HA",-1,1,-0.731176546226155,0.724365102612168,-1,0.0117466399364023,-1,1,1,-1,-1,-0.67004357417438,-0.536924336473443,-1,0.437692000548929,0.720352935510457,0.726165054756863,1
"HAS2",-1,1,-0.731176546226155,0.724365102612168,-1,0.0117466399364023,-1,1,1,-1,-1,-0.67004357417438,-0.536924336473443,-1,0.437692000548929,0.720352935510457,0.726165054756863,1
"MIR-1199",1,-1,0.731176546226155,-0.724365102612168,1,-0.0117466399364023,1,-1,-1,1,1,0.67004357417438,0.536924336473443,1,-0.437692000548929,-0.720352935510456,-0.726165054756863,-1
"MIR-190",1,-1,0.731176546226155,-0.724365102612168,1,-0.0117466399364023,1,-1,-1,1,1,0.67004357417438,0.536924336473443,1,-0.437692000548929,-0.720352935510456,-0.726165054756863,-1
"MIR-200",0.67004357417438,-0.67004357417438,0.72715641495636,-0.72914747141468,0.67004357417438,-0.167352158757119,0.67004357417438,-0.67004357417438,-0.67004357417438,0.67004357417438,0.67004357417438,1,0.668429358232343,0.67004357417438,-0.767658821490943,-0.949684676034021,-0.725350776080401,-0.67004357417438
"MIR-34",0.536924336473443,-0.536924336473443,0.718342018449589,-0.72475863436013,0.536924336473443,-0.300423384021014,0.536924336473443,-0.536924336473443,-0.536924336473443,0.536924336473443,0.536924336473443,0.668429358232343,1,0.536924336473443,-0.900768663666985,-0.618106538390027,-0.723754665248679,-0.536924336473443
"MIR-340",1,-1,0.731176546226155,-0.724365102612168,1,-0.0117466399364023,1,-1,-1,1,1,0.67004357417438,0.536924336473443,1,-0.437692000548929,-0.720352935510456,-0.726165054756863,-1
"SNAIL1",-0.437692000548929,0.437692000548929,-0.706511244332402,0.71332619468743,-0.437692000548929,0.399661056083291,-0.437692000548929,0.437692000548929,0.437692000548929,-0.437692000548929,-0.437692000548929,-0.767658821490943,-0.900768663666985,-0.437692000548929,1,0.71733565686338,0.711522763269225,0.437692000548929
"TGFB",-0.720352935510456,0.720352935510457,-0.727356488330105,0.726949944650629,-0.720352935510456,0.117012892191882,-0.720352935510456,0.720352935510457,0.720352935510457,-0.720352935510456,-0.720352935510456,-0.949684676034021,-0.618106538390027,-0.720352935510456,0.71733565686338,1,0.724348751884367,0.720352935510457
"VIM",-0.726165054756863,0.726165054756863,-0.746001880825682,0.873902901840394,-0.726165054756863,0.196593529992711,-0.726165054756863,0.726165054756863,0.726165054756863,-0.726165054756863,-0.726165054756863,-0.725350776080401,-0.723754665248679,-0.726165054756863,0.711522763269225,0.724348751884367,1,0.726165054756863
"ZEB1",-1,1,-0.731176546226155,0.724365102612168,-1,0.0117466399364023,-1,1,1,-1,-1,-0.67004357417438,-0.536924336473443,-1,0.437692000548929,0.720352935510457,0.726165054756863,1
