"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.837502760392505,-0.835702586086828,1,-0.0187308784783076,1,-1,-1,1,1,0.621733004579124,0.647575366041385,1,-0.647575366041385,-0.843690788820839,-0.835298090766502,-1
"CD44s",-1,1,-0.837502760392505,0.835702586086828,-1,0.0187308784783076,-1,1,1,-1,-1,-0.621733004579124,-0.647575366041385,-1,0.647575366041385,0.843690788820839,0.835298090766502,1
"CDH1",0.837502760392505,-0.837502760392505,1,-0.918541942122648,0.837502760392505,-0.181208106143608,0.837502760392505,-0.837502760392505,-0.837502760392505,0.837502760392505,0.837502760392505,0.459251720860407,0.810064579965165,0.837502760392505,-0.810064579965165,-0.681205009521145,-0.838485450328839,-0.837502760392505
"EMT",-0.835702586086828,0.835702586086828,-0.918541942122648,1,-0.835702586086828,0.183008170992184,-0.835702586086828,0.835702586086828,0.835702586086828,-0.835702586086828,-0.835702586086828,-0.45745189108049,-0.811865477529532,-0.835702586086828,0.811865477529532,0.679405148864001,0.919943395358968,0.835702586086828
"ESRP1",1,-1,0.837502760392505,-0.835702586086828,1,-0.0187308784783076,1,-1,-1,1,1,0.621733004579124,0.647575366041385,1,-0.647575366041385,-0.843690788820839,-0.835298090766502,-1
"EX-TGFB",-0.0187308784783076,0.0187308784783076,-0.181208106143608,0.183008170992184,-0.0187308784783076,1,-0.0187308784783076,0.0187308784783076,0.0187308784783076,-0.0187308784783076,-0.0187308784783076,0.178592815077985,-0.371139263633755,-0.0187308784783076,0.371139263633755,-0.137568642969946,0.183413506484057,0.0187308784783076
"GRHL2",1,-1,0.837502760392505,-0.835702586086828,1,-0.0187308784783076,1,-1,-1,1,1,0.621733004579124,0.647575366041385,1,-0.647575366041385,-0.843690788820839,-0.835298090766502,-1
"HA",-1,1,-0.837502760392505,0.835702586086828,-1,0.0187308784783076,-1,1,1,-1,-1,-0.621733004579124,-0.647575366041385,-1,0.647575366041385,0.843690788820839,0.835298090766502,1
"HAS2",-1,1,-0.837502760392505,0.835702586086828,-1,0.0187308784783076,-1,1,1,-1,-1,-0.621733004579124,-0.647575366041385,-1,0.647575366041385,0.843690788820839,0.835298090766502,1
"MIR-1199",1,-1,0.837502760392505,-0.835702586086828,1,-0.0187308784783076,1,-1,-1,1,1,0.621733004579124,0.647575366041385,1,-0.647575366041385,-0.843690788820839,-0.835298090766502,-1
"MIR-190",1,-1,0.837502760392505,-0.835702586086828,1,-0.0187308784783076,1,-1,-1,1,1,0.621733004579124,0.647575366041385,1,-0.647575366041385,-0.843690788820839,-0.835298090766502,-1
"MIR-200",0.621733004579124,-0.621733004579124,0.459251720860407,-0.45745189108049,0.621733004579124,0.178592815077985,0.621733004579124,-0.621733004579124,-0.621733004579124,0.621733004579124,0.621733004579124,1,0.269324090165399,0.621733004579124,-0.269324090165399,-0.778039066150117,-0.457045826825433,-0.621733004579124
"MIR-34",0.647575366041385,-0.647575366041385,0.810064579965165,-0.811865477529532,0.647575366041385,-0.371139263633755,0.647575366041385,-0.647575366041385,-0.647575366041385,0.647575366041385,0.647575366041385,0.269324090165399,1,0.647575366041385,-1,-0.491278272820009,-0.812267543431331,-0.647575366041385
"MIR-340",1,-1,0.837502760392505,-0.835702586086828,1,-0.0187308784783076,1,-1,-1,1,1,0.621733004579124,0.647575366041385,1,-0.647575366041385,-0.843690788820839,-0.835298090766502,-1
"SNAIL1",-0.647575366041385,0.647575366041385,-0.810064579965165,0.811865477529532,-0.647575366041385,0.371139263633755,-0.647575366041385,0.647575366041385,0.647575366041385,-0.647575366041385,-0.647575366041385,-0.269324090165399,-1,-0.647575366041385,1,0.491278272820009,0.812267543431331,0.647575366041385
"TGFB",-0.843690788820839,0.843690788820839,-0.681205009521145,0.679405148864001,-0.843690788820839,-0.137568642969946,-0.843690788820839,0.843690788820839,0.843690788820839,-0.843690788820839,-0.843690788820839,-0.778039066150117,-0.491278272820009,-0.843690788820839,0.491278272820009,1,0.678999301067084,0.843690788820839
"VIM",-0.835298090766502,0.835298090766502,-0.838485450328839,0.919943395358968,-0.835298090766502,0.183413506484057,-0.835298090766502,0.835298090766502,0.835298090766502,-0.835298090766502,-0.835298090766502,-0.457045826825433,-0.812267543431331,-0.835298090766502,0.812267543431331,0.678999301067084,1,0.835298090766502
"ZEB1",-1,1,-0.837502760392505,0.835702586086828,-1,0.0187308784783076,-1,1,1,-1,-1,-0.621733004579124,-0.647575366041385,-1,0.647575366041385,0.843690788820839,0.835298090766502,1
