"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.770698630189177,-0.486271135646096,1,-0.015242434685601,1,-1,-1,1,1,0.708758442154142,0.582079732579362,1,-0.486672353402713,-0.756864571403616,-0.428345420777972,-1
"CD44s",-1,1,-0.770698630189177,0.486271135646096,-1,0.015242434685601,-1,1,1,-1,-1,-0.708758442154142,-0.582079732579362,-1,0.486672353402713,0.756864571403616,0.428345420777972,1
"CDH1",0.770698630189177,-0.770698630189177,1,-0.553602539740648,0.770698630189177,-0.177223023511076,0.770698630189177,-0.770698630189177,-0.770698630189177,0.770698630189177,0.770698630189177,0.743237018274554,0.73601382106271,0.770698630189177,-0.715988131497423,-0.745243068608776,-0.199002363173447,-0.770698630189177
"EMT",-0.486271135646096,0.486271135646096,-0.553602539740648,1,-0.486271135646096,-0.00296876421317134,-0.486271135646096,0.486271135646096,0.486271135646096,-0.486271135646096,-0.486271135646096,-0.364198142057266,-0.318481830455863,-0.486271135646096,0.269604006652849,0.381839977182818,0.645399034211693,0.486271135646096
"ESRP1",1,-1,0.770698630189177,-0.486271135646096,1,-0.015242434685601,1,-1,-1,1,1,0.708758442154142,0.582079732579362,1,-0.486672353402713,-0.756864571403616,-0.428345420777972,-1
"EX-TGFB",-0.015242434685601,0.015242434685601,-0.177223023511076,-0.00296876421317134,-0.015242434685601,1,-0.015242434685601,0.015242434685601,0.015242434685601,-0.015242434685601,-0.015242434685601,-0.165777142670073,-0.292473029634696,-0.015242434685601,0.38785577297073,0.117668281855074,-0.175547958121162,0.015242434685601
"GRHL2",1,-1,0.770698630189177,-0.486271135646096,1,-0.015242434685601,1,-1,-1,1,1,0.708758442154142,0.582079732579362,1,-0.486672353402713,-0.756864571403616,-0.428345420777972,-1
"HA",-1,1,-0.770698630189177,0.486271135646096,-1,0.015242434685601,-1,1,1,-1,-1,-0.708758442154142,-0.582079732579362,-1,0.486672353402713,0.756864571403616,0.428345420777972,1
"HAS2",-1,1,-0.770698630189177,0.486271135646096,-1,0.015242434685601,-1,1,1,-1,-1,-0.708758442154142,-0.582079732579362,-1,0.486672353402713,0.756864571403616,0.428345420777972,1
"MIR-1199",1,-1,0.770698630189177,-0.486271135646096,1,-0.015242434685601,1,-1,-1,1,1,0.708758442154142,0.582079732579362,1,-0.486672353402713,-0.756864571403616,-0.428345420777972,-1
"MIR-190",1,-1,0.770698630189177,-0.486271135646096,1,-0.015242434685601,1,-1,-1,1,1,0.708758442154142,0.582079732579362,1,-0.486672353402713,-0.756864571403616,-0.428345420777972,-1
"MIR-200",0.708758442154142,-0.708758442154142,0.743237018274554,-0.364198142057266,0.708758442154142,-0.165777142670073,0.708758442154142,-0.708758442154142,-0.708758442154142,0.708758442154142,0.708758442154142,1,0.682501066717298,0.708758442154142,-0.777913896286225,-0.951894121893695,-0.137091268415826,-0.708758442154142
"MIR-34",0.582079732579362,-0.582079732579362,0.73601382106271,-0.318481830455863,0.582079732579362,-0.292473029634696,0.582079732579362,-0.582079732579362,-0.582079732579362,0.582079732579362,0.582079732579362,0.682501066717298,1,0.582079732579362,-0.90460080672285,-0.634396009063668,-0.0103863032340413,-0.582079732579362
"MIR-340",1,-1,0.770698630189177,-0.486271135646096,1,-0.015242434685601,1,-1,-1,1,1,0.708758442154142,0.582079732579362,1,-0.486672353402713,-0.756864571403616,-0.428345420777972,-1
"SNAIL1",-0.486672353402713,0.486672353402713,-0.715988131497423,0.269604006652849,-0.486672353402713,0.38785577297073,-0.486672353402713,0.486672353402713,0.486672353402713,-0.486672353402713,-0.486672353402713,-0.777913896286225,-0.90460080672285,-0.486672353402713,1,0.729807266281132,-0.0849849886019569,0.486672353402713
"TGFB",-0.756864571403616,0.756864571403616,-0.745243068608776,0.381839977182818,-0.756864571403616,0.117668281855074,-0.756864571403616,0.756864571403616,0.756864571403616,-0.756864571403616,-0.756864571403616,-0.951894121893695,-0.634396009063668,-0.756864571403616,0.729807266281132,1,0.185202467145927,0.756864571403616
"VIM",-0.428345420777972,0.428345420777972,-0.199002363173447,0.645399034211693,-0.428345420777972,-0.175547958121162,-0.428345420777972,0.428345420777972,0.428345420777972,-0.428345420777972,-0.428345420777972,-0.137091268415826,-0.0103863032340413,-0.428345420777972,-0.0849849886019569,0.185202467145927,1,0.428345420777972
"ZEB1",-1,1,-0.770698630189177,0.486271135646096,-1,0.015242434685601,-1,1,1,-1,-1,-0.708758442154142,-0.582079732579362,-1,0.486672353402713,0.756864571403616,0.428345420777972,1
