"Network","JSD"
"CD24_ZEB1_2_0",0.00144620550297486
"CD24_ZEB1_2_1",0.000673426040036196
"CD44s_ZEB1_1_0",0.00123643058175417
"CD44s_ZEB1_1_2",0.000715838206237993
"CDH1_EMT_2_0",0.0378826149763012
"CDH1_EMT_2_1",0.31050909189128
"ESRP1_CD44s_2_0",0.253309239546311
"ESRP1_CD44s_2_1",1
"EX-TGFB_SNAIL1_1_0",0.0975382950197256
"EX-TGFB_SNAIL1_1_2",0.225301853250888
"GRHL2_CD24_1_0",0.257474679866267
"GRHL2_CD24_1_2",1
"GRHL2_ZEB1_2_0",0.00230402012991344
"GRHL2_ZEB1_2_1",0.00194532480070526
"HA_ZEB1_1_0",0.00107928327866606
"HA_ZEB1_1_2",0.000998164624748067
"HAS2_HA_1_0",0.257954782758198
"HAS2_HA_1_2",1
"MIR-1199_ZEB1_2_0",0.00176956817001235
"MIR-1199_ZEB1_2_1",0.00135220394596704
"MIR-190_TGFB_2_0",0.0157491379331497
"MIR-190_TGFB_2_1",0.224384344994162
"MIR-200_TGFB_2_0",0.0715912433957716
"MIR-200_TGFB_2_1",0.327318341833332
"MIR-200_ZEB1_2_0",0.00261282157916928
"MIR-200_ZEB1_2_1",0.00764875812996961
"MIR-34_SNAIL1_2_0",0.217574711447343
"MIR-34_SNAIL1_2_1",0.445628346440387
"MIR-340_ZEB1_2_0",0.00216296676524012
"MIR-340_ZEB1_2_1",0.00130988361622904
"SNAIL1_CDH1_2_0",0.0717152397513096
"SNAIL1_CDH1_2_1",0.240204560243553
"SNAIL1_MIR-200_2_0",0.0830494653478153
"SNAIL1_MIR-200_2_1",0.181173496798016
"SNAIL1_MIR-34_2_0",0.117711170754528
"SNAIL1_MIR-34_2_1",0.191122733707118
"SNAIL1_SNAIL1_2_0",0.000732440670767067
"SNAIL1_SNAIL1_2_1",0.0988299586861212
"SNAIL1_VIM_1_0",0.0695604633132548
"SNAIL1_VIM_1_2",0.2383713949832
"SNAIL1_ZEB1_1_0",0.00189997256286284
"SNAIL1_ZEB1_1_2",0.00532370451083991
"TGFB_SNAIL1_1_0",0.176725281544561
"TGFB_SNAIL1_1_2",0.388509642254059
"VIM_EMT_1_0",0.0368673861246814
"VIM_EMT_1_2",0.317133176483228
"wild",0
"ZEB1_CDH1_2_0",0.0930269364472073
"ZEB1_CDH1_2_1",0.398252991579238
"ZEB1_ESRP1_2_0",0.293549694719513
"ZEB1_ESRP1_2_1",1
"ZEB1_GRHL2_2_0",0.218041480020127
"ZEB1_GRHL2_2_1",1
"ZEB1_HAS2_1_0",0.290018181489287
"ZEB1_HAS2_1_2",1
"ZEB1_MIR-1199_2_0",0.251425851799928
"ZEB1_MIR-1199_2_1",1
"ZEB1_MIR-190_2_0",0.312731395351796
"ZEB1_MIR-190_2_1",1
"ZEB1_MIR-200_2_0",0.0833182147443067
"ZEB1_MIR-200_2_1",0.288709347033457
"ZEB1_MIR-34_2_0",0.0472496923240533
"ZEB1_MIR-34_2_1",0.21974903921689
"ZEB1_MIR-340_2_0",0.25159572179594
"ZEB1_MIR-340_2_1",1
"ZEB1_VIM_1_0",0.0946314940049102
"ZEB1_VIM_1_2",0.400786613226615
