"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.486625341038681,-0.678920194496499,1,-0.0349583208124286,1,-1,-1,1,1,0.703355711842832,0.581570258158808,1,-0.486625341038681,-0.749823688383573,-0.771466550279722,-1
"CD44s",-1,1,-0.486625341038681,0.678920194496499,-1,0.0349583208124286,-1,1,1,-1,-1,-0.703355711842832,-0.581570258158808,-1,0.486625341038681,0.749823688383573,0.771466550279722,1
"CDH1",0.486625341038681,-0.486625341038681,1,-0.807700131610338,0.486625341038681,-0.398927310330019,0.486625341038681,-0.486625341038681,-0.486625341038681,0.486625341038681,0.486625341038681,0.783263613952289,0.905052305948544,0.486625341038681,-1,-0.736796562627364,-0.715153696422509,-0.486625341038681
"EMT",-0.678920194496499,0.678920194496499,-0.807700131610338,1,-0.678920194496499,0.258311901835344,-0.678920194496499,0.678920194496499,0.678920194496499,-0.678920194496499,-0.678920194496499,-0.754819425042601,-0.7948808378777,-0.678920194496499,0.807700131610338,0.741603984111951,0.907455486020775,0.678920194496499
"ESRP1",1,-1,0.486625341038681,-0.678920194496499,1,-0.0349583208124286,1,-1,-1,1,1,0.703355711842832,0.581570258158808,1,-0.486625341038681,-0.749823688383573,-0.771466550279722,-1
"EX-TGFB",-0.0349583208124286,0.0349583208124286,-0.398927310330019,0.258311901835344,-0.0349583208124286,1,-0.0349583208124286,0.0349583208124286,0.0349583208124286,-0.0349583208124286,-0.0349583208124286,-0.182192546577269,-0.303980106280731,-0.0349583208124286,0.398927310330019,0.135716930839091,0.194618795643012,0.0349583208124286
"GRHL2",1,-1,0.486625341038681,-0.678920194496499,1,-0.0349583208124286,1,-1,-1,1,1,0.703355711842832,0.581570258158808,1,-0.486625341038681,-0.749823688383573,-0.771466550279722,-1
"HA",-1,1,-0.486625341038681,0.678920194496499,-1,0.0349583208124286,-1,1,1,-1,-1,-0.703355711842832,-0.581570258158808,-1,0.486625341038681,0.749823688383573,0.771466550279722,1
"HAS2",-1,1,-0.486625341038681,0.678920194496499,-1,0.0349583208124286,-1,1,1,-1,-1,-0.703355711842832,-0.581570258158808,-1,0.486625341038681,0.749823688383573,0.771466550279722,1
"MIR-1199",1,-1,0.486625341038681,-0.678920194496499,1,-0.0349583208124286,1,-1,-1,1,1,0.703355711842832,0.581570258158808,1,-0.486625341038681,-0.749823688383573,-0.771466550279722,-1
"MIR-190",1,-1,0.486625341038681,-0.678920194496499,1,-0.0349583208124286,1,-1,-1,1,1,0.703355711842832,0.581570258158808,1,-0.486625341038681,-0.749823688383573,-0.771466550279722,-1
"MIR-200",0.703355711842832,-0.703355711842832,0.783263613952289,-0.754819425042601,0.703355711842832,-0.182192546577269,0.703355711842832,-0.703355711842832,-0.703355711842832,0.703355711842832,0.703355711842832,1,0.68831680729478,0.703355711842832,-0.783263613952289,-0.95352981515243,-0.739594858289,-0.703355711842832
"MIR-34",0.581570258158808,-0.581570258158808,0.905052305948544,-0.7948808378777,0.581570258158808,-0.303980106280731,0.581570258158808,-0.581570258158808,-0.581570258158808,0.581570258158808,0.581570258158808,0.68831680729478,1,0.581570258158808,-0.905052305948544,-0.641850183322119,-0.734385236426274,-0.581570258158808
"MIR-340",1,-1,0.486625341038681,-0.678920194496499,1,-0.0349583208124286,1,-1,-1,1,1,0.703355711842832,0.581570258158808,1,-0.486625341038681,-0.749823688383573,-0.771466550279722,-1
"SNAIL1",-0.486625341038681,0.486625341038681,-1,0.807700131610338,-0.486625341038681,0.398927310330019,-0.486625341038681,0.486625341038681,0.486625341038681,-0.486625341038681,-0.486625341038681,-0.783263613952289,-0.905052305948544,-0.486625341038681,1,0.736796562627364,0.715153696422509,0.486625341038681
"TGFB",-0.749823688383573,0.749823688383573,-0.736796562627364,0.741603984111951,-0.749823688383573,0.135716930839091,-0.749823688383573,0.749823688383573,0.749823688383573,-0.749823688383573,-0.749823688383573,-0.95352981515243,-0.641850183322119,-0.749823688383573,0.736796562627364,1,0.744008748539072,0.749823688383573
"VIM",-0.771466550279722,0.771466550279722,-0.715153696422509,0.907455486020775,-0.771466550279722,0.194618795643012,-0.771466550279722,0.771466550279722,0.771466550279722,-0.771466550279722,-0.771466550279722,-0.739594858289,-0.734385236426274,-0.771466550279722,0.715153696422509,0.744008748539072,1,0.771466550279722
"ZEB1",-1,1,-0.486625341038681,0.678920194496499,-1,0.0349583208124286,-1,1,1,-1,-1,-0.703355711842832,-0.581570258158808,-1,0.486625341038681,0.749823688383573,0.771466550279722,1
