"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.703315457736504,-0.692289642988522,1,-0.0301540237394836,1,-1,-1,1,1,0.635972148025985,0.926229783892649,1,0.0863118866050019,-0.709735258226743,-0.69830343634637,-1
"CD44s",-1,1,-0.703315457736504,0.692289642988522,-1,0.0301540237394836,-1,1,1,-1,-1,-0.635972148025985,-0.926229783892649,-1,-0.0863118866050019,0.709735258226743,0.69830343634637,1
"CDH1",0.703315457736504,-0.703315457736504,1,-0.824194845478877,0.703315457736504,-0.245854686249988,0.703315457736504,-0.703315457736504,-0.703315457736504,0.703315457736504,0.703315457736504,0.629156431915067,0.699706862642314,0.703315457736504,-0.210374587081511,-0.649195795984745,-0.64498014875743,-0.703315457736504
"EMT",-0.692289642988522,0.692289642988522,-0.824194845478877,1,-0.692289642988522,0.253262881829651,-0.692289642988522,0.692289642988522,0.692289642988522,-0.692289642988522,-0.692289642988522,-0.61813883033639,-0.683468222466728,-0.692289642988522,0.221393401693078,0.636971953965266,0.82078455614702,0.692289642988522
"ESRP1",1,-1,0.703315457736504,-0.692289642988522,1,-0.0301540237394836,1,-1,-1,1,1,0.635972148025985,0.926229783892649,1,0.0863118866050019,-0.709735258226743,-0.69830343634637,-1
"EX-TGFB",-0.0301540237394836,0.0301540237394836,-0.245854686249988,0.253262881829651,-0.0301540237394836,1,-0.0301540237394836,0.0301540237394836,0.0301540237394836,-0.0301540237394836,-0.0301540237394836,-0.161286547761786,-0.103923004204861,-0.0301540237394836,0.883529887209376,0.0875033760842131,0.246849894886364,0.0301540237394836
"GRHL2",1,-1,0.703315457736504,-0.692289642988522,1,-0.0301540237394836,1,-1,-1,1,1,0.635972148025985,0.926229783892649,1,0.0863118866050019,-0.709735258226743,-0.69830343634637,-1
"HA",-1,1,-0.703315457736504,0.692289642988522,-1,0.0301540237394836,-1,1,1,-1,-1,-0.635972148025985,-0.926229783892649,-1,-0.0863118866050019,0.709735258226743,0.69830343634637,1
"HAS2",-1,1,-0.703315457736504,0.692289642988522,-1,0.0301540237394836,-1,1,1,-1,-1,-0.635972148025985,-0.926229783892649,-1,-0.0863118866050019,0.709735258226743,0.69830343634637,1
"MIR-1199",1,-1,0.703315457736504,-0.692289642988522,1,-0.0301540237394836,1,-1,-1,1,1,0.635972148025985,0.926229783892649,1,0.0863118866050019,-0.709735258226743,-0.69830343634637,-1
"MIR-190",1,-1,0.703315457736504,-0.692289642988522,1,-0.0301540237394836,1,-1,-1,1,1,0.635972148025985,0.926229783892649,1,0.0863118866050019,-0.709735258226743,-0.69830343634637,-1
"MIR-200",0.635972148025985,-0.635972148025985,0.629156431915067,-0.61813883033639,0.635972148025985,-0.161286547761786,0.635972148025985,-0.635972148025985,-0.635972148025985,0.635972148025985,0.635972148025985,1,0.709743922806869,0.635972148025985,-0.277751733354385,-0.926232175213133,-0.63056563654949,-0.635972148025985
"MIR-34",0.926229783892649,-0.926229783892649,0.699706862642314,-0.683468222466728,0.926229783892649,-0.103923004204861,0.926229783892649,-0.926229783892649,-0.926229783892649,0.926229783892649,0.926229783892649,0.709743922806869,1,0.926229783892649,0.0125430188013659,-0.783506152226356,-0.6926896183507,-0.926229783892649
"MIR-340",1,-1,0.703315457736504,-0.692289642988522,1,-0.0301540237394836,1,-1,-1,1,1,0.635972148025985,0.926229783892649,1,0.0863118866050019,-0.709735258226743,-0.69830343634637,-1
"SNAIL1",0.0863118866050019,-0.0863118866050019,-0.210374587081511,0.221393401693078,0.0863118866050019,0.883529887209376,0.0863118866050019,-0.0863118866050019,-0.0863118866050019,0.0863118866050019,0.0863118866050019,-0.277751733354385,0.0125430188013659,0.0863118866050019,1,0.203971656854845,0.215380883708279,-0.0863118866050019
"TGFB",-0.709735258226743,0.709735258226743,-0.649195795984745,0.636971953965266,-0.709735258226743,0.0875033760842131,-0.709735258226743,0.709735258226743,0.709735258226743,-0.709735258226743,-0.709735258226743,-0.926232175213133,-0.783506152226356,-0.709735258226743,0.203971656854845,1,0.650602280391977,0.709735258226743
"VIM",-0.69830343634637,0.69830343634637,-0.64498014875743,0.82078455614702,-0.69830343634637,0.246849894886364,-0.69830343634637,0.69830343634637,0.69830343634637,-0.69830343634637,-0.69830343634637,-0.63056563654949,-0.6926896183507,-0.69830343634637,0.215380883708279,0.650602280391977,1,0.69830343634637
"ZEB1",-1,1,-0.703315457736504,0.692289642988522,-1,0.0301540237394836,-1,1,1,-1,-1,-0.635972148025985,-0.926229783892649,-1,-0.0863118866050019,0.709735258226743,0.69830343634637,1
