"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,1,0.782979434051936,-0.779968396305612,-1,-0.0295848120342056,1,-1,-1,1,1,0.720188792321499,0.598032211129685,1,-0.508773911278556,-0.762514358560841,-0.78156854924268,-1
"CD44s",1,1,0.782979434051936,-0.779968396305612,-1,-0.0295848120342056,1,-1,-1,1,1,0.720188792321499,0.598032211129685,1,-0.508773911278556,-0.762514358560841,-0.78156854924268,-1
"CDH1",0.782979434051936,0.782979434051936,1,-0.889072388383154,-0.782979434051936,-0.178820055999565,0.782979434051936,-0.782979434051936,-0.782979434051936,0.782979434051936,0.782979434051936,0.749466125351539,0.744855038017231,0.782979434051936,-0.725790970195636,-0.753273838740606,-0.776744963316463,-0.782979434051936
"EMT",-0.779968396305612,-0.779968396305612,-0.889072388383154,1,0.779968396305612,0.178618972329025,-0.779968396305612,0.779968396305612,0.779968396305612,-0.779968396305612,-0.779968396305612,-0.752073518253009,-0.751875035769417,-0.779968396305612,0.728800641862783,0.755480651812135,0.887670986223337,0.779968396305612
"ESRP1",-1,-1,-0.782979434051936,0.779968396305612,1,0.0295848120342056,-1,1,1,-1,-1,-0.720188792321499,-0.598032211129685,-1,0.508773911278556,0.762514358560841,0.78156854924268,1
"EX-TGFB",-0.0295848120342056,-0.0295848120342056,-0.178820055999565,0.178618972329025,0.0295848120342056,1,-0.0295848120342056,0.0295848120342056,0.0295848120342056,-0.0295848120342056,-0.0295848120342056,-0.168588569454952,-0.290743889542727,-0.0295848120342056,0.380007263124176,0.126265482882187,0.17942030502433,0.0295848120342056
"GRHL2",1,1,0.782979434051936,-0.779968396305612,-1,-0.0295848120342056,1,-1,-1,1,1,0.720188792321499,0.598032211129685,1,-0.508773911278556,-0.762514358560841,-0.78156854924268,-1
"HA",-1,-1,-0.782979434051936,0.779968396305612,1,0.0295848120342056,-1,1,1,-1,-1,-0.720188792321499,-0.598032211129685,-1,0.508773911278556,0.762514358560841,0.78156854924268,1
"HAS2",-1,-1,-0.782979434051936,0.779968396305612,1,0.0295848120342056,-1,1,1,-1,-1,-0.720188792321499,-0.598032211129685,-1,0.508773911278556,0.762514358560841,0.78156854924268,1
"MIR-1199",1,1,0.782979434051936,-0.779968396305612,-1,-0.0295848120342056,1,-1,-1,1,1,0.720188792321499,0.598032211129685,1,-0.508773911278556,-0.762514358560841,-0.78156854924268,-1
"MIR-190",1,1,0.782979434051936,-0.779968396305612,-1,-0.0295848120342056,1,-1,-1,1,1,0.720188792321499,0.598032211129685,1,-0.508773911278556,-0.762514358560841,-0.78156854924268,-1
"MIR-200",0.720188792321499,0.720188792321499,0.749466125351539,-0.752073518253009,-0.720188792321499,-0.168588569454952,0.720188792321499,-0.720188792321499,-0.720188792321499,0.720188792321499,0.720188792321499,1,0.699321237187214,0.720188792321499,-0.788580651032133,-0.957676421351921,-0.756888197381778,-0.720188792321499
"MIR-34",0.598032211129685,0.598032211129685,0.744855038017231,-0.751875035769417,-0.598032211129685,-0.290743889542727,0.598032211129685,-0.598032211129685,-0.598032211129685,0.598032211129685,0.598032211129685,0.699321237187214,1,0.598032211129685,-0.910740659388305,-0.656996691004347,-0.746258224701153,-0.598032211129685
"MIR-340",1,1,0.782979434051936,-0.779968396305612,-1,-0.0295848120342056,1,-1,-1,1,1,0.720188792321499,0.598032211129685,1,-0.508773911278556,-0.762514358560841,-0.78156854924268,-1
"SNAIL1",-0.508773911278556,-0.508773911278556,-0.725790970195636,0.728800641862783,0.508773911278556,0.380007263124176,-0.508773911278556,0.508773911278556,0.508773911278556,-0.508773911278556,-0.508773911278556,-0.788580651032133,-0.910740659388305,-0.508773911278556,1,0.746253870178895,0.72719932121485,0.508773911278556
"TGFB",-0.762514358560841,-0.762514358560841,-0.753273838740606,0.755480651812135,0.762514358560841,0.126265482882187,-0.762514358560841,0.762514358560841,0.762514358560841,-0.762514358560841,-0.762514358560841,-0.957676421351921,-0.656996691004347,-0.762514358560841,0.746253870178895,1,0.759895755949677,0.762514358560841
"VIM",-0.78156854924268,-0.78156854924268,-0.776744963316463,0.887670986223337,0.78156854924268,0.17942030502433,-0.78156854924268,0.78156854924268,0.78156854924268,-0.78156854924268,-0.78156854924268,-0.756888197381778,-0.746258224701153,-0.78156854924268,0.72719932121485,0.759895755949677,1,0.78156854924268
"ZEB1",-1,-1,-0.782979434051936,0.779968396305612,1,0.0295848120342056,-1,1,1,-1,-1,-0.720188792321499,-0.598032211129685,-1,0.508773911278556,0.762514358560841,0.78156854924268,1
