"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.845334531913991,-0.845535463410467,1,-0.0363750505626714,1,-1,-1,1,1,0.870581596697844,0.654609194066987,1,-0.343294915639459,-0.915457382448974,-0.847137356003238,-1
"CD44s",-1,1,-0.845334531913991,0.845535463410467,-1,0.0363750505626714,-1,1,1,-1,-1,-0.870581596697844,-0.654609194066987,-1,0.343294915639459,0.915457382448974,0.847137356003238,1
"CDH1",0.845334531913991,-0.845334531913991,1,-0.92206487312842,0.845334531913991,-0.191046507542767,0.845334531913991,-0.845334531913991,-0.845334531913991,0.845334531913991,0.845334531913991,0.840934784193479,0.809275788623025,0.845334531913991,-0.497966394965525,-0.842535891974518,-0.839121973971155,-0.845334531913991
"EMT",-0.845535463410467,0.845535463410467,-0.92206487312842,1,-0.845535463410467,0.190848718532786,-0.845535463410467,0.845535463410467,0.845535463410467,-0.845535463410467,-0.845535463410467,-0.841537833071516,-0.809076620670868,-0.845535463410467,0.497768992803111,0.843940086317288,0.917056988810868,0.845535463410467
"ESRP1",1,-1,0.845334531913991,-0.845535463410467,1,-0.0363750505626714,1,-1,-1,1,1,0.870581596697844,0.654609194066987,1,-0.343294915639459,-0.915457382448974,-0.847137356003238,-1
"EX-TGFB",-0.0363750505626714,0.0363750505626714,-0.191046507542767,0.190848718532786,-0.0363750505626714,1,-0.0363750505626714,0.0363750505626714,0.0363750505626714,-0.0363750505626714,-0.0363750505626714,-0.165788156782205,-0.381761445294114,-0.0363750505626714,0.693076919776511,0.120912922096778,0.18924092261785,0.0363750505626714
"GRHL2",1,-1,0.845334531913991,-0.845535463410467,1,-0.0363750505626714,1,-1,-1,1,1,0.870581596697844,0.654609194066987,1,-0.343294915639459,-0.915457382448974,-0.847137356003238,-1
"HA",-1,1,-0.845334531913991,0.845535463410467,-1,0.0363750505626714,-1,1,1,-1,-1,-0.870581596697844,-0.654609194066987,-1,0.343294915639459,0.915457382448974,0.847137356003238,1
"HAS2",-1,1,-0.845334531913991,0.845535463410467,-1,0.0363750505626714,-1,1,1,-1,-1,-0.870581596697844,-0.654609194066987,-1,0.343294915639459,0.915457382448974,0.847137356003238,1
"MIR-1199",1,-1,0.845334531913991,-0.845535463410467,1,-0.0363750505626714,1,-1,-1,1,1,0.870581596697844,0.654609194066987,1,-0.343294915639459,-0.915457382448974,-0.847137356003238,-1
"MIR-190",1,-1,0.845334531913991,-0.845535463410467,1,-0.0363750505626714,1,-1,-1,1,1,0.870581596697844,0.654609194066987,1,-0.343294915639459,-0.915457382448974,-0.847137356003238,-1
"MIR-200",0.870581596697844,-0.870581596697844,0.840934784193479,-0.841537833071516,0.870581596697844,-0.165788156782205,0.870581596697844,-0.870581596697844,-0.870581596697844,0.870581596697844,0.870581596697844,1,0.784032353935674,0.870581596697844,-0.472708378662499,-0.955123626223392,-0.839931356274124,-0.870581596697844
"MIR-34",0.654609194066987,-0.654609194066987,0.809275788623025,-0.809076620670868,0.654609194066987,-0.381761445294114,0.654609194066987,-0.654609194066987,-0.654609194066987,0.654609194066987,0.654609194066987,0.784032353935674,1,0.654609194066987,-0.688680422120115,-0.739155209540258,-0.807471807172036,-0.654609194066987
"MIR-340",1,-1,0.845334531913991,-0.845535463410467,1,-0.0363750505626714,1,-1,-1,1,1,0.870581596697844,0.654609194066987,1,-0.343294915639459,-0.915457382448974,-0.847137356003238,-1
"SNAIL1",-0.343294915639459,0.343294915639459,-0.497966394965525,0.497768992803111,-0.343294915639459,0.693076919776511,-0.343294915639459,0.343294915639459,0.343294915639459,-0.343294915639459,-0.343294915639459,-0.472708378662499,-0.688680422120115,-0.343294915639459,1,0.427833031480062,0.496160540101208,0.343294915639459
"TGFB",-0.915457382448974,0.915457382448974,-0.842535891974518,0.843940086317288,-0.915457382448974,0.120912922096778,-0.915457382448974,0.915457382448974,0.915457382448974,-0.915457382448974,-0.915457382448974,-0.955123626223392,-0.739155209540258,-0.915457382448974,0.427833031480062,1,0.842734760728044,0.915457382448974
"VIM",-0.847137356003238,0.847137356003238,-0.839121973971155,0.917056988810868,-0.847137356003238,0.18924092261785,-0.847137356003238,0.847137356003238,0.847137356003238,-0.847137356003238,-0.847137356003238,-0.839931356274124,-0.807471807172036,-0.847137356003238,0.496160540101208,0.842734760728044,1,0.847137356003238
"ZEB1",-1,1,-0.845334531913991,0.845535463410467,-1,0.0363750505626714,-1,1,1,-1,-1,-0.870581596697844,-0.654609194066987,-1,0.343294915639459,0.915457382448974,0.847137356003238,1
