"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.7652143822579,-0.674863381783843,1,-0.0274530317952325,1,-1,-1,1,1,0.708129740331626,0.580126172677061,1,-0.486771940557562,-0.751997366600576,-0.486771940557562,-1
"CD44s",-1,1,-0.7652143822579,0.674863381783843,-1,0.0274530317952325,-1,1,1,-1,-1,-0.708129740331626,-0.580126172677061,-1,0.486771940557562,0.751997366600576,0.486771940557562,1
"CDH1",0.7652143822579,-0.7652143822579,1,-0.909651858945262,0.7652143822579,-0.187711539384812,0.7652143822579,-0.7652143822579,-0.7652143822579,0.7652143822579,0.7652143822579,0.749395968181899,0.734776128617672,0.7652143822579,-0.721552997732602,-0.749993810051635,-0.721552997732602,-0.7652143822579
"EMT",-0.674863381783843,0.674863381783843,-0.909651858945262,1,-0.674863381783843,0.251217304767981,-0.674863381783843,0.674863381783843,0.674863381783843,-0.674863381783843,-0.674863381783843,-0.759614072058497,-0.792272136395301,-0.674863381783843,0.811902146649946,0.744986040242921,0.811902146649946,0.674863381783843
"ESRP1",1,-1,0.7652143822579,-0.674863381783843,1,-0.0274530317952325,1,-1,-1,1,1,0.708129740331626,0.580126172677061,1,-0.486771940557562,-0.751997366600576,-0.486771940557562,-1
"EX-TGFB",-0.0274530317952325,0.0274530317952325,-0.187711539384812,0.251217304767981,-0.0274530317952325,1,-0.0274530317952325,0.0274530317952325,0.0274530317952325,-0.0274530317952325,-0.0274530317952325,-0.169076067933155,-0.297079672455608,-0.0274530317952325,0.39043033562148,0.125207277606052,0.39043033562148,0.0274530317952325
"GRHL2",1,-1,0.7652143822579,-0.674863381783843,1,-0.0274530317952325,1,-1,-1,1,1,0.708129740331626,0.580126172677061,1,-0.486771940557562,-0.751997366600576,-0.486771940557562,-1
"HA",-1,1,-0.7652143822579,0.674863381783843,-1,0.0274530317952325,-1,1,1,-1,-1,-0.708129740331626,-0.580126172677061,-1,0.486771940557562,0.751997366600576,0.486771940557562,1
"HAS2",-1,1,-0.7652143822579,0.674863381783843,-1,0.0274530317952325,-1,1,1,-1,-1,-0.708129740331626,-0.580126172677061,-1,0.486771940557562,0.751997366600576,0.486771940557562,1
"MIR-1199",1,-1,0.7652143822579,-0.674863381783843,1,-0.0274530317952325,1,-1,-1,1,1,0.708129740331626,0.580126172677061,1,-0.486771940557562,-0.751997366600576,-0.486771940557562,-1
"MIR-190",1,-1,0.7652143822579,-0.674863381783843,1,-0.0274530317952325,1,-1,-1,1,1,0.708129740331626,0.580126172677061,1,-0.486771940557562,-0.751997366600576,-0.486771940557562,-1
"MIR-200",0.708129740331626,-0.708129740331626,0.749395968181899,-0.759614072058497,0.708129740331626,-0.169076067933155,0.708129740331626,-0.708129740331626,-0.708129740331626,0.708129740331626,0.708129740331626,1,0.685293863010136,0.708129740331626,-0.77864357562243,-0.956129558473776,-0.77864357562243,-0.708129740331626
"MIR-34",0.580126172677061,-0.580126172677061,0.734776128617672,-0.792272136395301,0.580126172677061,-0.297079672455608,0.580126172677061,-0.580126172677061,-0.580126172677061,0.580126172677061,0.580126172677061,0.685293863010136,1,0.580126172677061,-0.906649983325122,-0.641423266695345,-0.906649983325122,-0.580126172677061
"MIR-340",1,-1,0.7652143822579,-0.674863381783843,1,-0.0274530317952325,1,-1,-1,1,1,0.708129740331626,0.580126172677061,1,-0.486771940557562,-0.751997366600576,-0.486771940557562,-1
"SNAIL1",-0.486771940557562,0.486771940557562,-0.721552997732602,0.811902146649946,-0.486771940557562,0.39043033562148,-0.486771940557562,0.486771940557562,0.486771940557562,-0.486771940557562,-0.486771940557562,-0.77864357562243,-0.906649983325122,-0.486771940557562,1,0.734772912691103,1,0.486771940557562
"TGFB",-0.751997366600576,0.751997366600576,-0.749993810051635,0.744986040242921,-0.751997366600576,0.125207277606052,-0.751997366600576,0.751997366600576,0.751997366600576,-0.751997366600576,-0.751997366600576,-0.956129558473776,-0.641423266695345,-0.751997366600576,0.734772912691103,1,0.734772912691103,0.751997366600576
"VIM",-0.486771940557562,0.486771940557562,-0.721552997732602,0.811902146649946,-0.486771940557562,0.39043033562148,-0.486771940557562,0.486771940557562,0.486771940557562,-0.486771940557562,-0.486771940557562,-0.77864357562243,-0.906649983325122,-0.486771940557562,1,0.734772912691103,1,0.486771940557562
"ZEB1",-1,1,-0.7652143822579,0.674863381783843,-1,0.0274530317952325,-1,1,1,-1,-1,-0.708129740331626,-0.580126172677061,-1,0.486771940557562,0.751997366600576,0.486771940557562,1
