"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.689040127025465,-0.691263945546373,1,0.0239002450080936,1,-1,-1,1,1,0.604459493900104,0.47154989700277,1,-0.35586477237846,-0.667221608510037,-0.690860688921353,-1
"CD44s",-1,1,-0.689040127025465,0.691263945546373,-1,-0.0239002450080937,-1,1,1,-1,-1,-0.604459493900104,-0.47154989700277,-1,0.35586477237846,0.667221608510037,0.690860688921353,1
"CDH1",0.689040127025465,-0.689040127025465,1,-0.850647217778052,0.689040127025465,-0.183210276937013,0.689040127025465,-0.689040127025465,-0.689040127025465,0.689040127025465,0.689040127025465,0.685652905783044,0.678246047379679,0.689040127025465,-0.66681445818167,-0.681451152506059,-0.699880301585624,-0.689040127025465
"EMT",-0.691263945546373,0.691263945546373,-0.850647217778052,1,-0.691263945546373,0.182630129792653,-0.691263945546373,0.691263945546373,0.691263945546373,-0.691263945546373,-0.691263945546373,-0.684241890446353,-0.676827564021442,-0.691263945546373,0.664596778948307,0.682039117863052,0.849237512732435,0.691263945546373
"ESRP1",1,-1,0.689040127025465,-0.691263945546373,1,0.0239002450080936,1,-1,-1,1,1,0.604459493900104,0.47154989700277,1,-0.35586477237846,-0.667221608510037,-0.690860688921353,-1
"EX-TGFB",0.0239002450080936,-0.0239002450080937,-0.183210276937013,0.182630129792653,0.0239002450080936,1,0.0239002450080936,-0.0239002450080937,-0.0239002450080937,0.0239002450080936,0.0239002450080936,-0.166797395699572,-0.299729150882973,0.0239002450080936,0.415405147455727,0.104053817498168,0.183830870800127,-0.0239002450080937
"GRHL2",1,-1,0.689040127025465,-0.691263945546373,1,0.0239002450080936,1,-1,-1,1,1,0.604459493900104,0.47154989700277,1,-0.35586477237846,-0.667221608510037,-0.690860688921353,-1
"HA",-1,1,-0.689040127025465,0.691263945546373,-1,-0.0239002450080937,-1,1,1,-1,-1,-0.604459493900104,-0.47154989700277,-1,0.35586477237846,0.667221608510037,0.690860688921353,1
"HAS2",-1,1,-0.689040127025465,0.691263945546373,-1,-0.0239002450080937,-1,1,1,-1,-1,-0.604459493900104,-0.47154989700277,-1,0.35586477237846,0.667221608510037,0.690860688921353,1
"MIR-1199",1,-1,0.689040127025465,-0.691263945546373,1,0.0239002450080936,1,-1,-1,1,1,0.604459493900104,0.47154989700277,1,-0.35586477237846,-0.667221608510037,-0.690860688921353,-1
"MIR-190",1,-1,0.689040127025465,-0.691263945546373,1,0.0239002450080936,1,-1,-1,1,1,0.604459493900104,0.47154989700277,1,-0.35586477237846,-0.667221608510037,-0.690860688921353,-1
"MIR-200",0.604459493900104,-0.604459493900104,0.685652905783044,-0.684241890446353,0.604459493900104,-0.166797395699572,0.604459493900104,-0.604459493900104,-0.604459493900104,0.604459493900104,0.604459493900104,1,0.635727069441607,0.604459493900104,-0.751403961659292,-0.937250346707483,-0.683440166212168,-0.604459493900104
"MIR-34",0.47154989700277,-0.47154989700277,0.678246047379679,-0.676827564021442,0.47154989700277,-0.299729150882973,0.47154989700277,-0.47154989700277,-0.47154989700277,0.47154989700277,0.47154989700277,0.635727069441607,1,0.47154989700277,-0.884322515044221,-0.572975049089383,-0.67482366605068,-0.47154989700277
"MIR-340",1,-1,0.689040127025465,-0.691263945546373,1,0.0239002450080936,1,-1,-1,1,1,0.604459493900104,0.47154989700277,1,-0.35586477237846,-0.667221608510037,-0.690860688921353,-1
"SNAIL1",-0.35586477237846,0.35586477237846,-0.66681445818167,0.664596778948307,-0.35586477237846,0.415405147455727,-0.35586477237846,0.35586477237846,0.35586477237846,-0.35586477237846,-0.35586477237846,-0.751403961659292,-0.884322515044221,-0.35586477237846,1,0.688652755451573,0.664998410477571,0.35586477237846
"TGFB",-0.667221608510037,0.667221608510037,-0.681451152506059,0.682039117863052,-0.667221608510037,0.104053817498168,-0.667221608510037,0.667221608510037,0.667221608510037,-0.667221608510037,-0.667221608510037,-0.937250346707483,-0.572975049089383,-0.667221608510037,0.688652755451573,1,0.680836991216948,0.667221608510037
"VIM",-0.690860688921353,0.690860688921353,-0.699880301585624,0.849237512732435,-0.690860688921353,0.183830870800127,-0.690860688921353,0.690860688921353,0.690860688921353,-0.690860688921353,-0.690860688921353,-0.683440166212168,-0.67482366605068,-0.690860688921353,0.664998410477571,0.680836991216948,1,0.690860688921353
"ZEB1",-1,1,-0.689040127025465,0.691263945546373,-1,-0.0239002450080937,-1,1,1,-1,-1,-0.604459493900104,-0.47154989700277,-1,0.35586477237846,0.667221608510037,0.690860688921353,1
