"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.782964117170211,-0.782964117170211,1,-0.0368769446558643,1,-1,-1,1,1,0.719035537326995,0.593582713314007,1,-0.505205661903531,-0.762523471215198,-0.781364097113869,-1
"CD44s",-1,1,-0.782964117170211,0.782964117170211,-1,0.0368769446558643,-1,1,1,-1,-1,-0.719035537326995,-0.593582713314007,-1,0.505205661903532,0.762523471215198,0.781364097113869,1
"CDH1",0.782964117170211,-0.782964117170211,1,-0.886572253451258,0.782964117170211,-0.186576785505367,0.782964117170211,-0.782964117170211,-0.782964117170211,0.782964117170211,0.782964117170211,0.755308572755039,0.74248259169655,0.782964117170211,-0.72224204829362,-0.760319085234791,-0.771544121662258,-0.782964117170211
"EMT",-0.782964117170211,0.782964117170211,-0.886572253451258,1,-0.782964117170211,0.187378392269101,-0.782964117170211,0.782964117170211,0.782964117170211,-0.782964117170211,-0.782964117170211,-0.754907767763515,-0.74248259169655,-0.782964117170211,0.72224204829362,0.759116672215958,0.884971458231835,0.782964117170211
"ESRP1",1,-1,0.782964117170211,-0.782964117170211,1,-0.0368769446558643,1,-1,-1,1,1,0.719035537326995,0.593582713314007,1,-0.505205661903531,-0.762523471215198,-0.781364097113869,-1
"EX-TGFB",-0.0368769446558643,0.0368769446558643,-0.186576785505367,0.187378392269101,-0.0368769446558643,1,-0.0368769446558643,0.0368769446558643,0.0368769446558643,-0.0368769446558643,-0.0368769446558643,-0.179162228075971,-0.304615394755195,-0.0368769446558643,0.39299140225932,0.135674212733307,0.18777650890633,0.0368769446558643
"GRHL2",1,-1,0.782964117170211,-0.782964117170211,1,-0.0368769446558643,1,-1,-1,1,1,0.719035537326995,0.593582713314007,1,-0.505205661903531,-0.762523471215198,-0.781364097113869,-1
"HA",-1,1,-0.782964117170211,0.782964117170211,-1,0.0368769446558643,-1,1,1,-1,-1,-0.719035537326995,-0.593582713314007,-1,0.505205661903532,0.762523471215198,0.781364097113869,1
"HAS2",-1,1,-0.782964117170211,0.782964117170211,-1,0.0368769446558643,-1,1,1,-1,-1,-0.719035537326995,-0.593582713314007,-1,0.505205661903532,0.762523471215198,0.781364097113869,1
"MIR-1199",1,-1,0.782964117170211,-0.782964117170211,1,-0.0368769446558643,1,-1,-1,1,1,0.719035537326995,0.593582713314007,1,-0.505205661903531,-0.762523471215198,-0.781364097113869,-1
"MIR-190",1,-1,0.782964117170211,-0.782964117170211,1,-0.0368769446558643,1,-1,-1,1,1,0.719035537326995,0.593582713314007,1,-0.505205661903531,-0.762523471215198,-0.781364097113869,-1
"MIR-200",0.719035537326995,-0.719035537326995,0.755308572755039,-0.754907767763515,0.719035537326995,-0.179162228075971,0.719035537326995,-0.719035537326995,-0.719035537326995,0.719035537326995,0.719035537326995,1,0.697792356385123,0.719035537326995,-0.786170299475135,-0.956512884553022,-0.756113473915342,-0.719035537326995
"MIR-34",0.593582713314007,-0.593582713314007,0.74248259169655,-0.74248259169655,0.593582713314007,-0.304615394755195,0.593582713314007,-0.593582713314007,-0.593582713314007,0.593582713314007,0.593582713314007,0.697792356385123,1,0.593582713314007,-0.911622332261315,-0.654306095655994,-0.743289147852759,-0.593582713314007
"MIR-340",1,-1,0.782964117170211,-0.782964117170211,1,-0.0368769446558643,1,-1,-1,1,1,0.719035537326995,0.593582713314007,1,-0.505205661903531,-0.762523471215198,-0.781364097113869,-1
"SNAIL1",-0.505205661903531,0.505205661903532,-0.72224204829362,0.72224204829362,-0.505205661903531,0.39299140225932,-0.505205661903531,0.505205661903532,0.505205661903532,-0.505205661903531,-0.505205661903531,-0.786170299475135,-0.911622332261315,-0.505205661903531,1,0.742683625237321,0.723849078665708,0.505205661903532
"TGFB",-0.762523471215198,0.762523471215198,-0.760319085234791,0.759116672215958,-0.762523471215198,0.135674212733307,-0.762523471215198,0.762523471215198,0.762523471215198,-0.762523471215198,-0.762523471215198,-0.956512884553022,-0.654306095655994,-0.762523471215198,0.742683625237321,1,0.759519550589215,0.762523471215198
"VIM",-0.781364097113869,0.781364097113869,-0.771544121662258,0.884971458231835,-0.781364097113869,0.18777650890633,-0.781364097113869,0.781364097113869,0.781364097113869,-0.781364097113869,-0.781364097113869,-0.756113473915342,-0.743289147852759,-0.781364097113869,0.723849078665708,0.759519550589215,1,0.781364097113869
"ZEB1",-1,1,-0.782964117170211,0.782964117170211,-1,0.0368769446558643,-1,1,1,-1,-1,-0.719035537326995,-0.593582713314007,-1,0.505205661903532,0.762523471215198,0.781364097113869,1
