"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-0.145017232007213,0.0975507658396575,-0.0961382729888905,0.145017232007213,0.0108611886156482,0.145017232007213,-0.145017232007213,-0.145017232007213,0.145017232007213,0.145017232007213,0.0742201957888166,0.0627526143130934,0.145017232007213,-0.0396237458100419,-0.0834725928849405,-0.0949346332610904,-0.145017232007213
"CD44s",-0.145017232007213,1,-0.774732375764701,0.776158099650274,-1,0.0436481686663319,-1,1,1,-1,-1,-0.718414935503069,-0.590305284476694,-1,0.498385055120609,0.762663715649206,0.780969848418167,1
"CDH1",0.0975507658396575,-0.774732375764701,1,-0.889192632149311,0.774732375764701,-0.202942411059145,0.774732375764701,-0.774732375764701,-0.774732375764701,0.774732375764701,0.774732375764701,0.752607417445139,0.734313925445702,0.774732375764701,-0.723650492332999,-0.755020672341192,-0.772522366330879,-0.774732375764701
"EMT",-0.0961382729888905,0.776158099650274,-0.889192632149311,1,-0.776158099650274,0.201930732037209,-0.776158099650274,0.776158099650274,0.776158099650274,-0.776158099650274,-0.776158099650274,-0.75363337196081,-0.734917109895272,-0.776158099650274,0.722248013718668,0.753635221105731,0.883353978079697,0.776158099650274
"ESRP1",0.145017232007213,-1,0.774732375764701,-0.776158099650274,1,-0.0436481686663319,1,-1,-1,1,1,0.718414935503069,0.590305284476694,1,-0.498385055120609,-0.762663715649206,-0.780969848418167,-1
"EX-TGFB",0.0108611886156482,0.0436481686663319,-0.202942411059145,0.201930732037209,-0.0436481686663319,1,-0.0436481686663319,0.0436481686663319,0.0436481686663319,-0.0436481686663319,-0.0436481686663319,-0.182025625631994,-0.310138422642144,-0.0436481686663319,0.402054854356305,0.13777769428814,0.194694028252389,0.0436481686663319
"GRHL2",0.145017232007213,-1,0.774732375764701,-0.776158099650274,1,-0.0436481686663319,1,-1,-1,1,1,0.718414935503069,0.590305284476694,1,-0.498385055120609,-0.762663715649206,-0.780969848418167,-1
"HA",-0.145017232007213,1,-0.774732375764701,0.776158099650274,-1,0.0436481686663319,-1,1,1,-1,-1,-0.718414935503069,-0.590305284476694,-1,0.498385055120609,0.762663715649206,0.780969848418167,1
"HAS2",-0.145017232007213,1,-0.774732375764701,0.776158099650274,-1,0.0436481686663319,-1,1,1,-1,-1,-0.718414935503069,-0.590305284476694,-1,0.498385055120609,0.762663715649206,0.780969848418167,1
"MIR-1199",0.145017232007213,-1,0.774732375764701,-0.776158099650274,1,-0.0436481686663319,1,-1,-1,1,1,0.718414935503069,0.590305284476694,1,-0.498385055120609,-0.762663715649206,-0.780969848418167,-1
"MIR-190",0.145017232007213,-1,0.774732375764701,-0.776158099650274,1,-0.0436481686663319,1,-1,-1,1,1,0.718414935503069,0.590305284476694,1,-0.498385055120609,-0.762663715649206,-0.780969848418167,-1
"MIR-200",0.0742201957888166,-0.718414935503069,0.752607417445139,-0.75363337196081,0.718414935503069,-0.182025625631994,0.718414935503069,-0.718414935503069,-0.718414935503069,0.718414935503069,0.718414935503069,1,0.688054941359529,0.718414935503069,-0.779967422772707,-0.955750786149297,-0.756029777523709,-0.718414935503069
"MIR-34",0.0627526143130934,-0.590305284476694,0.734313925445702,-0.734917109895272,0.590305284476694,-0.310138422642144,0.590305284476694,-0.590305284476694,-0.590305284476694,0.590305284476694,0.590305284476694,0.688054941359529,1,0.590305284476694,-0.908085268245148,-0.643807162005728,-0.734110667313322,-0.590305284476694
"MIR-340",0.145017232007213,-1,0.774732375764701,-0.776158099650274,1,-0.0436481686663319,1,-1,-1,1,1,0.718414935503069,0.590305284476694,1,-0.498385055120609,-0.762663715649206,-0.780969848418167,-1
"SNAIL1",-0.0396237458100419,0.498385055120609,-0.723650492332999,0.722248013718668,-0.498385055120609,0.402054854356305,-0.498385055120609,0.498385055120609,0.498385055120609,-0.498385055120609,-0.498385055120609,-0.779967422772707,-0.908085268245148,-0.498385055120609,1,0.735719351621231,0.717414860310958,0.498385055120609
"TGFB",-0.0834725928849405,0.762663715649206,-0.755020672341192,0.753635221105731,-0.762663715649206,0.13777769428814,-0.762663715649206,0.762663715649206,0.762663715649206,-0.762663715649206,-0.762663715649206,-0.955750786149297,-0.643807162005728,-0.762663715649206,0.735719351621231,1,0.754823225555977,0.762663715649206
"VIM",-0.0949346332610904,0.780969848418167,-0.772522366330879,0.883353978079697,-0.780969848418167,0.194694028252389,-0.780969848418167,0.780969848418167,0.780969848418167,-0.780969848418167,-0.780969848418167,-0.756029777523709,-0.734110667313322,-0.780969848418167,0.717414860310958,0.754823225555977,1,0.780969848418167
"ZEB1",-0.145017232007213,1,-0.774732375764701,0.776158099650274,-1,0.0436481686663319,-1,1,1,-1,-1,-0.718414935503069,-0.590305284476694,-1,0.498385055120609,0.762663715649206,0.780969848418167,1
