"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.429911261200599,-0.487528241460043,1,-0.0279194580110817,1,-1,-1,1,1,0.700878288844814,0.576099954917288,1,-0.482141828113381,-0.748153773573578,-0.773417820411338,-1
"CD44s",-1,1,-0.429911261200599,0.487528241460043,-1,0.0279194580110817,-1,1,1,-1,-1,-0.700878288844814,-0.576099954917288,-1,0.482141828113381,0.748153773573578,0.773417820411338,1
"CDH1",0.429911261200599,-0.429911261200599,1,-0.650502541984893,0.429911261200599,0.171413141687957,0.429911261200599,-0.429911261200599,-0.429911261200599,0.429911261200599,0.429911261200599,0.130835288342938,0.00607780301699912,0.429911261200599,0.0878824173213039,-0.178102190380392,-0.203386016976435,-0.429911261200599
"EMT",-0.487528241460043,0.487528241460043,-0.650502541984893,1,-0.487528241460043,0.00337735750620465,-0.487528241460043,0.487528241460043,0.487528241460043,-0.487528241460043,-0.487528241460043,-0.357048791016545,-0.307141959329278,-0.487528241460043,0.261656171052619,0.377091867071436,0.552999721789114,0.487528241460043
"ESRP1",1,-1,0.429911261200599,-0.487528241460043,1,-0.0279194580110817,1,-1,-1,1,1,0.700878288844814,0.576099954917288,1,-0.482141828113381,-0.748153773573578,-0.773417820411338,-1
"EX-TGFB",-0.0279194580110817,0.0279194580110817,0.171413141687957,0.00337735750620465,-0.0279194580110817,1,-0.0279194580110817,0.0279194580110817,0.0279194580110817,-0.0279194580110817,-0.0279194580110817,-0.178735557899862,-0.303523753039892,-0.0279194580110817,0.397488435938252,0.131462128910939,0.186743732015705,0.0279194580110817
"GRHL2",1,-1,0.429911261200599,-0.487528241460043,1,-0.0279194580110817,1,-1,-1,1,1,0.700878288844814,0.576099954917288,1,-0.482141828113381,-0.748153773573578,-0.773417820411338,-1
"HA",-1,1,-0.429911261200599,0.487528241460043,-1,0.0279194580110817,-1,1,1,-1,-1,-0.700878288844814,-0.576099954917288,-1,0.482141828113381,0.748153773573578,0.773417820411338,1
"HAS2",-1,1,-0.429911261200599,0.487528241460043,-1,0.0279194580110817,-1,1,1,-1,-1,-0.700878288844814,-0.576099954917288,-1,0.482141828113381,0.748153773573578,0.773417820411338,1
"MIR-1199",1,-1,0.429911261200599,-0.487528241460043,1,-0.0279194580110817,1,-1,-1,1,1,0.700878288844814,0.576099954917288,1,-0.482141828113381,-0.748153773573578,-0.773417820411338,-1
"MIR-190",1,-1,0.429911261200599,-0.487528241460043,1,-0.0279194580110817,1,-1,-1,1,1,0.700878288844814,0.576099954917288,1,-0.482141828113381,-0.748153773573578,-0.773417820411338,-1
"MIR-200",0.700878288844814,-0.700878288844814,0.130835288342938,-0.357048791016545,0.700878288844814,-0.178735557899862,0.700878288844814,-0.700878288844814,-0.700878288844814,0.700878288844814,0.700878288844814,1,0.687248464003817,0.700878288844814,-0.781225571819014,-0.952715987296464,-0.739130619796065,-0.700878288844814
"MIR-34",0.576099954917288,-0.576099954917288,0.00607780301699912,-0.307141959329278,0.576099954917288,-0.303523753039892,0.576099954917288,-0.576099954917288,-0.576099954917288,0.576099954917288,0.576099954917288,0.687248464003817,1,0.576099954917288,-0.906029339889225,-0.63997178295429,-0.726515669736297,-0.576099954917288
"MIR-340",1,-1,0.429911261200599,-0.487528241460043,1,-0.0279194580110817,1,-1,-1,1,1,0.700878288844814,0.576099954917288,1,-0.482141828113381,-0.748153773573578,-0.773417820411338,-1
"SNAIL1",-0.482141828113381,0.482141828113381,0.0878824173213039,0.261656171052619,-0.482141828113381,0.397488435938252,-0.482141828113381,0.482141828113381,0.482141828113381,-0.482141828113381,-0.482141828113381,-0.781225571819014,-0.906029339889225,-0.482141828113381,1,0.733951071734951,0.708688757795543,0.482141828113381
"TGFB",-0.748153773573578,0.748153773573578,-0.178102190380392,0.377091867071436,-0.748153773573578,0.131462128910939,-0.748153773573578,0.748153773573578,0.748153773573578,-0.748153773573578,-0.748153773573578,-0.952715987296464,-0.63997178295429,-0.748153773573578,0.733951071734951,1,0.743540384354349,0.748153773573578
"VIM",-0.773417820411338,0.773417820411338,-0.203386016976435,0.552999721789114,-0.773417820411338,0.186743732015705,-0.773417820411338,0.773417820411338,0.773417820411338,-0.773417820411338,-0.773417820411338,-0.739130619796065,-0.726515669736297,-0.773417820411338,0.708688757795543,0.743540384354349,1,0.773417820411338
"ZEB1",-1,1,-0.429911261200599,0.487528241460043,-1,0.0279194580110817,-1,1,1,-1,-1,-0.700878288844814,-0.576099954917288,-1,0.482141828113381,0.748153773573578,0.773417820411338,1
