"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.769870430921144,-0.769870430921144,1,-0.0293874785280278,1,-1,-1,1,1,0.703912177497085,0.587454495440418,1,-0.489628388385591,-0.751423298523911,-0.774508276896275,-1
"CD44s",-1,1,-0.769870430921144,0.769870430921144,-1,0.0293874785280278,-1,1,1,-1,-1,-0.703912177497085,-0.587454495440417,-1,0.489628388385591,0.751423298523911,0.774508276896275,1
"CDH1",0.769870430921144,-0.769870430921144,1,-0.881727345790637,0.769870430921144,-0.187342414200751,0.769870430921144,-0.769870430921144,-0.769870430921144,0.769870430921144,0.769870430921144,0.748821990161525,0.737396534308269,0.769870430921144,-0.719755909772854,-0.749823617492749,-0.762867438010301,-0.769870430921144
"EMT",-0.769870430921144,0.769870430921144,-0.881727345790637,1,-0.769870430921144,0.190148900201762,-0.769870430921144,0.769870430921144,0.769870430921144,-0.769870430921144,-0.769870430921144,-0.743609925880682,-0.734990994598894,-0.769870430921144,0.719755909772854,0.747418056033277,0.881140348870021,0.769870430921144
"ESRP1",1,-1,0.769870430921144,-0.769870430921144,1,-0.0293874785280278,1,-1,-1,1,1,0.703912177497085,0.587454495440418,1,-0.489628388385591,-0.751423298523911,-0.774508276896275,-1
"EX-TGFB",-0.0293874785280278,0.0293874785280278,-0.187342414200751,0.190148900201762,-0.0293874785280278,1,-0.0293874785280278,0.0293874785280278,0.0293874785280278,-0.0293874785280278,-0.0293874785280278,-0.180739534642295,-0.297188987909322,-0.0293874785280278,0.395014835506389,0.133226448341319,0.187921969402472,0.0293874785280278
"GRHL2",1,-1,0.769870430921144,-0.769870430921144,1,-0.0293874785280278,1,-1,-1,1,1,0.703912177497085,0.587454495440418,1,-0.489628388385591,-0.751423298523911,-0.774508276896275,-1
"HA",-1,1,-0.769870430921144,0.769870430921144,-1,0.0293874785280278,-1,1,1,-1,-1,-0.703912177497085,-0.587454495440417,-1,0.489628388385591,0.751423298523911,0.774508276896275,1
"HAS2",-1,1,-0.769870430921144,0.769870430921144,-1,0.0293874785280278,-1,1,1,-1,-1,-0.703912177497085,-0.587454495440417,-1,0.489628388385591,0.751423298523911,0.774508276896275,1
"MIR-1199",1,-1,0.769870430921144,-0.769870430921144,1,-0.0293874785280278,1,-1,-1,1,1,0.703912177497085,0.587454495440418,1,-0.489628388385591,-0.751423298523911,-0.774508276896275,-1
"MIR-190",1,-1,0.769870430921144,-0.769870430921144,1,-0.0293874785280278,1,-1,-1,1,1,0.703912177497085,0.587454495440418,1,-0.489628388385591,-0.751423298523911,-0.774508276896275,-1
"MIR-200",0.703912177497085,-0.703912177497085,0.748821990161525,-0.743609925880682,0.703912177497085,-0.180739534642295,0.703912177497085,-0.703912177497085,-0.703912177497085,0.703912177497085,0.703912177497085,1,0.687887148626021,0.703912177497085,-0.785713350029635,-0.952489895260572,-0.74063115540506,-0.703912177497085
"MIR-34",0.587454495440418,-0.587454495440417,0.737396534308269,-0.734990994598894,0.587454495440418,-0.297188987909322,0.587454495440418,-0.587454495440417,-0.587454495440417,0.587454495440418,0.587454495440418,0.687887148626021,1,0.587454495440418,-0.90217495435023,-0.64037593892405,-0.729583910897611,-0.587454495440417
"MIR-340",1,-1,0.769870430921144,-0.769870430921144,1,-0.0293874785280278,1,-1,-1,1,1,0.703912177497085,0.587454495440418,1,-0.489628388385591,-0.751423298523911,-0.774508276896275,-1
"SNAIL1",-0.489628388385591,0.489628388385591,-0.719755909772854,0.719755909772854,-0.489628388385591,0.395014835506389,-0.489628388385591,0.489628388385591,0.489628388385591,-0.489628388385591,-0.489628388385591,-0.785713350029635,-0.90217495435023,-0.489628388385591,1,0.738201869075634,0.715150641321394,0.489628388385591
"TGFB",-0.751423298523911,0.751423298523911,-0.749823617492749,0.747418056033277,-0.751423298523911,0.133226448341319,-0.751423298523911,0.751423298523911,0.751423298523911,-0.751423298523911,-0.751423298523911,-0.952489895260572,-0.64037593892405,-0.751423298523911,0.738201869075634,1,0.745638830423486,0.751423298523911
"VIM",-0.774508276896275,0.774508276896275,-0.762867438010301,0.881140348870021,-0.774508276896275,0.187921969402472,-0.774508276896275,0.774508276896275,0.774508276896275,-0.774508276896275,-0.774508276896275,-0.74063115540506,-0.729583910897611,-0.774508276896275,0.715150641321394,0.745638830423486,1,0.774508276896275
"ZEB1",-1,1,-0.769870430921144,0.769870430921144,-1,0.0293874785280278,-1,1,1,-1,-1,-0.703912177497085,-0.587454495440417,-1,0.489628388385591,0.751423298523911,0.774508276896275,1
