"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.774842436864898,-0.774445459023795,1,-0.0361914244725518,1,1,1,1,1,0.718701609214856,0.598202950792644,1,-0.508381687853056,-0.761204095663721,-0.776262599943474,-1
"CD44s",-1,1,-0.774842436864898,0.774445459023795,-1,0.0361914244725518,-1,-1,-1,-1,-1,-0.718701609214856,-0.598202950792644,-1,0.508381687853055,0.761204095663721,0.776262599943474,1
"CDH1",0.774842436864898,-0.774842436864898,1,-0.887717488479903,0.774842436864898,-0.192394407929404,0.774842436864898,0.774842436864898,0.774842436864898,0.774842436864898,0.774842436864898,0.756988375675625,0.747563937609856,0.774842436864898,-0.733529356248468,-0.754986866087759,-0.772830293286909,-0.774842436864898
"EMT",-0.774445459023795,0.774445459023795,-0.887717488479903,1,-0.774445459023795,0.191596735554843,-0.774445459023795,-0.774445459023795,-0.774445459023795,-0.774445459023795,-0.774445459023795,-0.759393791147292,-0.745957484769837,-0.774445459023795,0.733925969450177,0.760201730724482,0.885110954229339,0.774445459023795
"ESRP1",1,-1,0.774842436864898,-0.774445459023795,1,-0.0361914244725518,1,1,1,1,1,0.718701609214856,0.598202950792644,1,-0.508381687853056,-0.761204095663721,-0.776262599943474,-1
"EX-TGFB",-0.0361914244725518,0.0361914244725518,-0.192394407929404,0.191596735554843,-0.0361914244725518,1,-0.0361914244725518,-0.0361914244725518,-0.0361914244725518,-0.0361914244725518,-0.0361914244725518,-0.176354113422981,-0.296862629889233,-0.0361914244725518,0.386697145171668,0.133841071822825,0.192609636893602,0.0361914244725518
"GRHL2",1,-1,0.774842436864898,-0.774445459023795,1,-0.0361914244725518,1,1,1,1,1,0.718701609214856,0.598202950792644,1,-0.508381687853056,-0.761204095663721,-0.776262599943474,-1
"HA",1,-1,0.774842436864898,-0.774445459023795,1,-0.0361914244725518,1,1,1,1,1,0.718701609214856,0.598202950792644,1,-0.508381687853056,-0.761204095663721,-0.776262599943474,-1
"HAS2",1,-1,0.774842436864898,-0.774445459023795,1,-0.0361914244725518,1,1,1,1,1,0.718701609214856,0.598202950792644,1,-0.508381687853056,-0.761204095663721,-0.776262599943474,-1
"MIR-1199",1,-1,0.774842436864898,-0.774445459023795,1,-0.0361914244725518,1,1,1,1,1,0.718701609214856,0.598202950792644,1,-0.508381687853056,-0.761204095663721,-0.776262599943474,-1
"MIR-190",1,-1,0.774842436864898,-0.774445459023795,1,-0.0361914244725518,1,1,1,1,1,0.718701609214856,0.598202950792644,1,-0.508381687853056,-0.761204095663721,-0.776262599943474,-1
"MIR-200",0.718701609214856,-0.718701609214856,0.756988375675625,-0.759393791147292,0.718701609214856,-0.176354113422981,0.718701609214856,0.718701609214856,0.718701609214856,0.718701609214856,0.718701609214856,1,0.69984351086608,0.718701609214856,-0.789671603544798,-0.957495291153734,-0.757992609880884,-0.718701609214856
"MIR-34",0.598202950792644,-0.598202950792644,0.747563937609856,-0.745957484769837,0.598202950792644,-0.296862629889233,0.598202950792644,0.598202950792644,0.598202950792644,0.598202950792644,0.598202950792644,0.69984351086608,1,0.598202950792644,-0.910173084166012,-0.657343199414864,-0.747760573206972,-0.598202950792644
"MIR-340",1,-1,0.774842436864898,-0.774445459023795,1,-0.0361914244725518,1,1,1,1,1,0.718701609214856,0.598202950792644,1,-0.508381687853056,-0.761204095663721,-0.776262599943474,-1
"SNAIL1",-0.508381687853056,0.508381687853055,-0.733529356248468,0.733925969450177,-0.508381687853056,0.386697145171668,-0.508381687853056,-0.508381687853056,-0.508381687853056,-0.508381687853056,-0.508381687853056,-0.789671603544798,-0.910173084166012,-0.508381687853056,1,0.747173517980166,0.732115460225859,0.508381687853055
"TGFB",-0.761204095663721,0.761204095663721,-0.754986866087759,0.760201730724482,-0.761204095663721,0.133841071822825,-0.761204095663721,-0.761204095663721,-0.761204095663721,-0.761204095663721,-0.761204095663721,-0.957495291153734,-0.657343199414864,-0.761204095663721,0.747173517980166,1,0.759206814450191,0.761204095663721
"VIM",-0.776262599943474,0.776262599943474,-0.772830293286909,0.885110954229339,-0.776262599943474,0.192609636893602,-0.776262599943474,-0.776262599943474,-0.776262599943474,-0.776262599943474,-0.776262599943474,-0.757992609880884,-0.747760573206972,-0.776262599943474,0.732115460225859,0.759206814450191,1,0.776262599943474
"ZEB1",-1,1,-0.774842436864898,0.774445459023795,-1,0.0361914244725518,-1,-1,-1,-1,-1,-0.718701609214856,-0.598202950792644,-1,0.508381687853055,0.761204095663721,0.776262599943474,1
