"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.782219174490224,-0.782219174490224,1,-0.0309946483870176,1,-1,-1,1,1,0.707269185813668,0.596253210749755,1,-0.498669770049171,-0.749544959824153,-0.783403901556535,-1
"CD44s",-1,1,-0.782219174490224,0.782219174490224,-1,0.0309946483870176,-1,1,1,-1,-1,-0.707269185813668,-0.596253210749755,-1,0.498669770049171,0.749544959824153,0.783403901556536,1
"CDH1",0.782219174490224,-0.782219174490224,1,-1,0.782219174490224,-0.177794552393385,0.782219174490224,-0.782219174490224,-0.782219174490224,0.782219174490224,0.782219174490224,0.752301880926759,0.735880097033123,0.782219174490224,-0.716426653117263,-0.756116778239039,-0.769554764458562,-0.782219174490224
"EMT",-0.782219174490224,0.782219174490224,-1,1,-0.782219174490224,0.177794552393385,-0.782219174490224,0.782219174490224,0.782219174490224,-0.782219174490224,-0.782219174490224,-0.752301880926759,-0.735880097033123,-0.782219174490224,0.716426653117263,0.756116778239039,0.769554764458562,0.782219174490224
"ESRP1",1,-1,0.782219174490224,-0.782219174490224,1,-0.0309946483870176,1,-1,-1,1,1,0.707269185813668,0.596253210749755,1,-0.498669770049171,-0.749544959824153,-0.783403901556535,-1
"EX-TGFB",-0.0309946483870176,0.0309946483870176,-0.177794552393385,0.177794552393385,-0.0309946483870176,1,-0.0309946483870176,0.0309946483870176,0.0309946483870176,-0.0309946483870176,-0.0309946483870176,-0.177402929938068,-0.288432393539018,-0.0309946483870176,0.386006955657696,0.135132274792357,0.18223781380318,0.0309946483870176
"GRHL2",1,-1,0.782219174490224,-0.782219174490224,1,-0.0309946483870176,1,-1,-1,1,1,0.707269185813668,0.596253210749755,1,-0.498669770049171,-0.749544959824153,-0.783403901556535,-1
"HA",-1,1,-0.782219174490224,0.782219174490224,-1,0.0309946483870176,-1,1,1,-1,-1,-0.707269185813668,-0.596253210749755,-1,0.498669770049171,0.749544959824153,0.783403901556536,1
"HAS2",-1,1,-0.782219174490224,0.782219174490224,-1,0.0309946483870176,-1,1,1,-1,-1,-0.707269185813668,-0.596253210749755,-1,0.498669770049171,0.749544959824153,0.783403901556536,1
"MIR-1199",1,-1,0.782219174490224,-0.782219174490224,1,-0.0309946483870176,1,-1,-1,1,1,0.707269185813668,0.596253210749755,1,-0.498669770049171,-0.749544959824153,-0.783403901556535,-1
"MIR-190",1,-1,0.782219174490224,-0.782219174490224,1,-0.0309946483870176,1,-1,-1,1,1,0.707269185813668,0.596253210749755,1,-0.498669770049171,-0.749544959824153,-0.783403901556535,-1
"MIR-200",0.707269185813668,-0.707269185813668,0.752301880926759,-0.752301880926759,0.707269185813668,-0.177402929938068,0.707269185813668,-0.707269185813668,-0.707269185813668,0.707269185813668,0.707269185813668,1,0.693798693401749,0.707269185813668,-0.791381911745636,-0.957717359562069,-0.744304836182743,-0.707269185813668
"MIR-34",0.596253210749755,-0.596253210749755,0.735880097033123,-0.735880097033123,0.596253210749755,-0.288432393539018,0.596253210749755,-0.596253210749755,-0.596253210749755,0.596253210749755,0.596253210749755,0.693798693401749,1,0.596253210749755,-0.902410266115662,-0.651520068447159,-0.740700128705262,-0.596253210749755
"MIR-340",1,-1,0.782219174490224,-0.782219174490224,1,-0.0309946483870176,1,-1,-1,1,1,0.707269185813668,0.596253210749755,1,-0.498669770049171,-0.749544959824153,-0.783403901556535,-1
"SNAIL1",-0.498669770049171,0.498669770049171,-0.716426653117263,0.716426653117263,-0.498669770049171,0.386006955657696,-0.498669770049171,0.498669770049171,0.498669770049171,-0.498669770049171,-0.498669770049171,-0.791381911745636,-0.902410266115662,-0.498669770049171,1,0.749103649635711,0.7152476392708,0.498669770049171
"TGFB",-0.749544959824153,0.749544959824153,-0.756116778239039,0.756116778239039,-0.749544959824153,0.135132274792357,-0.749544959824153,0.749544959824153,0.749544959824153,-0.749544959824153,-0.749544959824153,-0.957717359562069,-0.651520068447159,-0.749544959824153,0.749103649635711,1,0.744907266556476,0.749544959824153
"VIM",-0.783403901556535,0.783403901556536,-0.769554764458562,0.769554764458562,-0.783403901556535,0.18223781380318,-0.783403901556535,0.783403901556536,0.783403901556536,-0.783403901556535,-0.783403901556535,-0.744304836182743,-0.740700128705262,-0.783403901556535,0.7152476392708,0.744907266556476,1,0.783403901556536
"ZEB1",-1,1,-0.782219174490224,0.782219174490224,-1,0.0309946483870176,-1,1,1,-1,-1,-0.707269185813668,-0.596253210749755,-1,0.498669770049171,0.749544959824153,0.783403901556536,1
