"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,1,0.780407670889707,-0.781188432597884,1,-0.048932563386561,1,-1,-1,1,1,0.72763640760895,0.606700380949498,1,-0.513637738049468,-0.76433868650764,-0.787604545971777,-1
"CD44s",1,1,0.780407670889707,-0.781188432597884,1,-0.048932563386561,1,-1,-1,1,1,0.72763640760895,0.606700380949498,1,-0.513637738049468,-0.76433868650764,-0.787604545971777,-1
"CDH1",0.780407670889707,0.780407670889707,1,-0.890096933990014,0.780407670889707,-0.205969788495275,0.780407670889707,-0.780407670889707,-0.780407670889707,0.780407670889707,0.780407670889707,0.75230411898712,0.749678430501957,0.780407670889707,-0.733226940679886,-0.755320318330906,-0.776578324441291,-0.780407670889707
"EMT",-0.781188432597884,-0.781188432597884,-0.890096933990014,1,-0.781188432597884,0.203563151650633,-0.781188432597884,0.781188432597884,0.781188432597884,-0.781188432597884,-0.781188432597884,-0.758315567911917,-0.750490931637789,-0.781188432597884,0.732439781433594,0.757716163631396,0.886479504117424,0.781188432597884
"ESRP1",1,1,0.780407670889707,-0.781188432597884,1,-0.048932563386561,1,-1,-1,1,1,0.72763640760895,0.606700380949498,1,-0.513637738049468,-0.76433868650764,-0.787604545971777,-1
"EX-TGFB",-0.048932563386561,-0.048932563386561,-0.205969788495275,0.203563151650633,-0.048932563386561,1,-0.048932563386561,0.048932563386561,0.048932563386561,-0.048932563386561,-0.048932563386561,-0.188521174630874,-0.309462784759481,-0.048932563386561,0.40252820957728,0.151818870975717,0.200354969721655,0.048932563386561
"GRHL2",1,1,0.780407670889707,-0.781188432597884,1,-0.048932563386561,1,-1,-1,1,1,0.72763640760895,0.606700380949498,1,-0.513637738049468,-0.76433868650764,-0.787604545971777,-1
"HA",-1,-1,-0.780407670889707,0.781188432597884,-1,0.048932563386561,-1,1,1,-1,-1,-0.72763640760895,-0.606700380949498,-1,0.513637738049468,0.76433868650764,0.787604545971777,1
"HAS2",-1,-1,-0.780407670889707,0.781188432597884,-1,0.048932563386561,-1,1,1,-1,-1,-0.72763640760895,-0.606700380949498,-1,0.513637738049468,0.76433868650764,0.787604545971777,1
"MIR-1199",1,1,0.780407670889707,-0.781188432597884,1,-0.048932563386561,1,-1,-1,1,1,0.72763640760895,0.606700380949498,1,-0.513637738049468,-0.76433868650764,-0.787604545971777,-1
"MIR-190",1,1,0.780407670889707,-0.781188432597884,1,-0.048932563386561,1,-1,-1,1,1,0.72763640760895,0.606700380949498,1,-0.513637738049468,-0.76433868650764,-0.787604545971777,-1
"MIR-200",0.72763640760895,0.72763640760895,0.75230411898712,-0.758315567911917,0.72763640760895,-0.188521174630874,0.72763640760895,-0.72763640760895,-0.72763640760895,0.72763640760895,0.72763640760895,1,0.692929361465273,0.72763640760895,-0.785995817838854,-0.963296839647764,-0.761526212260882,-0.72763640760895
"MIR-34",0.606700380949498,0.606700380949498,0.749678430501957,-0.750490931637789,0.606700380949498,-0.309462784759481,0.606700380949498,-0.606700380949498,-0.606700380949498,0.606700380949498,0.606700380949498,0.692929361465273,1,0.606700380949498,-0.906932489574694,-0.656229967289459,-0.743676763734737,-0.606700380949498
"MIR-340",1,1,0.780407670889707,-0.781188432597884,1,-0.048932563386561,1,-1,-1,1,1,0.72763640760895,0.606700380949498,1,-0.513637738049468,-0.76433868650764,-0.787604545971777,-1
"SNAIL1",-0.513637738049468,-0.513637738049468,-0.733226940679886,0.732439781433594,-0.513637738049468,0.40252820957728,-0.513637738049468,0.513637738049468,0.513637738049468,-0.513637738049468,-0.513637738049468,-0.785995817838854,-0.906932489574694,-0.513637738049468,1,0.749296509790101,0.726027793267111,0.513637738049468
"TGFB",-0.76433868650764,-0.76433868650764,-0.755320318330906,0.757716163631396,-0.76433868650764,0.151818870975717,-0.76433868650764,0.76433868650764,0.76433868650764,-0.76433868650764,-0.76433868650764,-0.963296839647764,-0.656229967289459,-0.76433868650764,0.749296509790101,1,0.762128984356927,0.76433868650764
"VIM",-0.787604545971777,-0.787604545971777,-0.776578324441291,0.886479504117424,-0.787604545971777,0.200354969721655,-0.787604545971777,0.787604545971777,0.787604545971777,-0.787604545971777,-0.787604545971777,-0.761526212260882,-0.743676763734737,-0.787604545971777,0.726027793267111,0.762128984356927,1,0.787604545971777
"ZEB1",-1,-1,-0.780407670889707,0.781188432597884,-1,0.048932563386561,-1,1,1,-1,-1,-0.72763640760895,-0.606700380949498,-1,0.513637738049468,0.76433868650764,0.787604545971777,1
