"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.701655226865064,-0.704471874605063,1,-0.0384002518214715,1,-1,-1,1,1,-0.302259311589054,0.515589476965897,1,-0.28441163132209,-0.265362468338744,-0.708471769712343,-1
"CD44s",-1,1,-0.701655226865064,0.704471874605063,-1,0.0384002518214715,-1,1,1,-1,-1,0.302259311589054,-0.515589476965897,-1,0.28441163132209,0.265362468338744,0.708471769712343,1
"CDH1",0.701655226865064,-0.701655226865064,1,-0.845619075216305,0.701655226865064,-0.202805926733123,0.701655226865064,-0.701655226865064,-0.701655226865064,0.701655226865064,0.701655226865064,-0.00390789022854447,0.654736821877945,0.701655226865064,-0.582756757176153,-0.39930770901728,-0.687218034352291,-0.701655226865064
"EMT",-0.704471874605063,0.704471874605063,-0.845619075216305,1,-0.704471874605063,0.206802302774056,-0.704471874605063,0.704471874605063,0.704471874605063,-0.704471874605063,-0.704471874605063,0.00670521057558182,-0.653538639985188,-0.704471874605063,0.579953175354922,0.396523413832726,0.841610571388878,0.704471874605063
"ESRP1",1,-1,0.701655226865064,-0.704471874605063,1,-0.0384002518214715,1,-1,-1,1,1,-0.302259311589054,0.515589476965897,1,-0.28441163132209,-0.265362468338744,-0.708471769712343,-1
"EX-TGFB",-0.0384002518214715,0.0384002518214715,-0.202805926733123,0.206802302774056,-0.0384002518214715,1,-0.0384002518214715,0.0384002518214715,0.0384002518214715,-0.0384002518214715,-0.0384002518214715,-0.170540193356353,-0.233284089641764,-0.0384002518214715,0.46446336597499,0.0781199710203122,0.203208620867186,0.0384002518214715
"GRHL2",1,-1,0.701655226865064,-0.704471874605063,1,-0.0384002518214715,1,-1,-1,1,1,-0.302259311589054,0.515589476965897,1,-0.28441163132209,-0.265362468338744,-0.708471769712343,-1
"HA",-1,1,-0.701655226865064,0.704471874605063,-1,0.0384002518214715,-1,1,1,-1,-1,0.302259311589054,-0.515589476965897,-1,0.28441163132209,0.265362468338744,0.708471769712343,1
"HAS2",-1,1,-0.701655226865064,0.704471874605063,-1,0.0384002518214715,-1,1,1,-1,-1,0.302259311589054,-0.515589476965897,-1,0.28441163132209,0.265362468338744,0.708471769712343,1
"MIR-1199",1,-1,0.701655226865064,-0.704471874605063,1,-0.0384002518214715,1,-1,-1,1,1,-0.302259311589054,0.515589476965897,1,-0.28441163132209,-0.265362468338744,-0.708471769712343,-1
"MIR-190",1,-1,0.701655226865064,-0.704471874605063,1,-0.0384002518214715,1,-1,-1,1,1,-0.302259311589054,0.515589476965897,1,-0.28441163132209,-0.265362468338744,-0.708471769712343,-1
"MIR-200",-0.302259311589054,0.302259311589054,-0.00390789022854447,0.00670521057558182,-0.302259311589054,-0.170540193356353,-0.302259311589054,0.302259311589054,0.302259311589054,-0.302259311589054,-0.302259311589054,1,0.182156878069928,-0.302259311589054,-0.413336256209707,-0.432374257673375,0.0107260427551763,0.302259311589054
"MIR-34",0.515589476965897,-0.515589476965897,0.654736821877945,-0.653538639985188,0.515589476965897,-0.233284089641764,0.515589476965897,-0.515589476965897,-0.515589476965897,0.515589476965897,0.515589476965897,0.182156878069928,1,0.515589476965897,-0.768822035740729,-0.382463154320402,-0.657142826130845,-0.515589476965897
"MIR-340",1,-1,0.701655226865064,-0.704471874605063,1,-0.0384002518214715,1,-1,-1,1,1,-0.302259311589054,0.515589476965897,1,-0.28441163132209,-0.265362468338744,-0.708471769712343,-1
"SNAIL1",-0.28441163132209,0.28441163132209,-0.582756757176153,0.579953175354922,-0.28441163132209,0.46446336597499,-0.28441163132209,0.28441163132209,0.28441163132209,-0.28441163132209,-0.28441163132209,-0.413336256209707,-0.768822035740729,-0.28441163132209,1,0.613645487569862,0.575939797272397,0.28441163132209
"TGFB",-0.265362468338744,0.265362468338744,-0.39930770901728,0.396523413832726,-0.265362468338744,0.0781199710203122,-0.265362468338744,0.265362468338744,0.265362468338744,-0.265362468338744,-0.265362468338744,-0.432374257673375,-0.382463154320402,-0.265362468338744,0.613645487569862,1,0.39288936712697,0.265362468338744
"VIM",-0.708471769712343,0.708471769712343,-0.687218034352291,0.841610571388878,-0.708471769712343,0.203208620867186,-0.708471769712343,0.708471769712343,0.708471769712343,-0.708471769712343,-0.708471769712343,0.0107260427551763,-0.657142826130845,-0.708471769712343,0.575939797272397,0.39288936712697,1,0.708471769712343
"ZEB1",-1,1,-0.701655226865064,0.704471874605063,-1,0.0384002518214715,-1,1,1,-1,-1,0.302259311589054,-0.515589476965897,-1,0.28441163132209,0.265362468338744,0.708471769712343,1
