states,Avg0,SD0,frust0
'1010011',0.048466666666666665,0.0012229290885229424,0.1875
'1000011',0.09516666666666666,0.0029847761874031513,0.25
'1001010',0.10316666666666667,0.002117125934426723,0.4375
'1010010',0.09963333333333335,0.0012657891697365016,0.25
'1011010',0.10343333333333334,0.0032262809686834306,0.25
'0100101',0.10166666666666667,0.0015107025591499525,0.25
'0101100',0.04883333333333334,0.0030619528989773103,0.1875
'0111100',0.09933333333333333,0.0013424687043734824,0.25
'0101101',0.09903333333333335,0.0018372685039360884,0.25
'0110101',0.10360000000000001,0.004152910625894405,0.4375
'0111101',0.04936666666666667,0.0025381533094401953,0.4375
'1000010',0.0483,0.0027531799795872413,0.4375
