states,Avg0,SD0,frust0
'1110001',0.043800000000000006,0.0005715476066494076,0.25
'0011110',0.04293333333333333,0.0020072092289766144,0.3125
'0101100',0.03186666666666667,0.00044969125210773454,0.1875
'0010110',0.029466666666666665,0.0006649979114420004,0.4375
'0101101',0.06346666666666667,0.0015062831370260027,0.25
'1111001',0.029633333333333334,0.0013021349989749754,0.375
'0110101',0.025866666666666666,0.0008653836657164783,0.4375
'1010010',0.06633333333333334,0.0030739045022396007,0.25
'1000010',0.032799999999999996,0.000616441400296898,0.4375
'1101001',0.0297,0.0017682382946499783,0.4375
'1011010',0.05383333333333334,0.002584999462712173,0.25
'0110100',0.05203333333333333,0.0022425184255405553,0.375
'0111101',0.0332,0.0015748015748023624,0.4375
'0001110',0.04413333333333333,0.0011085526098877263,0.25
'0111100',0.068,0.003244482495971688,0.25
'1001011',0.049933333333333337,0.0008178562764256853,0.375
'1000011',0.06393333333333333,0.0011264496832477224,0.25
'1100001',0.044466666666666675,0.002732926799035952,0.3125
'1010011',0.03043333333333333,0.0016336734339790445,0.1875
'0100101',0.0531,0.0023338094752285723,0.25
'0000110',0.029233333333333333,0.0003858612300930079,0.375
'0100100',0.0267,0.00176823829464998,0.3125
'1001010',0.027733333333333332,0.0011728408057172775,0.4375
'1011011',0.027399999999999997,0.0010677078252031313,0.3125
