"Network","JSD"
"rand_1",0.415729276757722
"rand_10",0.354863424215562
"rand_100",0.129979152428041
"rand_11",0.5
"rand_12",0.0990202950307377
"rand_13",0.43205230147919
"rand_14",0.5
"rand_15",0.5
"rand_16",0.5
"rand_17",0.212911852135824
"rand_18",0.5
"rand_19",0.419970459326211
"rand_2",0.211443182946462
"rand_20",0.5
"rand_21",0.5
"rand_22",0.5
"rand_23",0.749731572506736
"rand_24",0.266427176654951
"rand_25",0.5
"rand_26",0.370205565975356
"rand_27",0.285371838438064
"rand_28",0.5
"rand_29",0.0302929867291893
"rand_3",0.5
"rand_30",0.269911343312497
"rand_31",0.5
"rand_32",0.216464638496602
"rand_33",0.282717732368312
"rand_34",0.5
"rand_35",0.0965213676142635
"rand_36",0.5
"rand_37",0.5
"rand_38",0.287924824714724
"rand_39",0.131555172872348
"rand_4",0.5
"rand_40",0.383238923567645
"rand_41",0.5
"rand_42",0.5
"rand_43",0.425952880611336
"rand_44",0.223585125438166
"rand_45",0.270334278377888
"rand_46",0.5
"rand_47",0.134981003064579
"rand_48",0.302977805312734
"rand_49",0.5
"rand_5",0.5
"rand_50",0.140611740470849
"rand_51",0.241034679192908
"rand_52",0.272885711961845
"rand_53",0.216614684738336
"rand_54",0.424961681185665
"rand_55",0.27496302877344
"rand_56",0.313920033114905
"rand_57",0.5
"rand_58",0.152259242394028
"rand_59",0.5
"rand_6",0.624532590388878
"rand_60",0.309889924314018
"rand_61",0.456342341584935
"rand_62",0.272876894040074
"rand_63",0.5
"rand_64",0.5
"rand_65",0.5
"rand_66",0.154118297997841
"rand_67",0.269839034920609
"rand_68",0.620896439151999
"rand_69",0.444498214121231
"rand_7",0.5
"rand_70",0.5
"rand_71",0.128725884372656
"rand_72",0.5
"rand_73",0.5
"rand_74",0.5
"rand_75",0.5
"rand_76",0.124680064113018
"rand_77",0.5
"rand_78",0.5
"rand_79",0.5
"rand_8",0.5
"rand_80",0.213899178852997
"rand_81",0.274372605183706
"rand_82",0.5
"rand_83",0.5
"rand_84",0.193246261508485
"rand_85",0.451929758717735
"rand_86",0.165910875048307
"rand_87",0.155903386830442
"rand_88",0.5
"rand_89",0.269155919318855
"rand_9",0.456120902969888
"rand_90",0.5
"rand_91",0.31703010297875
"rand_92",0.538717448525381
"rand_93",0.439916454835763
"rand_94",0.5
"rand_95",0.5
"rand_96",0.5
"rand_97",0.0885914860289132
"rand_98",0.5
"rand_99",0.151158811939926
