states,flag,Avg0,SD0,frust0
'1000011',0,0.0818,0.0012083045973594556,0.25
'1110001',0,0.0468,0.0017107503227141783,0.25
'0101100',0,0.042966666666666674,0.0019703355608175514,0.1875
'1010010',0,0.08503333333333334,0.0010624918300339505,0.25
'0111100',0,0.08343333333333335,0.0004189935029992188,0.25
'1010011',0,0.0411,0.0007874007874011801,0.1875
'1000010',0,0.0409,0.0010708252269472664,0.4375
'0111101',0,0.04093333333333333,0.0019293061504650371,0.4375
'1001010',0,0.0776,0.0022015146301277767,0.4375
'0101101',0,0.08216666666666667,0.003070649587447077,0.25
'0110101',0,0.0795,0.0021463146709340348,0.4375
'1011010',0,0.07890000000000001,0.0021740898478827104,0.25
'0100101',0,0.07716666666666666,0.0011953614051360734,0.25
'1100001',0,0.04786666666666667,0.0009877021593352718,0.3125
'0001110',0,0.04753333333333334,0.0033688111981660367,0.25
'0011110',0,0.0463,0.003047403266170506,0.3125
