states,flag,Avg0,SD0,frust0
'1110001',1,0.10683333333333334,0.002221611027060219,0.25
'0100101',1,0.13243333333333332,0.0016048537489614244,0.25
'0101100',1,0.15280000000000002,0.00361201698039568,0.1875
'0001110',1,0.10716666666666667,0.0009843215373488937,0.25
'1111001',1,0.05046666666666667,0.0006599663291074459,0.375
'1011010',1,0.135,0.003359563463705757,0.25
'1010010',1,0.0569,0.0002828427124746173,0.25
'0000110',1,0.05103333333333334,0.002347102232304525,0.375
'1010011',1,0.15186666666666668,0.002347102232304516,0.1875
'0101101',1,0.0555,0.0018184242262647811,0.25
