states,flag,Avg0,SD0,frust0
'1001100',0,0.0029999999999999996,0.000374165738677394,0.375
'1000010',0,0.025833333333333333,0.0008259674462242577,0.4375
'1011010',0,0.055966666666666665,0.0014055445761538671,0.25
'0100101',0,0.05276666666666666,0.0026712460679532237,0.25
'0101101',0,0.08343333333333335,0.0008576453553512423,0.25
'1011011',0,0.028766666666666666,0.0005557777333511021,0.3125
'1000011',0,0.09303333333333334,0.0034412530017745315,0.25
'0101100',0,0.05043333333333333,0.0013474255287605167,0.1875
'1101001',0,0.0030000000000000005,0.0001632993161855453,0.4375
'0111001',0,0.007233333333333334,0.00018856180831641235,0.5
'0110100',0,0.05206666666666667,0.0017172329163188354,0.375
'0111101',0,0.02766666666666667,0.0011323525167642023,0.4375
'1010011',0,0.051699999999999996,0.001143095213298816,0.1875
'1001011',0,0.055733333333333336,0.002067741655902778,0.375
'0100001',0,0.0018000000000000002,0.0006164414002968975,0.4375
'0111100',0,0.08843333333333332,0.0038002923864121603,0.25
'0100100',0,0.028766666666666666,0.0018190351532856334,0.3125
'0011011',0,0.0009666666666666666,0.00012472191289246472,0.4375
'1000100',0,0.002333333333333333,0.0004921607686744466,0.5
'1010010',0,0.08206666666666666,0.0020853989759489376,0.25
'0110101',0,0.0178,0.000993310961716755,0.4375
'1111011',0,0.0037333333333333337,0.0007408703590297624,0.375
'1100011',0,0.007699999999999999,0.0008640987597877149,0.3125
'1100001',0,0.0045000000000000005,0.0003265986323710902,0.3125
'1111100',0,0.0021,0.000282842712474619,0.375
'0010011',0,0.0022,0.0001632993161855451,0.3125
'0000111',0,0.0028000000000000004,0.0007348469228349535,0.4375
'1110001',0,0.0064,0.000725718035235908,0.25
'1010110',0,0.0016,0.000282842712474619,0.5625
'0010000',0,0.0002,8.16496580927726e-5,0.625
'0000100',0,0.0037,0.0002943920288775951,0.375
'0001100',0,0.008333333333333333,0.0010274023338281626,0.25
'0011100',0,0.006599999999999999,0.0005354126134736337,0.3125
'1101011',0,0.0046,0.0004242640687119284,0.4375
'0010010',0,0.0011,0.00014142135623730948,0.375
'1101010',0,0.0017000000000000001,0.00014142135623730948,0.625
'1000111',0,0.002,0.00029439202887759485,0.5625
'1111000',0,0.0031,0.000374165738677394,0.4375
'1101100',0,0.0019666666666666665,0.0003091206165165234,0.3125
'1111010',0,0.0047,0.0008602325267042625,0.4375
'1001010',0,0.019533333333333333,0.0006548960901462822,0.4375
'0001110',0,0.0061333333333333335,0.000740870359029762,0.25
'0000110',0,0.003233333333333333,0.0006236095644623236,0.375
'0111110',0,0.00046666666666666666,9.42809041582063e-5,0.5
'0011110',0,0.0047666666666666664,9.428090415820618e-5,0.3125
'0000011',0,0.0022333333333333333,0.00024944382578492944,0.375
'1000110',0,0.0074333333333333335,0.0008993825042154695,0.5
'0010101',0,0.0014666666666666667,0.00032998316455372216,0.625
'1110011',0,0.009399999999999999,0.00035590260840104364,0.25
'0010111',0,0.0011,0.000282842712474619,0.625
'0010100',0,0.004266666666666667,0.0006018490028422597,0.4375
'0000101',0,0.004566666666666667,0.00030912061651652346,0.4375
'0110001',0,0.006666666666666665,0.00041096093353126513,0.375
'0110011',0,0.002733333333333333,0.00023570226039551585,0.375
'0111011',0,0.0022666666666666664,0.00033993463423951894,0.5
'1010100',0,0.0010333333333333334,0.00016996731711975944,0.5625
'0100011',0,0.0017666666666666666,0.00046427960923947056,0.4375
