Source,Target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
ZEB,Ecad,-0.3817650977432418,-0.5495493598379786,-0.9363174091816742,-0.698996436860545,-0.6024716416439944,-0.648942554052583,-0.4892941765369274,-0.318787954409498,-0.6528974247556594,-0.2536728362383647,-0.1378355944519445,-0.7323530170755248,-0.2298614860133161,-0.8192784594690627,-0.06360300072957,-0.7477571747543743,-0.2917887361592701,-0.8817776262806827,-0.4606567437958542,-0.3969154119895934,-0.2333810772098725,-0.638622098952117,-0.5328900747442284,-0.3306685462597047,-0.0156647842246155,-0.4130761790319042,-0.0217533213320504,-0.5653808734949861,-0.9848897449669156,-0.6984960878989015,-0.4559180691461009,-0.0403025294901751,-0.3067797217253856,-0.0500302459509274,-0.0010893941874667,-0.8323530435557251,-0.1007899916332886,-0.0976762066415171,-0.1158970439304309,-0.2480058812694929,-0.9204977259791391,-0.7605204766791667,-0.369211674915241,-0.4173243775603787,-0.2850696936063315,-0.0148349286604037,-0.6669944926080162,-0.2337223560825123,-0.498961757151805,-0.243833199396861,-0.0550960985686539,-0.2538972274122255,-0.1363905411036836,-0.8760794805464214,-0.6950978286801939,-0.8687902636311986,-0.761360151385365,-0.8498287249970427,-0.978832336379256,-0.0235448158286477,-0.6393202596639813,-0.1629575472420787,-0.4169216875397459,-0.4419314773659759,-0.9008801474632206,-0.0470273273756676,-0.270674872570934,-0.0470819617955498,-0.5691713463511447,-0.5765615602770284,-0.007793672814883,-0.9711298463628268,-0.090852532145603,-0.3007874665615604,-0.7346483505052117,-0.5145143192243822,-0.7940433678975845,-0.2471880228126044,-0.1347656903231724,-0.0699030090053882,-0.0268934940490466,-0.8528057995739433,-0.3484990055951258,-0.4721743937341747,-0.3183580000850077,-0.4390115067962357,-0.2348443417154069,-0.9244716925086952,-0.0766446777506013,-0.587521762504893,-0.6204063870306691,-0.6757792090214885,-0.1598312881250192,-0.5885754658886284,-0.0450178212215652,-0.6261874831536096,-0.8972641298362816,-0.6345517730229853,-0.8529642715066645,-0.3225956969432693
ZEB,GRHL2,-0.9181534319228648,-0.4823424798957956,-0.1237449025800199,-0.5753031514347995,-0.5081288582061887,-0.4609815921697151,-0.6576187778981661,-0.0639779664283448,-0.7449399092910927,-0.570510784671898,-0.7853456239024443,-0.4060728382984473,-0.5486991202527205,-0.3931930662617238,-0.7473042744220741,-0.5321664393563228,-0.8254840120598825,-0.9361595108876116,-0.2135777044041438,-0.6399329807471643,-0.4554864778136478,-0.8953447648652775,-0.752485327411748,-0.8855285865828766,-0.4903891362807504,-0.3672090327008765,-0.2753804171839031,-0.9014110653256876,-0.5190070236964728,-0.7757722701968548,-0.0066684347246659,-0.1351301026983666,-0.8309283541126282,-0.1643809670442508,-0.4525347374891295,-0.851849948307394,-0.9663128738999184,-0.0204531268073626,-0.9184304274992596,-0.4311801203592817,-0.1583722331400181,-0.1367507663177254,-0.9381754385580884,-0.7805555428042186,-0.8757888660714932,-0.8870550081434265,-0.7863928635657056,-0.9267268913993888,-0.2351290576079192,-0.4919668616911543,-0.3350710873558871,-0.625870250081312,-0.843665347403838,-0.3076226014447163,-0.9423536580563324,-0.5061648688936886,-0.708981361500205,-0.9048274747428426,-0.0365581130334522,-0.1972460286220128,-0.1047147020091925,-0.1456018960370775,-0.0743156085366474,-0.963916187747016,-0.2058242392443672,-0.83180818360107,-0.3315663310705881,-0.600973272082727,-0.3889023462042056,-0.2025985953379812,-0.7309945941049609,-0.7577546460019289,-0.5596719793463034,-0.3868491310774573,-0.7561225916178604,-0.666210158397373,-0.6036969775037471,-0.7167759866008108,-0.744119560195079,-0.1376214089558769,-0.5360887460172503,-0.735530158392141,-0.4092946208829175,-0.8645233345186736,-0.0827200866507658,-0.7952232254440497,-0.5279010371263362,-0.5377122201740616,-0.3156972509313287,-0.6411813359187484,-0.5410685657478944,-0.6178809021117972,-0.9301800261152626,-0.8210311476546404,-0.8831703790244243,-0.3488031819354349,-0.0224570748391534,-0.3754887749012965,-0.3646830607458713,-0.7126939350091612
miR200,KEAP1,-0.3145445067991728,-0.6604665294350756,-0.2443576164538852,-0.089348293179692,-0.1592559177073698,-0.7426126853745811,-0.4502316496920688,-0.6110389923951147,-0.4902814641386182,-0.941373969033026,-0.7502800928125144,-0.4631798399104996,-0.5149169246872423,-0.480183573186735,-0.8548802914953981,-0.0390643712950398,-0.1354864123340482,-0.901582238191105,-0.440043226715894,-0.7042740311957341,-0.985210280032094,-0.8565597687694657,-0.4016609402979076,-0.2635760868479995,-0.6152821031439177,-0.5770311274376307,-0.8094902392950283,-0.6480380289434065,-0.6393779245733391,-0.7327438374452047,-0.1334902227031786,-0.131528475029987,-0.9300505610400605,-0.401661122205996,-0.8207676172830867,-0.5976750514869733,-0.2516007275965952,-0.1779219468144974,-0.7272962729502357,-0.2117748947481463,-0.5117845490799708,-0.8837960106693394,-0.2239349667058774,-0.6449679584548091,-0.3244562656234644,-0.6529556160313617,-0.716412732296309,-0.3726380088897041,-0.9454064810434426,-0.984169180618274,-0.7919926268192945,-0.2316577704258773,-0.8633860824241588,-0.9946965730439216,-0.7765841550083181,-0.6347038857935092,-0.206801793416872,-0.6143690182372752,-0.7522512691074963,-0.4724789934489866,-0.1524728810069924,-0.2889438507316153,-0.0393635847185489,-0.9099154299928436,-0.3420643613366572,-0.3463501361235321,-0.845509446951777,-0.1234182134640446,-0.0378481134111758,-0.0226026025306826,-0.4832541463230484,-0.6794897954483552,-0.8084224580178865,-0.5174966472382876,-0.8109243749052439,-0.8121515304528621,-0.1484355305825269,-0.837249260722368,-0.7936146485650561,-0.0323188413301183,-0.831406489820222,-0.9866451309327922,-0.9904516518052084,-0.6056905762921294,-0.0684883201246762,-0.5669710676519963,-0.8577369968241255,-0.6428705078502335,-0.8243741626121861,-0.2828528488491197,-0.4983763906806135,-0.641801077142931,-0.2027307805023708,-0.8797203541546634,-0.6558139961280971,-0.3769544860314202,-0.5511913196196427,-0.3717339970345326,-0.4389990185498322,-0.1526519724810924
Ecad,NRF2,-0.0922315289729585,-0.4829769399066845,-0.1884677027223344,-0.4798248790878918,-0.9845422740537584,-0.162900029920755,-0.9980511991149514,-0.6065016098230254,-0.4120702968099603,-0.6149092600880828,-0.1755891699953253,-0.8224775935726611,-0.9000859701216506,-0.2842929581181923,-0.3531802856153867,-0.1084254537738447,-0.8029239026122181,-0.90625910745573,-0.4784894537828537,-0.1182953315946115,-0.0654626849478217,-0.2527263519233398,-0.2611313311690459,-0.040558924876644,-0.0621149621762566,-0.7747569079810874,-0.0417089527397283,-0.0736922538962794,-0.2677264046130212,-0.7159824040345764,-0.4362150656770405,-0.5750966329252851,-0.0138857493304362,-0.979227268783404,-0.703504688247472,-0.7002846855954019,-0.5642335186072656,-0.1825807679086675,-0.5750577360154407,-0.2836654109960439,-0.9202533516039728,-0.5101636920831554,-0.4562151805303494,-0.2228237620040927,-0.1135016983627614,-0.1300380406988155,-0.719146332710763,-0.6844614955013977,-0.7405268133296268,-0.1769901166589975,-0.1389504405588884,-0.3060602689939651,-0.91809704767051,-0.4014868714632296,-0.1087737689915326,-0.3828162689600567,-0.7992987849197688,-0.4879535397058308,-0.6180422436247244,-0.4859840018113968,-0.2185897542152834,-0.0181345540152371,-0.4759418987911079,-0.0568378921688546,-0.9716276589836156,-0.8100981607940427,-0.1265725206957857,-0.2574863627573243,-0.8656590152143748,-0.3042138679612689,-0.3890951885318707,-0.3013790263703848,-0.3786535425643544,-0.9805949558886304,-0.0628006292659144,-0.1987916093650243,-0.8780911662861592,-0.5942308630638313,-0.1355595018579003,-0.2210397944955486,-0.0034215383073805,-0.763960978187515,-0.3732455696447412,-0.2856286514939026,-0.4354467320120858,-0.1494610106429894,-0.4370214037801923,-0.2987915075094474,-0.8127139562566297,-0.6999031089050958,-0.9788450480574324,-0.4820404993809353,-0.8185785960346033,-0.8035356033106775,-0.6367794337372401,-0.9836615313581508,-0.731606682851339,-0.4513268038119067,-0.3382017296604562,-0.2226262714192208
KEAP1,NRF2,-0.7406913557390999,-0.8929537747927447,-0.7383644043800621,-0.4823725450583036,-0.542215631806582,-0.3780385837946871,-0.093280139988118,-0.554307960895503,-0.4495063075817596,-0.7380075434050644,-0.71628526677741,-0.7962357241970108,-0.5849806219562361,-0.7588406024739611,-0.7322966885183695,-0.6934898757181776,-0.4665242316467857,-0.0896899261422679,-0.6995438762590211,-0.6404611136391749,-0.2948511891572583,-0.7886452512044613,-0.8950617656150854,-0.3420071400221376,-0.5157688883824727,-0.90958445279335,-0.3096640407369637,-0.992936961194986,-0.1639487629814908,-0.4107397952292495,-0.7590275676503879,-0.1012007029951747,-0.4396239355717746,-0.9273618606593884,-0.6183131189894686,-0.0076055740863196,-0.1474880223238952,-0.9180850207936446,-0.4211665854814586,-0.3475302906262831,-0.4193836961790194,-0.9803241599644212,-0.5686734994610427,-0.5876072623808983,-0.6547891110761288,-0.4769983644605846,-0.1610331013035026,-0.9280900070433156,-0.2195021554262974,-0.6058531703530114,-0.9877968002833584,-0.1682081435695077,-0.8912797676377018,-0.2027691100446103,-0.913724175540058,-0.4056331736404728,-0.1671923997032967,-0.5192170089174204,-0.828213202278562,-0.3762807492525526,-0.2719453906926283,-0.5157143593611402,-0.7676389851461716,-0.8250617840931274,-0.4625629974661716,-0.7383195759397738,-0.4864447601184329,-0.8591951957009558,-0.5239268045772603,-0.377000265538993,-0.4630935963922975,-0.4581419621672833,-0.3226172914434209,-0.877106077700748,-0.7508906895620615,-0.7237191801749276,-0.1904563470749756,-0.3085528008239069,-0.387900642919849,-0.2090556154820277,-0.7495243959952225,-0.1484154881523145,-0.074249203735808,-0.5351400591095103,-0.098859171162579,-0.7085185866890864,-0.1039311900657167,-0.6907145794680261,-0.3132390906689206,-0.0294561002762774,-0.9469000087313508,-0.4118402552506337,-0.2529410969515757,-0.4066731911972281,-0.9938359923837649,-0.2782673172897696,-0.0264281138433737,-0.7921571763306385,-0.6684282898253124,-0.0766593483691149
OVOL2,OVOL2,-0.1616788179695234,-0.5750630392692024,-0.8505961488215552,-0.5881219847945678,-0.8503606971230604,-0.2900475638277764,-0.7418591573308795,-0.3202522030264947,-0.6965648737795787,-0.9032373788063104,-0.5902379888935156,-0.0155554511364166,-0.2752448990737066,-0.5099478871502106,-0.130398079821645,-0.3082708651693151,-0.5977185709140376,-0.3973549972734169,-0.2504643777630999,-0.1483153129307082,-0.4517755524517788,-0.3691591094638975,-0.8201260747432066,-0.301912677549861,-0.6103189367786668,-0.120889427099232,-0.5606260530996372,-0.2222597754089474,-0.2903762551297346,-0.8948170896901362,-0.3110882558166628,-0.1328305021620011,-0.4739177481229975,-0.7607898295350941,-0.6735293983667856,-0.6336991506314498,-0.5276742991150198,-0.8237452694281624,-0.4444273802432741,-0.3758639927368463,-0.0879104201431366,-0.7991783472110465,-0.0460516680956439,-0.5547150193136425,-0.903616877248986,-0.5156556410254562,-0.8073149747213932,-0.4887970663402239,-0.2915745227715616,-0.0219823753789452,-0.2245399562531516,-0.3566553988367686,-0.4288680361392976,-0.2579901975398067,-0.5555876675904283,-0.6927753741121712,-0.7278615960428756,-0.0368347871496919,-0.6823361318360994,-0.2164251547047102,-0.7531106578829896,-0.0469428118210653,-0.2283334562670442,-0.0599670731812287,-0.9526917579350616,-0.7006544073096452,-0.3538297243248138,-0.0077542381364001,-0.1365803363668205,-0.0471778031459015,-0.8139882523396198,-0.4527654808394188,-0.765824695560978,-0.8539584814220169,-0.7289020712203231,-0.8894022837442117,-0.349695503908614,-0.588867535342388,-0.3812738658851802,-0.4692858174727023,-0.8071216282242972,-0.5371077476864365,-0.7940064109810805,-0.8794392814120633,-0.1046349953728469,-0.7404616643702087,-0.850677339190659,-0.1621408569656128,-0.9985137841997505,-0.4849306291189994,-0.8042056088430283,-0.5307643089814413,-0.190375212907524,-0.6602600794034417,-0.1225132934253954,-0.6964804419296085,-0.2751417506137252,-0.4514282275426986,-0.3717193011660611,-0.4812147765881378
ZEB,OVOL2,-0.2231345960348558,-0.2325998609898629,-0.5197889886381453,-0.1389723315998645,-0.0112097244740709,-0.9276610020826817,-0.9341046898625552,-0.7706215950208113,-0.2122293221464868,-0.3035172450337522,-0.7598973279627241,-0.7336644349415429,-0.4234714064801441,-0.5102856262172557,-0.0329781364853776,-0.7157933028130288,-0.6785114775004581,-0.4012860178144399,-0.860486351963432,-0.9912091618023984,-0.2921814322668687,-0.0001469930100677,-0.9556821660208364,-0.1527218658625133,-0.7430020002651492,-0.1552788498974846,-0.8401972712099657,-0.6116074383842907,-0.1743925527589922,-0.5378786689581647,-0.381685480346194,-0.7516837236439318,-0.2743962158912776,-0.5281602506334651,-0.5561985809751329,-0.8870627122515415,-0.2943204733078974,-0.5543999544950156,-0.5266819475768632,-0.0985137047705762,-0.0232619276523762,-0.0105048904162348,-0.5048407116271822,-0.706027331417264,-0.3798233461011897,-0.5436996329969648,-0.2766820251977646,-0.8681271817803808,-0.1787490057263054,-0.2637587696889587,-0.4369366370518601,-0.8495167529023988,-0.5532477953149066,-0.6485639189987551,-0.666296946404838,-0.9544594911846428,-0.4000323602669631,-0.1128005519547428,-0.9069550853953076,-0.4457200186652068,-0.3339710477965631,-0.1680654092169424,-0.1322621125005143,-0.8531882337974008,-0.6508770099766832,-0.8058379037423469,-0.3454763420354314,-0.4286133523238962,-0.1277706311353232,-0.2660201201881265,-0.5541545948852236,-0.6438512853183562,-0.0360077408873809,-0.8533301513614711,-0.0159481011192985,-0.2435954459082381,-0.2592276812560496,-0.8400733922851256,-0.4447116615715103,-0.9281804330345584,-0.8354869981069282,-0.7938537195532132,-0.1578881487938916,-0.5328672321313774,-0.6874036503645855,-0.4670386201676615,-0.9985879668958684,-0.8313190394890799,-0.2564593085497622,-0.1472559129800288,-0.5533918997538319,-0.0210496675866618,-0.3261554156471533,-0.1796604008111122,-0.2362284513043275,-0.235029849706192,-0.7422556443419372,-0.0834296137067651,-0.4396971125780837,-0.7416282911520038
Iext,SNAIL,0.6877609324056426,0.8573073447367685,0.5339289329132537,0.6864412396723467,0.0152184109779971,0.2131649650252858,0.0806897388796632,0.4844582330951077,0.8474490239087114,0.0267676449909621,0.7824772598839491,0.6000553209964257,0.3523472425300136,0.774694692775012,0.8059243094228086,0.0725118560360167,0.5470933701912482,0.7404988137111446,0.0153079352597664,0.5818727040149563,0.0432147331356176,0.2928228574979969,0.4834720519816506,0.3528119801067584,0.2908396252940117,0.1274009021768878,0.2524555258927057,0.9541759892435192,0.6692308950980683,0.5721904011240377,0.6544674931090182,0.4526758812209972,0.7204842476055433,0.3922039567605748,0.8898136320504106,0.8908282419601539,0.4711421504139583,0.646961100479696,0.9545782915068808,0.1801228436551456,0.05944123681089,0.7585399514103781,0.8014915398060072,0.6610729335816188,0.214911080975092,0.5505502805637887,0.454916102264892,0.783357546977975,0.6255719052896123,0.1791025988349415,0.5710681008267842,0.4763412965788502,0.7310082020564503,0.3994411054806732,0.6410068120534094,0.5938992574781847,0.1696106234318259,0.6286113514815337,0.8173343184103421,0.3888746935806724,0.0426529221149847,0.1802415877134662,0.3552913502774946,0.6426250416194357,0.7647714893822393,0.9233475945577,0.4356087128813268,0.5925528754037956,0.1511738749839646,0.038865054397096,0.5796854151794679,0.0122469453497038,0.6667371641230317,0.9148585356431598,0.7992739448762587,0.0405409064039854,0.5116106220907122,0.6863931040216777,0.5935554027469476,0.9521437297274008,0.2094715906212021,0.9975803368330828,0.2231587577999312,0.9758588452031214,0.5330520336699385,0.5672436819721538,0.2483660115904136,0.7829800905962288,0.95619726683089,0.5212634038909967,0.8854964899332467,0.1989508243469722,0.0895131339065857,0.8337132182271361,0.1098124203201273,0.8645151155398823,0.4206500198889296,0.5107603878177802,0.3521733828208875,0.5445508325107375
NRF2,SNAIL,-0.7086956853060471,-0.8477811177039052,-0.593189747973516,-0.3726775583427419,-0.9449099865779278,-0.7999475420715596,-0.9587758131796482,-0.8009906548753183,-0.9404248420029588,-0.2033877346831336,-0.159811318722274,-0.8920735650103346,-0.452934193044368,-0.0191040056807694,-0.2582988762320204,-0.1977983117483359,-0.2373688162515945,-0.8236836006591537,-0.5259220637622508,-0.3649845786048622,-0.64289187486629,-0.268293548572976,-0.7288372812869464,-0.0816792327980342,-0.8775849653789958,-0.5491970264010393,-0.1012212955496008,-0.6563890559480523,-0.2584080868373757,-0.4550845823602458,-0.5310606216426179,-0.4901417898069964,-0.6620769475371404,-0.7086614893454417,-0.5367508230306599,-0.0665298720388472,-0.3403488353078121,-0.6225611735795182,-0.2333316655766319,-0.5874290103126152,-0.0795700082450847,-0.2220572232948532,-0.3671998195588439,-0.6161923318993372,-0.349447277071665,-0.8317210375520976,-0.5180736415661509,-0.2615600655068797,-0.8319102396931466,-0.4711596092224275,-0.2977343431629669,-0.6967274195345801,-0.8907047983986429,-0.3851037069157175,-0.4058800387059691,-0.1562657900315862,-0.0142136611651062,-0.8828247995156857,-0.7481877182125114,-0.2793011074525562,-0.4725671275969296,-0.6663138151361274,-0.1264008484724006,-0.7638564023971863,-0.0006486083916477,-0.8038106059239374,-0.7171859354219172,-0.4882003017615952,-0.4578642456494632,-0.2071430696646434,-0.8822436311796511,-0.5709525676961504,-0.3306318560782726,-0.3879670939924344,-0.8814947398620372,-0.7336885323350928,-0.3532692556504799,-0.2141659238775604,-0.2844002628690572,-0.1907993545499848,-0.6860086935489658,-0.3028101575721273,-0.0070819591026758,-0.3760604920098005,-0.4666384090231323,-0.1011509914055581,-0.5977914150863428,-0.5451953733900068,-0.9288211577895658,-0.3888347835352348,-0.2462383234116356,-0.0970615952863704,-0.9939361742739612,-0.7327588148067625,-0.8537189934044049,-0.2823684402091722,-0.3107670354461724,-0.8219687591986939,-0.6706207180667498,-0.1660317023872055
SNAIL,SNAIL,-0.3416003236227403,-0.1397948744715245,-0.1390688625762079,-0.0170563098638336,-0.9158245589177736,-0.0291544980020068,-0.5983542725583901,-0.161735943050294,-0.1427212754948061,-0.9338326824559976,-0.8200031091945039,-0.7627877419592681,-0.544309408509811,-0.2962170986497483,-0.0872360699417029,-0.3905694181918362,-0.8550325768848255,-0.0842092989769092,-0.8882541820154957,-0.005863878511358,-0.7722804100462639,-0.7335855972166765,-0.1449561251969349,-0.7759652351295785,-0.0085084270770137,-0.118433094431662,-0.681829757257268,-0.2072848576029997,-0.1272766742419224,-0.4805917286156556,-0.6470440579759742,-0.6171112551519911,-0.3822861436556874,-0.762294239802433,-0.2764971019437763,-0.9288432050223918,-0.7965003474798642,-0.7286208691807416,-0.9888458693054556,-0.2940861339238712,-0.9585735808395806,-0.0220674803282647,-0.0405090728757353,-0.9985340190023336,-0.9791198872855658,-0.7902961362764334,-0.1117919148983836,-0.8944475470056727,-0.026053812833144,-0.3784193698121576,-0.9081409817442708,-0.9802396185520356,-0.9231313919889386,-0.6951750185158856,-0.2888279638728195,-0.9109454093352858,-0.6366988764851735,-0.1577829325576449,-0.1747189235059552,-0.0163877951769446,-0.992760081548381,-0.0821894626449719,-0.4562168822152626,-0.8274382926936044,-0.6736050850697166,-0.0400759807619135,-0.1640602315978907,-0.0129965903438069,-0.6823824751720216,-0.4983242508212384,-0.5992400568310192,-0.4609232342995124,-0.0247646943212758,-0.6702309777116782,-0.2046573104784563,-0.8563455025416906,-0.4758229100121165,-0.5224522403791716,-0.2486514391894607,-0.220781811493542,-0.9629930027424822,-0.5088957319413376,-0.3358553313585111,-0.2600882040741274,-0.4040578302904432,-0.0008854770252555,-0.9922439669437216,-0.7456582031306491,-0.7405540957734065,-0.4069121166741918,-0.1495278925952863,-0.9946775193541352,-0.8630419849893223,-0.6089734885186044,-0.9024900710374256,-0.4996058510707053,-0.9566619188757564,-0.2038268010264712,-0.5316064718907945,-0.5697551046066014
