"Network","JSD"
"rand_1",0.265681313369424
"rand_10",0.5
"rand_100",0.458828916296935
"rand_11",0.434776975276753
"rand_12",0.520445119510431
"rand_13",0.443285930151661
"rand_14",0.416156443101471
"rand_15",0.5
"rand_16",0.500975505708077
"rand_17",0.435402645662427
"rand_18",0.608290409569282
"rand_19",0.500709267372863
"rand_2",0.5
"rand_20",0.32959919309242
"rand_21",0.5
"rand_22",0.5
"rand_23",0.50028413788108
"rand_24",0.5
"rand_25",0.267605929953887
"rand_26",0.446673309892109
"rand_27",0.43471591068343
"rand_28",0.731561691245918
"rand_29",0.5
"rand_3",0.5
"rand_30",0.5
"rand_31",0.256147154185166
"rand_32",0.436589889239265
"rand_33",0.5
"rand_34",0.5
"rand_35",0.5
"rand_36",0.431590681874986
"rand_37",0.5
"rand_38",0.5
"rand_39",0.7513
"rand_4",0.5
"rand_40",0.5
"rand_41",0.5
"rand_42",0.5
"rand_43",0.702313955271358
"rand_44",0.434824461611917
"rand_45",0.5
"rand_46",0.267047790842692
"rand_47",0.5
"rand_48",0.434952888338348
"rand_49",0.5
"rand_5",0.5
"rand_50",0.257465128218394
"rand_51",0.466872617364269
"rand_52",0.5
"rand_53",0.377979231976498
"rand_54",0.468670819272237
"rand_55",0.417027214155037
"rand_56",0.377998659534179
"rand_57",0.5
"rand_58",0.263938210295196
"rand_59",0.58362269363854
"rand_6",0.500188273454272
"rand_60",0.677348113492229
"rand_61",0.5
"rand_62",0.26520794514037
"rand_63",0.5
"rand_64",0.467761188364054
"rand_65",0.5
"rand_66",0.175137413704517
"rand_67",0.270463965078784
"rand_68",0.619373178555028
"rand_69",0.5
"rand_7",0.5
"rand_70",0.500488600214215
"rand_71",0.5
"rand_72",0.521261518493852
"rand_73",0.5
"rand_74",0.396783454685109
"rand_75",0.5
"rand_76",0.5
"rand_77",0.5
"rand_78",0.396403627646877
"rand_79",0.412964237969122
"rand_8",0.609204399829908
"rand_80",0.706994232575238
"rand_81",0.521124758331853
"rand_82",0.376264855140067
"rand_83",0.5
"rand_84",0.5
"rand_85",0.319725317981397
"rand_86",0.5
"rand_87",0.520660516920382
"rand_88",0.414108899925241
"rand_89",0.5
"rand_9",0.5
"rand_90",0.5
"rand_91",0.5
"rand_92",0.5
"rand_93",0.520522408740114
"rand_94",0.5
"rand_95",0.5
"rand_96",0.5
"rand_97",0.396304432645556
"rand_98",0.5
"rand_99",0.5
