Cycles,Net Weights-1,Net Weights-2,Net Weights-3,Net Weights-4,Net Weights-5,Net Weights-6,Net Weights-7,Net Weights-8,Net Weights-9,Net Weights-10,Net Weights-11,Net Weights-12,Net Weights-13,Net Weights-14,Net Weights-15,Net Weights-16,Net Weights-17,Net Weights-18,Net Weights-19,Net Weights-20,Net Weights-21,Net Weights-22,Net Weights-23,Net Weights-24,Net Weights-25,Net Weights-26,Net Weights-27,Net Weights-28,Net Weights-29,Net Weights-30,Net Weights-31,Net Weights-32,Net Weights-33,Net Weights-34,Net Weights-35,Net Weights-36,Net Weights-37,Net Weights-38,Net Weights-39,Net Weights-40,Net Weights-41,Net Weights-42,Net Weights-43,Net Weights-44,Net Weights-45,Net Weights-46,Net Weights-47,Net Weights-48,Net Weights-49,Net Weights-50,Net Weights-51,Net Weights-52,Net Weights-53,Net Weights-54,Net Weights-55,Net Weights-56,Net Weights-57,Net Weights-58,Net Weights-59,Net Weights-60,Net Weights-61,Net Weights-62,Net Weights-63,Net Weights-64,Net Weights-65,Net Weights-66,Net Weights-67,Net Weights-68,Net Weights-69,Net Weights-70,Net Weights-71,Net Weights-72,Net Weights-73,Net Weights-74,Net Weights-75,Net Weights-76,Net Weights-77,Net Weights-78,Net Weights-79,Net Weights-80,Net Weights-81,Net Weights-82,Net Weights-83,Net Weights-84,Net Weights-85,Net Weights-86,Net Weights-87,Net Weights-88,Net Weights-89,Net Weights-90,Net Weights-91,Net Weights-92,Net Weights-93,Net Weights-94,Net Weights-95,Net Weights-96,Net Weights-97,Net Weights-98,Net Weights-99,Net Weights-100
['ZEB'],0.8881714934587637,0.2501241067546895,0.1360357134848699,0.3794603417643039,0.0239710864609918,0.1145389036165396,0.8569607747132606,0.6314487731611536,0.0788453321517046,0.4186149825216338,0.5914239443682159,0.8856950007392208,0.4338584541684249,0.1654426377488476,0.1568353086903493,0.080595400687305,0.9529687452673776,0.1987432798705952,0.1024517908373445,0.1421629282338206,0.9966049241368832,0.8109679090657851,0.2007079861648641,0.162739621213471,0.2676924019650097,0.6272254597539741,0.9663545443752828,0.7762762606991678,0.6505525022583625,0.5580272837682716,0.897286536156481,0.1509741811025924,0.1637367719994724,0.5765466430173154,0.2555597049027036,0.4942821824304799,0.9367239574707208,0.5150249862861003,0.5404593566325111,0.9692972844519944,0.0941505194470617,0.2601308385550245,0.1895209427949229,0.7375506109468775,0.6258294431033267,0.1072043711014236,0.020246213390439,0.9394098305873106,0.1837121215776866,0.6041139660156636,0.6788201303255053,0.8759282355660565,0.6333036526505609,0.2665865422949287,0.0944194334731804,0.8487474852617272,0.3196823676569442,0.8949698345474952,0.7875135489977987,0.1579926854744633,0.3017239906971281,0.4478453708205052,0.146537862597198,0.5536036411775391,0.531639024008566,0.8207444687110932,0.4477197521142759,0.9449070916951328,0.6268737216492848,0.4955496894617317,0.3508342523045396,0.1353421340645044,0.457086001783175,0.1168311448742054,0.8593659933261675,0.9396629809010976,0.6818207211566918,0.0117355627295627,0.625704427629642,0.400882655539811,0.8762350627085198,0.4491331448985423,0.5082175571763761,0.0535751922123672,0.3933886917969835,0.0530815220345974,0.4221092906717814,0.4613038101650055,0.7559019797211899,0.9609295265053486,0.8607996137792988,0.3528517021239521,0.5514053017656997,0.2232091319973628,0.3045859879073422,0.1118539807392344,0.3596586970480095,0.6787952139447615,0.8731926243654946,0.0030492110688067
"['miR34', 'SNAIL']",0.12579536119501833,0.4569857496933586,0.19130569236951744,0.11403534104835729,0.07945071957862894,0.49163947923712015,0.028494432175083382,0.7564735561424034,0.1524007691506791,0.16018763048758922,0.40225765422129556,0.4243940966194829,0.01657487284912305,0.11727541481120426,0.0695844680722841,0.04905791371977473,0.08537313376442265,0.2927648830949596,0.4688764515359112,0.20149965499714723,0.039831553491311227,0.5841926323455274,0.03612075366942047,0.07948463024291078,0.27996852068999156,0.1301350186643286,0.18899060142241372,0.16138855044210243,0.28231940141344464,0.20909939587027593,0.7458404003049651,0.007281279253989145,0.20386028414208265,0.05363328936601702,0.24828337935846903,0.06679067745344724,0.4587693795876432,0.24724511437105148,0.009193240738946293,0.4758648846326808,0.1302351218155041,0.07777639924518834,0.03642504653881213,0.303040486343108,0.27700043147649717,0.4920321226710262,0.04869611330157656,0.6180843548863888,0.10491367806843288,0.5122958526496646,0.035040454426019545,0.11422441434697714,0.1901348005044619,0.03171692203679509,0.26963088884474135,0.12733734691648307,0.6468974809716225,0.28603388570927607,0.1221751210854656,0.041103640240453036,0.08068013783250405,0.1896737525910644,0.33349149439739234,0.2691403510634853,0.04910042158466599,0.06909837131790039,0.19087305248779626,0.3748973705128032,0.14122272700050778,0.09110182618221153,0.6333619898292483,0.106666233534849,0.022731187737752827,0.4077245864836225,0.40822804842002136,0.5349006923404783,0.05356190048323002,0.2522891076983338,0.1283641311857175,5.920022605754497e-06,0.41637345175633117,0.06726777061538108,0.7392915510169168,0.4420184345512923,0.4955167552673052,0.27841854180746317,0.596056999273109,0.15811648069044185,0.04106693627567201,0.3201709741350411,0.453727991348689,0.1082523801278998,0.2518048886988581,0.30696502324701236,0.3069308318978939,0.5025743892340571,0.8600501477661472,0.046523623063372245,0.3838944453357061,0.04492625741796728
"['miR34', 'SNAIL', 'miR200', 'ZEB']",0.009616760181926746,0.08727904378588934,0.00440234635386915,0.12190239357092804,0.05072614764831965,0.01098217381311157,0.013971446747887053,0.018577523531070544,0.004012767084766085,0.22124173809602016,0.05196875937816797,0.011832563622149572,0.04410373605480865,0.07811152153125402,0.0037693783007403795,0.05794137863155454,0.027123377629506527,0.037880459605821835,3.551266340070589e-05,0.0661414191407474,0.04030307872511344,0.07252898537053878,0.08183383156500998,0.0014383644487545426,0.004495539434924215,0.0035710498340627674,0.020413554163438572,0.015268980462678569,0.15681959024947453,0.0163173256025017,0.038272962308066975,0.0035780388302818584,0.1291174289119029,0.0010897125933728954,0.004208940853910189,0.16892580490213732,0.16594873445681324,0.027058319301607937,0.056119997579228094,0.006882373814451615,0.016747250911564215,0.035944482527336265,0.0435043561486614,0.018712200213630494,0.0006577107096583555,0.07570068831638098,0.00030848086401480987,0.009066116788628875,0.033301546569396594,0.08685977767422937,0.21770677833925287,0.0021960166427936133,0.01683224131343141,0.0007898734610658531,0.07055002568453894,0.0024428771740170217,0.2636151935925692,0.00042422055953827135,0.0030595035989951697,0.0007980391405896432,0.004647190564171999,0.0070843216160641756,0.008714016595341791,0.004332888465979349,0.01183227289459848,0.019114985426949768,0.03609467948644773,0.0036666959956073884,0.06173685866173414,0.06281035259805014,0.0014700982530814653,0.0012022424113348326,0.027219903614673965,0.003760461962692762,0.19883477480575146,0.038427061161296294,0.040344083775852906,0.010423124994596827,0.07477634751480601,3.464860303445239e-05,0.0036730935325835407,0.023672136026772053,0.3583596857289442,0.08965431832051098,0.022394304334175948,0.03555120938913653,0.007755290905521686,0.034718529476732214,0.008219033171871682,0.037260102784463026,0.00801164148095618,0.023599016958364145,0.042304069349431796,0.005467691373154014,0.03727152216030699,0.021616123782442084,0.11920593918017941,0.0034656853012156,0.054422544945815214,0.008995521134076838
"['miR34', 'SNAIL', 'ZEB']",0.00437596075131585,0.4701967608111198,0.012877885272998888,0.5828387564983876,0.02319182528280981,0.3682018490623359,0.021926408116598694,0.43348633434843503,0.12259210026946618,0.2078208006858057,0.03155913398054696,0.03158459097863418,0.12662533873931803,0.1291891207932596,0.03392475086080556,0.06048940746156319,0.25469737624994787,0.08672651567606263,0.0010278854610613365,0.121358674097671,0.07870536761383394,0.2297085835465297,0.08375306375023006,0.007266486980579418,0.0017178405353954025,0.10609451744772584,0.021018065551207252,0.03381206129151808,0.10332512235441663,0.13932436800198403,0.09611963592359786,0.008123078281729897,0.11059159470438551,0.12725123136838548,0.07089174205292227,0.06746374689289633,0.2161334880416882,0.00418161322361629,0.08121945058322155,0.0023762207852997892,0.09507495042519243,0.03845735776819907,0.06457143101984403,0.0477276972876804,0.007664569314993543,0.16431777567363762,0.0023875986425335636,0.2616184737331488,0.1077734759758215,0.020803516160047962,0.040283696663936025,0.5344990565847925,0.004408778129253953,0.003859917921019816,0.29639706758053624,0.06936215774377792,0.28369353921471924,0.0012864619649514473,0.04263409445486985,3.950977959473806e-05,0.033478680137838834,8.377585788192437e-05,0.3762215920776096,0.05008255268489635,0.04239066971086877,0.0373363823892987,0.0035340096895291537,0.03932080759961818,0.15681537470946424,0.03422351724273469,0.32707764377974075,0.04154956725947321,0.026376926397452566,0.0022747825819629344,0.11966861451928554,0.5943009973325031,0.006318397549170096,0.004248457674086553,0.06951900934843942,0.005919683830968543,0.14908821416546164,0.056233893457574735,0.39966738029312704,0.7820779854674477,0.011063180439048782,0.20691841858438398,0.061742796485297735,0.16797259839114237,0.00018380537809876757,0.014876729466329827,0.026807112470886667,0.3003186589106653,0.018471378739667185,0.03213559290490441,0.31525338556613763,0.05821179957477772,0.13130418640950062,0.021473734251565988,0.13260723668069102,0.005982207170489991
"['miR200', 'ZEB']",0.05981117496204425,0.16147262543205648,0.0069984600527569435,0.2838105871083517,0.6181129379178445,0.007080999347762729,0.2705995292008598,0.2840342031343424,0.09327877829225749,0.07087567499658835,0.5669083665344784,0.042970712521754995,0.12376075133258752,0.8361015928389882,0.00789743815563738,0.19639544160544337,0.12263150231189796,0.1685676641269833,0.0001284905212288371,0.0017352573779638133,0.157397391214672,0.19810562994626243,0.44376645513408747,0.01395756583632675,0.9121329531207407,0.010698809108765833,0.6995612753490129,0.13565846067192827,0.12794931572290086,0.0753380666941561,0.04886611525935942,0.07065527308416976,0.3547390789048533,0.004073655480064348,0.0011467582719267195,0.13473787052988279,0.383714656000107,0.04890343766749597,0.2817458081663165,0.10312656578924027,0.019959042241505884,0.5663212260873278,0.027934129220272618,0.011515189814315596,0.29260916888257593,0.32657106004345565,0.13871726149057798,0.03665795981117361,0.10462322247130462,0.1414966218272292,0.9041515892917442,0.15297941482527314,0.09300366685298665,0.042216127726099374,0.11499531407858311,0.05657193255612592,0.6712207268404914,0.01260196966497382,0.6195954197200627,0.39086789550289686,0.19989003043400988,0.47567992134287235,0.7930014746486364,0.3940727440742971,0.10548940722801971,0.04679080435986163,0.7051677079149072,0.19206588560567253,0.022899925837384365,0.6280801487867327,0.004688009021295402,0.02949940482744684,0.45373265974868343,0.057574362930102006,0.15409932303328022,0.056015754658839144,0.014820969365388561,0.13535883895698433,0.3840288017859573,0.020601561007598523,0.021736340874359102,0.20789948888397847,0.06166306460223877,0.20181732072317476,0.23472902633151374,0.23077940692706103,0.2384213684243906,0.0776939299281039,0.07278074685887195,0.1455937615104968,0.12534986207005477,0.1437247125209962,0.7168425185122094,0.09308154310465006,0.10085807599467517,0.11648751758952575,0.19798918675789612,0.005620999905158842,0.03517025864852845,0.4052678410587022
"['miR200', 'KEAP1', 'NRF2', 'SNAIL']",0.11952046885640645,0.09519765254656398,0.03687045259113373,0.003096968603623853,0.05843218063336282,0.21246875330773254,0.008553471507873186,0.012395569804012966,0.016529308779046743,0.13819435921188636,0.03985276243034602,0.08194677694088101,0.1174748494475252,0.004054069425668143,0.15819835321572553,0.0025048885500411934,0.00444611006586898,0.033721448071078436,0.025154292946581183,0.13406310959094597,0.06770166942830376,0.13722064996175679,0.0811033577687337,0.0014936107672213034,0.0916020273259574,0.14283797357152628,0.011118618468819313,0.10352591354658798,0.019830494183314624,0.05666755866995354,0.037582129364191315,0.00335003373003067,0.08545198733841328,0.20639097575652982,0.15909113169857997,0.00030124733445672917,0.0068165009590113465,0.087800359101155,0.020495345986209907,0.026088594829725833,0.008808170498328546,0.09523275037665373,0.028311512302079768,0.15986854479321433,0.009512099935850244,0.2117136134815159,0.04537729923394605,0.03608775833205495,0.1546106322721962,0.13042172262475252,0.14088116384420601,0.00014022258473873593,0.2801748395050959,0.03940162069297966,0.1482667462287544,0.013247888997118637,0.00048395876887113407,0.27746251406284905,0.022276621809251215,0.0014405868418465354,0.0038567891496678872,0.06294613490417472,8.805448595675443e-05,0.0205498840502322,2.7119378675380812e-05,0.14746484372561214,0.24368824431251682,0.0019442177228721192,0.00612561873588599,0.0011341538034840446,0.06788362378037775,0.01050299282078727,0.08226894106176837,0.1458080430313797,0.524034331805608,0.31119721418820445,0.009814958517703557,0.01883441148591189,0.0318632427915359,6.294195845272969e-05,0.017897167103602847,0.023134040757915874,0.0003895038036767256,0.024436236373621682,0.0012934543669496801,0.016411025512437876,0.010911461842743487,0.20931925148816827,0.1369583398716455,0.0026183235570899697,0.06643364400839617,0.0031303234397153275,0.039271292318458245,0.05633015517460125,0.16889400519312728,0.006475007688138535,0.0032129481593775326,0.20610562965479254,0.05064899353161172,0.0015332982080565084
"['miR200', 'KEAP1', 'NRF2', 'SNAIL', 'ZEB']",0.0032528890777698536,0.08281229097306313,0.0007548163534267077,0.004202440609150075,0.016512885792652834,0.050441416760227176,0.0036324158606371804,0.0821532458070487,0.047103814176703646,0.009200458622739566,0.01371999725900001,0.00939941534563549,0.04174198273712939,0.005606103063137158,0.011244370130511152,0.0005135826181791861,0.005119917452163403,0.01301419001755025,9.3550192063639e-05,0.000426845298460513,0.02080956666576853,0.08609578928122168,0.03683503798691734,0.00010531801867320371,0.031927452417706385,0.045402121865661796,0.008008491249810418,0.03109979773401542,0.0016717722737240662,0.03645247965029984,0.00461221174715388,0.0005373649652769491,0.025963811806398104,0.09818045144426368,0.0030728451716101526,1.6210161924607558e-05,0.003406575393694459,0.0006635577474537676,0.008357090806430134,0.0009289017401670603,0.0009980400986901352,0.0577027317039786,0.001173831803350186,0.004695477338709418,0.03243524460944554,0.15007598400855002,0.04871943522903781,0.0381746703012395,0.052349789015327955,0.004419916192906767,0.02356956388804399,0.0052211032228048826,0.006825044675107204,0.008128549008844944,0.07163093615466697,0.02127985472852199,0.00034958495195341275,0.010603469341580005,0.19233733983513385,2.787724544727844e-05,0.005553859350132975,0.00035408253253028466,0.003014746608459372,0.09360406736698765,1.0249216983965908e-05,0.013477435762021893,0.016824863188974592,0.004004447974071765,0.00035631011452856093,0.0003881328761575545,0.07080402644269979,0.010707813119960581,0.03617208582938202,0.005078194330700775,0.048601356677863944,0.26959707705691544,2.278201686266825e-05,0.0010391351246511087,0.011376092031255843,0.0002215405160610066,0.015789997251050847,0.011425247690649565,2.6786524283624284e-05,0.043020118483463717,0.00014998931736624803,0.022043347388116502,0.020711727204560822,0.07868163590505418,0.00022291663177394406,0.00015220520220712548,0.027863807772522415,0.005725442604864557,0.012291817904798441,0.03081675080383101,0.14408127519567404,0.0020312009243123874,0.0007006899192622366,0.007178304586855424,0.004340450026758284,0.00041324146431214647
"['OVOL2', 'ZEB']",0.20635390680029034,0.09446753997298736,0.30160452114702985,0.10422780488392612,0.0032704851229621817,0.45516305897211673,0.24011279671931185,0.2730815977580381,0.2002261598949821,0.21279360493972535,0.5181915518378748,0.49795350587346954,0.37708705963025496,0.18228244266206575,0.005387605703739281,0.6386209216919898,0.5043470254636799,0.25252213476441115,0.2714435981738404,0.4943751742976944,0.22030514277647914,1.1791207716603398e-05,0.5817443391172403,0.12331065739293091,0.2457281571148134,0.014199153162897394,0.2547435046181037,0.037210606346911444,0.1543390734096665,0.044264354141477856,0.10096937015240111,0.43239429234340615,0.07619750472794923,0.3725489886870617,0.3991957220072404,0.14551843863487052,0.00662890963102,0.10794295768811972,0.475893753128349,0.06355155515346134,0.016558461199744377,0.0013436944850146102,0.38426567359684016,0.3258529198714885,0.24616918602438298,0.1613174656974502,0.0960782539678613,0.06016259420872301,2.4792745611684893e-06,0.1821611574080928,0.4212138402606731,0.18775318909450325,0.3502377644274097,0.0743111390690787,0.5652418474663815,0.5523747500141761,0.3358975107652962,0.08221047331834375,0.09425124708234561,0.1673502664703369,0.18713399210663587,0.02782018601007278,0.04285679313208826,0.29325984231201674,0.49813713587127073,0.5170728946130716,0.020615166666420093,0.11127244373063892,0.07800506930526988,0.0638382244519119,0.34126769887034825,0.4967545337520989,0.030799813399178293,0.6918557871801565,0.012354774650361371,0.014201279959882846,0.04740705226143873,0.2533557959494002,0.43068695477975594,0.25297320171245985,0.34317925094632656,0.18583147130405875,0.051097902704951736,0.2279285684245604,0.19628859415212443,0.3404324030254704,0.34524528510151714,0.20931845208062122,0.05214955802860154,0.11708661901184872,0.12084572336316787,0.01853500896221638,0.17991602174850693,0.07105757344577773,0.09357020427507312,0.1509912914791903,0.4156798783108554,0.07167609415432691,0.19128490435276616,0.34847691923562624
"['ZEB', 'GRHL2']",0.027976931971226793,0.22945910688108961,0.0708246512279802,0.15624359560264273,0.176642339855139,0.022278096055645673,0.2568946229800552,0.056367704084227324,0.2960485751020773,0.5395948616139237,0.15598658360644843,0.1404906847201749,0.2106145786323653,0.3647456782076357,0.23603647943624836,0.05401649054564056,0.047122482681420906,0.6527336981376123,0.03905124107332075,0.0595370779986932,0.38731801920196485,0.2791118801894362,0.5020986534291738,0.5830803677944317,0.28811861899391106,0.09894711437977546,0.1485741359331517,0.84832400568297,0.3916206810650879,0.34291497786257846,0.005908409428224204,0.0923535156756437,0.7983765021245676,0.09852995981473027,0.3009402054620097,0.6848463107968402,0.09412790903249361,0.011963356334767847,0.26443047005873394,0.3845971829857061,0.028324770010492467,0.0263947913515575,0.5262752786770367,0.03787921374968564,0.6621330287847923,0.8317645930615684,0.38414808261759015,0.1521625154941963,0.008460610594471452,0.2364292421883854,0.11503835054901959,0.43823356799672086,0.6277757881090386,0.3032592148728801,0.5494233954865444,0.34117653668809333,0.4193238204361014,0.14794688955125535,0.031940587914440134,0.0550855405655141,0.06680688176331706,0.0884927074379256,0.04780949823559316,0.13287342598484503,0.010372792206868067,0.5901162457074054,0.16931148309638397,0.5013617768807391,0.10119531773215944,0.02433643283495867,0.6697153517488472,0.6170668679095368,0.2043647591283065,0.3149798368414495,0.672397689302571,0.006207362100007453,0.5435356332220191,0.6801106428015257,0.3201225326277976,0.12375382478406027,0.3327796624737554,0.3803098852989356,0.4045902117077513,0.20617272045543614,0.07005857449321175,0.400355948720003,0.4237395906218512,0.39393727359502956,0.17077585770458553,0.3028917124497974,0.019526973759406107,0.4325501032605278,0.9223504706406566,0.012783544107791258,0.6248391757265531,0.3242135608272006,0.005568091914526767,0.20695753406180684,0.17955182461120325,0.4771051367471666
"['ZEB', 'Ecad']",0.3019764005331909,0.4531457118729742,0.8555535945682781,0.3822908193148776,0.5648506763104726,0.19032828544344696,0.20210158086569024,0.1106628383018158,0.2451986173581892,0.23144962890678755,0.12201605501922498,0.35929520144668914,0.12084748809989236,0.349334139668079,0.05973445917113873,0.2784303046529871,0.07248376434517527,0.6423330351478141,0.23356327125110096,0.07461812860547193,0.024227872015132584,0.41670792497790865,0.18082467644197323,0.3105195707737484,0.0012041909553996222,0.10266189455276853,0.013250892832533383,0.3024077521757609,0.1266829917918968,0.21845602338584022,0.268023641520821,0.03469186699037305,0.29855928743710175,0.043365957737713706,1.1434128404076664e-05,0.0225561706979629,0.005780784525769029,0.09138987933508866,0.026289866327668082,0.059006884724658926,0.6138130724393676,0.494932042870038,0.21200363405348166,0.0575602688576349,0.1481918620612868,0.011778720902561357,0.22650233104173537,0.1393442217103971,0.11502498574919112,0.14872707118428197,0.03375553591459165,0.0759938358164503,0.07416297686984041,0.13431018676629433,0.49796145101099926,0.7500188477164564,0.5888078229328781,0.6136110921124618,0.23345896100434227,0.020538646717788708,0.026453899418911606,0.11526729268982158,0.30532623306284656,0.23337359244536754,0.18432608937699804,0.028377016646687223,0.201759636644612,0.019703009798695742,0.43729871839913037,0.03125626019717914,0.000266184864637969,0.13090705277066933,0.04718025121558737,0.17182943880183887,0.09194680814390364,0.017866444084266395,0.15706365736677705,0.18307871967997083,0.12303912831700309,0.007166728433836735,0.014707905536119743,0.30307027746611315,0.020052264928545713,0.42646208670231156,0.1290550494370546,0.2705070284520864,0.010344022692080542,0.2154003679029284,0.02139888351211616,0.31383321053303387,0.16850569951233524,0.026392648106197583,0.09906364334529022,0.18711339863306434,0.043838052342541324,0.5096707383033691,0.851254646530836,0.14354245426184017,0.574363614490511,0.20758284633307506
