"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","SNAIL1","TGFB","HA","CD44s","ZEB1","HAS2"
"GRHL2",0.783573100838534,0.783573100838534,0.783573100838534,0.783573100838534,0.783573100838534,0.818986254295533,0.676607839894861,0.676607839894861,-0.344344805530764,-0.662425365192101,-0.718986254295533,-0.718986254295533,-0.840988066824929,-0.783573100838534
"MIR340",0.673719233518923,0.673719233518923,0.673719233518923,0.673719233518923,0.673719233518923,0.610212124514184,0.558981110297029,0.558981110297029,-0.324952254221368,-0.548600966980562,-0.610212124514184,-0.610212124514184,-0.728681065579992,-0.673719233518923
"MIR1199",0.673719233518923,0.673719233518923,0.673719233518923,0.673719233518923,0.673719233518923,0.610212124514184,0.558981110297029,0.558981110297029,-0.324952254221368,-0.548600966980562,-0.610212124514184,-0.610212124514184,-0.728681065579992,-0.673719233518923
"CD24",0.673719233518923,0.673719233518923,0.673719233518923,0.673719233518923,0.673719233518923,0.610212124514184,0.558981110297029,0.558981110297029,-0.324952254221368,-0.548600966980562,-0.610212124514184,-0.610212124514184,-0.728681065579992,-0.673719233518923
"ESRP1",0.610212124514184,0.610212124514184,0.610212124514184,0.610212124514184,0.610212124514184,0.54296066252588,0.512847776963696,0.512847776963696,-0.301142730411844,-0.490884265077814,-0.54296066252588,-0.64296066252588,-0.673719233518923,-0.610212124514184
"MIR34",0.209012876589636,0.209012876589636,0.209012876589636,0.209012876589636,0.209012876589636,0.189012876589636,0.26370400367269,0.26370400367269,-0.150204298862543,-0.272658153162275,-0.189012876589636,-0.189012876589636,-0.230390968462428,-0.209012876589636
"MIR200",0.189012876589636,0.189012876589636,0.189012876589636,0.189012876589636,0.189012876589636,0.160441448018208,0.246915682504806,0.246915682504806,-0.14490628561751,-0.35102072626169,-0.160441448018208,-0.160441448018208,-0.209012876589636,-0.189012876589636
"MIR190",0.189012876589636,0.189012876589636,0.189012876589636,0.189012876589636,0.189012876589636,0.160441448018208,0.246915682504806,0.246915682504806,-0.14490628561751,-0.35102072626169,-0.160441448018208,-0.160441448018208,-0.209012876589636,-0.189012876589636
"TGFB",-0.209012876589636,-0.209012876589636,-0.209012876589636,-0.209012876589636,-0.209012876589636,-0.189012876589636,-0.26370400367269,-0.26370400367269,0.150204298862543,0.272658153162275,0.189012876589636,0.189012876589636,0.230390968462428,0.209012876589636
"SNAIL1",-0.230390968462428,-0.230390968462428,-0.230390968462428,-0.230390968462428,-0.230390968462428,-0.209012876589636,-0.27793364057161,-0.27793364057161,0.0591735090365723,0.290590807821633,0.209012876589636,0.209012876589636,0.247323875810671,0.230390968462428
"HAS2",-0.610212124514184,-0.610212124514184,-0.610212124514184,-0.610212124514184,-0.610212124514184,-0.54296066252588,-0.512847776963696,-0.512847776963696,0.301142730411844,0.490884265077814,0.64296066252588,0.54296066252588,0.673719233518923,0.610212124514184
"ZEB1",-0.728681065579992,-0.728681065579992,-0.728681065579992,-0.728681065579992,-0.728681065579992,-0.673719233518923,-0.600277307404689,-0.600277307404689,0.345716211126363,0.600990045478855,0.673719233518923,0.673719233518923,0.68041316719662,0.728681065579992
"HA",-0.673719233518923,-0.673719233518923,-0.673719233518923,-0.673719233518923,-0.673719233518923,-0.610212124514184,-0.558981110297029,-0.558981110297029,0.324952254221368,0.548600966980562,0.610212124514184,0.610212124514184,0.728681065579992,0.673719233518923
"CD44s",-0.673719233518923,-0.673719233518923,-0.673719233518923,-0.673719233518923,-0.673719233518923,-0.610212124514184,-0.558981110297029,-0.558981110297029,0.324952254221368,0.548600966980562,0.610212124514184,0.610212124514184,0.728681065579992,0.673719233518923
