"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","SNAIL1","TGFB","HA","CD44s","ZEB1","HAS2"
"GRHL2",0.781267738477884,0.781267738477884,0.781267738477884,0.781267738477884,0.781267738477884,0.818101341062699,0.687743764172336,0.307671529762943,-0.331460076018449,-0.638356009070295,-0.718101341062699,-0.718101341062699,-0.838115283697523,-0.781267738477884
"MIR340",0.670592976021603,0.670592976021603,0.670592976021603,0.670592976021603,0.670592976021603,0.609683885112512,0.568535886204605,0.279628208022879,-0.303012823407495,-0.520971416290565,-0.609683885112512,-0.609683885112512,-0.725827633061314,-0.670592976021603
"MIR1199",0.670592976021603,0.670592976021603,0.670592976021603,0.670592976021603,0.670592976021603,0.609683885112512,0.568535886204605,0.279628208022879,-0.303012823407495,-0.520971416290565,-0.609683885112512,-0.609683885112512,-0.725827633061314,-0.670592976021603
"CD24",0.670592976021603,0.670592976021603,0.670592976021603,0.670592976021603,0.670592976021603,0.609683885112512,0.568535886204605,0.279628208022879,-0.303012823407495,-0.520971416290565,-0.609683885112512,-0.609683885112512,-0.725827633061314,-0.670592976021603
"ESRP1",0.609683885112512,0.609683885112512,0.609683885112512,0.609683885112512,0.609683885112512,0.540968801313629,0.520971416290565,0.254822006472492,-0.279628208022879,-0.467070707070707,-0.540968801313629,-0.640968801313629,-0.670592976021603,-0.609683885112512
"MIR200",0.568535886204605,0.568535886204605,0.568535886204605,0.568535886204605,0.568535886204605,0.520971416290565,0.559762666698734,0.268632910642145,-0.286902141411376,-0.622835442979057,-0.520971416290565,-0.520971416290565,-0.611994361744992,-0.568535886204605
"MIR34",0.303012823407495,0.303012823407495,0.303012823407495,0.303012823407495,0.303012823407495,0.279628208022879,0.286902141411376,0.146762764836013,-0.154787456194038,-0.268632910642145,-0.279628208022879,-0.279628208022879,-0.323380921567004,-0.303012823407495
"MIR190",0.279628208022879,0.279628208022879,0.279628208022879,0.279628208022879,0.279628208022879,0.254822006472492,0.268632910642145,0.137019175092424,-0.146762764836013,-0.349596766063832,-0.254822006472492,-0.254822006472492,-0.303012823407495,-0.279628208022879
"TGFB",-0.303012823407495,-0.303012823407495,-0.303012823407495,-0.303012823407495,-0.303012823407495,-0.279628208022879,-0.286902141411376,-0.146762764836013,0.154787456194038,0.268632910642145,0.279628208022879,0.279628208022879,0.323380921567004,0.303012823407495
"SNAIL1",-0.323380921567004,-0.323380921567004,-0.323380921567004,-0.323380921567004,-0.323380921567004,-0.303012823407495,-0.302659251326826,-0.154787456194038,0.0626572542986939,0.286902141411376,0.303012823407495,0.303012823407495,0.342078914714336,0.323380921567004
"HAS2",-0.609683885112512,-0.609683885112512,-0.609683885112512,-0.609683885112512,-0.609683885112512,-0.540968801313629,-0.520971416290565,-0.254822006472492,0.279628208022879,0.467070707070707,0.640968801313629,0.540968801313629,0.670592976021603,0.609683885112512
"ZEB1",-0.725827633061314,-0.725827633061314,-0.725827633061314,-0.725827633061314,-0.725827633061314,-0.670592976021603,-0.611994361744992,-0.303012823407495,0.323380921567004,0.568535886204605,0.670592976021603,0.670592976021603,0.676062714435636,0.725827633061314
"HA",-0.670592976021603,-0.670592976021603,-0.670592976021603,-0.670592976021603,-0.670592976021603,-0.609683885112512,-0.568535886204605,-0.279628208022879,0.303012823407495,0.520971416290565,0.609683885112512,0.609683885112512,0.725827633061314,0.670592976021603
"CD44s",-0.670592976021603,-0.670592976021603,-0.670592976021603,-0.670592976021603,-0.670592976021603,-0.609683885112512,-0.568535886204605,-0.279628208022879,0.303012823407495,0.520971416290565,0.609683885112512,0.609683885112512,0.725827633061314,0.670592976021603
