"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.737381864933982,0.654661342794721,0.707088186973544,0.379379196963721,-0.77400036827666,-0.654661342794721,-0.77400036827666,-0.77400036827666,-0.77400036827666,0.77400036827666,0.707088186973544,-0.77400036827666,0,-0.77400036827666,0.601211217660648,-0.654661342794721,0.707088186973544,-0.707088186973544
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.248050199383499,0.287092477293331,0.197259604954733,0.149821322726697,-0.212993870688999,-0.287092477293331,-0.212993870688999,-0.212993870688999,-0.212993870688999,0.212993870688999,0.197259604954733,-0.212993870688999,0,-0.212993870688999,0.269329319398594,-0.287092477293331,0.197259604954733,-0.197259604954733
"SNAIL1",0.267342971094367,0.311282632951724,0.212993870688999,0.0649998941552681,-0.248050199383499,-0.311282632951724,-0.248050199383499,-0.248050199383499,-0.248050199383499,0.248050199383499,0.212993870688999,-0.248050199383499,0,-0.248050199383499,0.287092477293331,-0.311282632951724,0.212993870688999,-0.212993870688999
"MIR340",-0.77400036827666,-0.601211217660648,-0.635376730113572,-0.352654734091501,0.707088186973544,0.601211217660648,0.707088186973544,0.707088186973544,0.707088186973544,-0.707088186973544,-0.635376730113572,0.707088186973544,0,0.707088186973544,-0.544547573055027,0.601211217660648,-0.635376730113572,0.635376730113572
"MIR34",-0.248050199383499,-0.287092477293331,-0.197259604954733,-0.149821322726697,0.212993870688999,0.287092477293331,0.212993870688999,0.212993870688999,0.212993870688999,-0.212993870688999,-0.197259604954733,0.212993870688999,0,0.212993870688999,-0.269329319398594,0.287092477293331,-0.197259604954733,0.197259604954733
"MIR200",-0.671445612254071,-0.611958947442669,-0.650997747661961,-0.32703363425948,0.617059647341791,0.611958947442669,0.617059647341791,0.617059647341791,0.617059647341791,-0.617059647341791,-0.550997747661961,0.617059647341791,0,0.617059647341791,-0.561651780207174,0.611958947442669,-0.550997747661961,0.550997747661961
"MIR190",-0.212993870688999,-0.269329319398594,-0.24856395278082,-0.14452178355619,0.197259604954733,0.269329319398594,0.197259604954733,0.197259604954733,0.197259604954733,-0.197259604954733,-0.14856395278082,0.197259604954733,0,0.197259604954733,-0.238390092879257,0.269329319398594,-0.14856395278082,0.14856395278082
"MIR1199",-0.77400036827666,-0.601211217660648,-0.635376730113572,-0.352654734091501,0.707088186973544,0.601211217660648,0.707088186973544,0.707088186973544,0.707088186973544,-0.707088186973544,-0.635376730113572,0.707088186973544,0,0.707088186973544,-0.544547573055027,0.601211217660648,-0.635376730113572,0.635376730113572
"HAS2",0.707088186973544,0.544547573055027,0.558542753279595,0.322228377502353,-0.635376730113572,-0.544547573055027,-0.635376730113572,-0.635376730113572,-0.635376730113572,0.635376730113572,0.658542753279595,-0.635376730113572,0,-0.635376730113572,0.483194916050196,-0.544547573055027,0.558542753279595,-0.558542753279595
"HA",0.77400036827666,0.601211217660648,0.635376730113572,0.352654734091501,-0.707088186973544,-0.601211217660648,-0.707088186973544,-0.707088186973544,-0.707088186973544,0.707088186973544,0.635376730113572,-0.707088186973544,0,-0.707088186973544,0.544547573055027,-0.601211217660648,0.635376730113572,-0.635376730113572
"GRHL2",-0.881915695697279,-0.717893878614869,-0.740546019924902,-0.37005332607244,0.813630906053266,0.717893878614869,0.813630906053266,0.813630906053266,0.813630906053266,-0.813630906053266,-0.740546019924902,0.813630906053266,0,0.813630906053266,-0.659950569452048,0.717893878614869,-0.740546019924902,0.840546019924902
"EXTGFB",0.248050199383499,0.287092477293331,0.197259604954733,0.149821322726697,-0.212993870688999,-0.287092477293331,-0.212993870688999,-0.212993870688999,-0.212993870688999,0.212993870688999,0.197259604954733,-0.212993870688999,0,-0.212993870688999,0.269329319398594,-0.287092477293331,0.197259604954733,-0.197259604954733
"ESRP1",-0.707088186973544,-0.544547573055027,-0.558542753279595,-0.322228377502353,0.635376730113572,0.544547573055027,0.635376730113572,0.635376730113572,0.635376730113572,-0.635376730113572,-0.558542753279595,0.635376730113572,0,0.635376730113572,-0.483194916050196,0.544547573055027,-0.658542753279595,0.558542753279595
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.77400036827666,0.601211217660648,0.635376730113572,0.352654734091501,-0.707088186973544,-0.601211217660648,-0.707088186973544,-0.707088186973544,-0.707088186973544,0.707088186973544,0.635376730113572,-0.707088186973544,0,-0.707088186973544,0.544547573055027,-0.601211217660648,0.635376730113572,-0.635376730113572
"CD24",-0.77400036827666,-0.601211217660648,-0.635376730113572,-0.352654734091501,0.707088186973544,0.601211217660648,0.707088186973544,0.707088186973544,0.707088186973544,-0.707088186973544,-0.635376730113572,0.707088186973544,0,0.707088186973544,-0.544547573055027,0.601211217660648,-0.635376730113572,0.635376730113572
