"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.204549368050051,0.298288154891207,0.291427842163605,0.223986094818394,-0.299385828285814,-0.298288154891207,-0.298288154891207,-0.299385828285814,-0.299385828285814,0.299385828285814,0.292677138506436,0.299385828285814,0,-0.299385828285814,0.291721334614709,-0.298288154891207,0.292677138506436,0.292677138506436
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.197396711656057,0.219838436173921,0.239959757487736,0.138714907417669,-0.193108286608619,-0.219838436173921,-0.219838436173921,-0.193108286608619,-0.193108286608619,0.193108286608619,0.188210327424945,0.193108286608619,0,-0.193108286608619,0.214492934218249,-0.219838436173921,0.188210327424945,0.188210327424945
"SNAIL1",0.20018984932797,0.223461096032904,0.245130799651618,0.0415980637150894,-0.197396711656057,-0.223461096032904,-0.223461096032904,-0.197396711656057,-0.197396711656057,0.197396711656057,0.193108286608619,0.197396711656057,0,-0.197396711656057,0.219838436173921,-0.223461096032904,0.193108286608619,0.193108286608619
"MIR340",-0.299385828285814,-0.291721334614709,-0.282412585575532,-0.220098535009782,0.292677138506436,0.291721334614709,0.291721334614709,0.292677138506436,0.292677138506436,-0.292677138506436,-0.283030079682906,-0.292677138506436,0,0.292677138506436,-0.283115089374801,0.291721334614709,-0.283030079682906,-0.283030079682906
"MIR34",-0.197396711656057,-0.219838436173921,-0.239959757487736,-0.138714907417669,0.193108286608619,0.219838436173921,0.219838436173921,0.193108286608619,0.193108286608619,-0.193108286608619,-0.188210327424945,-0.193108286608619,0,0.193108286608619,-0.214492934218249,0.219838436173921,-0.188210327424945,-0.188210327424945
"MIR200",-0.290077556239826,-0.369738495028272,-0.467869674388308,-0.227814991236194,0.283923229466943,0.369738495028272,0.369738495028272,0.283923229466943,0.283923229466943,-0.283923229466943,-0.274638102104577,-0.283923229466943,0,0.283923229466943,-0.361793579774035,0.369738495028272,-0.274638102104577,-0.274638102104577
"MIR190",-0.193108286608619,-0.214492934218249,-0.332741073835931,-0.136279183466384,0.188210327424945,0.214492934218249,0.214492934218249,0.188210327424945,0.188210327424945,-0.188210327424945,-0.179763460939932,-0.188210327424945,0,0.188210327424945,-0.208058151609553,0.214492934218249,-0.179763460939932,-0.179763460939932
"MIR1199",-0.299385828285814,-0.291721334614709,-0.282412585575532,-0.220098535009782,0.292677138506436,0.291721334614709,0.291721334614709,0.292677138506436,0.292677138506436,-0.292677138506436,-0.283030079682906,-0.292677138506436,0,0.292677138506436,-0.283115089374801,0.291721334614709,-0.283030079682906,-0.283030079682906
"HAS2",0.292677138506436,0.283115089374801,0.27010489326784,0.213783586968215,-0.283030079682906,-0.283115089374801,-0.283115089374801,-0.283030079682906,-0.283030079682906,0.283030079682906,0.370818858560794,0.283030079682906,0,-0.283030079682906,0.27074611662847,-0.283115089374801,0.270818858560794,0.270818858560794
"HA",0.299385828285814,0.291721334614709,0.282412585575532,0.220098535009782,-0.292677138506436,-0.291721334614709,-0.291721334614709,-0.292677138506436,-0.292677138506436,0.292677138506436,0.283030079682906,0.292677138506436,0,-0.292677138506436,0.283115089374801,-0.291721334614709,0.283030079682906,0.283030079682906
"GRHL2",-0.409435679071574,-0.407165247298976,-0.394725962191699,-0.244189530394966,0.401913699260437,0.407165247298976,0.407165247298976,0.401913699260437,0.401913699260437,-0.401913699260437,-0.391592797265641,-0.401913699260437,0,0.401913699260437,-0.39755630875149,0.407165247298976,-0.391592797265641,-0.291592797265641
"EXTGFB",0.197396711656057,0.219838436173921,0.239959757487736,0.138714907417669,-0.193108286608619,-0.219838436173921,-0.219838436173921,-0.193108286608619,-0.193108286608619,0.193108286608619,0.188210327424945,0.193108286608619,0,-0.193108286608619,0.214492934218249,-0.219838436173921,0.188210327424945,0.188210327424945
"ESRP1",-0.292677138506436,-0.283115089374801,-0.27010489326784,-0.213783586968215,0.283030079682906,0.283115089374801,0.283115089374801,0.283030079682906,0.283030079682906,-0.283030079682906,-0.270818858560794,-0.283030079682906,0,0.283030079682906,-0.27074611662847,0.283115089374801,-0.370818858560794,-0.270818858560794
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.299385828285814,0.291721334614709,0.282412585575532,0.220098535009782,-0.292677138506436,-0.291721334614709,-0.291721334614709,-0.292677138506436,-0.292677138506436,0.292677138506436,0.283030079682906,0.292677138506436,0,-0.292677138506436,0.283115089374801,-0.291721334614709,0.283030079682906,0.283030079682906
"CD24",-0.299385828285814,-0.291721334614709,-0.282412585575532,-0.220098535009782,0.292677138506436,0.291721334614709,0.291721334614709,0.292677138506436,0.292677138506436,-0.292677138506436,-0.283030079682906,-0.292677138506436,0,0.292677138506436,-0.283115089374801,0.291721334614709,-0.283030079682906,-0.283030079682906
