"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.578658242534575,0.45560937666577,0.494958569608747,0.0734359926046985,-0.648125285536402,-0.45560937666577,-0.45560937666577,-0.648125285536402,-0.648125285536402,0.648125285536402,0.603685843843471,-0.648125285536402,0,-0.648125285536402,0.43032135823259,-0.45560937666577,0.603685843843471,-0.603685843843471
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",-0.297412189529841,-0.245843193871394,-0.282536340702434,-0.0677631621795181,0.281738565241416,0.245843193871394,0.245843193871394,0.281738565241416,0.281738565241416,-0.281738565241416,-0.265003871363865,0.281738565241416,0,0.281738565241416,-0.236325592828369,0.245843193871394,-0.265003871363865,0.265003871363865
"SNAIL1",0.311151024068335,0.257440568050825,0.294867287400922,-0.0348165039813317,-0.297412189529841,-0.257440568050825,-0.257440568050825,-0.297412189529841,-0.297412189529841,0.297412189529841,0.281738565241416,-0.297412189529841,0,-0.297412189529841,0.245843193871394,-0.257440568050825,0.281738565241416,-0.281738565241416
"MIR340",-0.648125285536402,-0.43032135823259,-0.460977987084475,-0.0676345571979999,0.603685843843471,0.43032135823259,0.43032135823259,0.603685843843471,0.603685843843471,-0.603685843843471,-0.566038785019941,0.603685843843471,0,0.603685843843471,-0.398714351378058,0.43032135823259,-0.566038785019941,0.566038785019941
"MIR34",-0.297412189529841,-0.245843193871394,-0.282536340702434,-0.0677631621795181,0.281738565241416,0.245843193871394,0.245843193871394,0.281738565241416,0.281738565241416,-0.281738565241416,-0.265003871363865,0.281738565241416,0,0.281738565241416,-0.236325592828369,0.245843193871394,-0.265003871363865,0.265003871363865
"MIR200",-0.419719660051194,-0.185826092257213,-0.306445958076502,0.0446721209899989,0.394008944649757,0.185826092257213,0.185826092257213,0.394008944649757,0.394008944649757,-0.394008944649757,-0.375027843581557,0.394008944649757,0,0.394008944649757,-0.16887693971484,0.185826092257213,-0.375027843581557,0.375027843581557
"MIR190",0.281738565241416,0.236325592828369,0.163003431997551,0.0634329862661216,-0.265003871363865,-0.236325592828369,-0.236325592828369,-0.265003871363865,-0.265003871363865,0.265003871363865,0.240753190164955,-0.265003871363865,0,-0.265003871363865,0.219803853697935,-0.236325592828369,0.240753190164955,-0.240753190164955
"MIR1199",-0.648125285536402,-0.43032135823259,-0.460977987084475,-0.0676345571979999,0.603685843843471,0.43032135823259,0.43032135823259,0.603685843843471,0.603685843843471,-0.603685843843471,-0.566038785019941,0.603685843843471,0,0.603685843843471,-0.398714351378058,0.43032135823259,-0.566038785019941,0.566038785019941
"HAS2",0.603685843843471,0.398714351378058,0.418670294776782,0.0763475867743388,-0.566038785019941,-0.398714351378058,-0.398714351378058,-0.566038785019941,-0.566038785019941,0.566038785019941,0.603002481389578,-0.566038785019941,0,-0.566038785019941,0.369573890162125,-0.398714351378058,0.503002481389578,-0.503002481389578
"HA",0.648125285536402,0.43032135823259,0.460977987084475,0.0676345571979999,-0.603685843843471,-0.43032135823259,-0.43032135823259,-0.603685843843471,-0.603685843843471,0.603685843843471,0.566038785019941,-0.603685843843471,0,-0.603685843843471,0.398714351378058,-0.43032135823259,0.566038785019941,-0.566038785019941
"GRHL2",-0.757377027364426,-0.568460908277964,-0.59024871185405,-0.0879114873666836,0.71481760046765,0.568460908277964,0.568460908277964,0.71481760046765,0.71481760046765,-0.71481760046765,-0.670498433078231,0.71481760046765,0,0.71481760046765,-0.537511187607573,0.568460908277964,-0.670498433078231,0.770498433078231
"EXTGFB",0.297412189529841,0.245843193871394,0.282536340702434,0.0677631621795181,-0.281738565241416,-0.245843193871394,-0.245843193871394,-0.281738565241416,-0.281738565241416,0.281738565241416,0.265003871363865,-0.281738565241416,0,-0.281738565241416,0.236325592828369,-0.245843193871394,0.265003871363865,-0.265003871363865
"ESRP1",-0.603685843843471,-0.398714351378058,-0.418670294776782,-0.0763475867743388,0.566038785019941,0.398714351378058,0.398714351378058,0.566038785019941,0.566038785019941,-0.566038785019941,-0.503002481389578,0.566038785019941,0,0.566038785019941,-0.369573890162125,0.398714351378058,-0.603002481389578,0.503002481389578
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.648125285536402,0.43032135823259,0.460977987084475,0.0676345571979999,-0.603685843843471,-0.43032135823259,-0.43032135823259,-0.603685843843471,-0.603685843843471,0.603685843843471,0.566038785019941,-0.603685843843471,0,-0.603685843843471,0.398714351378058,-0.43032135823259,0.566038785019941,-0.566038785019941
"CD24",-0.648125285536402,-0.43032135823259,-0.460977987084475,-0.0676345571979999,0.603685843843471,0.43032135823259,0.43032135823259,0.603685843843471,0.603685843843471,-0.603685843843471,-0.566038785019941,0.603685843843471,0,0.603685843843471,-0.398714351378058,0.43032135823259,-0.566038785019941,0.566038785019941
